Company_Name,Sector,City,State,Revenue_Cr,Base_MSA_Loss,V7_Direct_EIF,V7_Scope3_Factor,MSA_Intensity_Direct,MSA_Intensity_Scope3,MSA_Intensity_V7_Total,Scope3_Biodiversity_MSA,Data_Tier,Confidence
Exide Industries Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,16588.117086356524,0.51,0.0374641669027132,0.005225,0.0011518320627299,0.005225,0.0063768320627299,0.0866729117762128,Tier 2,75%
FERTILIZERS AND CHEMICALS TRAVANCORE LIMITED,Chemicals & Fertilizers,Mumbai,Maharashtra,4050.908927764959,0.55,0.0374641669027132,0.005225,0.005086584804527,0.005225,0.010311584804527,0.0211659991475719,Tier 2,75%
FINE ORGANIC INDUSTRIES LIMITED,Chemicals & Fertilizers,Delhi,Delhi,2205.192652662433,0.62,0.0374641669027132,0.005225,0.0105332218714034,0.005225,0.0157582218714034,0.0115221316101612,Tier 2,75%
Finolex Cables Limited,Chemicals & Fertilizers,Bangalore,Karnataka,5318.910611431104,0.48,0.0374641669027132,0.005225,0.0033809179034997,0.005225,0.0086059179034997,0.0277913079447275,Tier 2,75%
Finolex Industries Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,4141.968617340705,0.52,0.0374641669027132,0.005225,0.0047034076279212,0.005225,0.0099284076279212,0.0216417860256051,Tier 2,75%
Firstsource Solutions Limited,Chemicals & Fertilizers,Kolkata,West Bengal,2306.582094767114,0.58,0.0374641669027132,0.005225,0.0094205260904739,0.005225,0.0146455260904739,0.0120518914451581,Tier 2,75%
Five-Star Business Finance Limited,Financial Services,Hyderabad,Telangana,2847.9810676598386,0.45,0.0011797441546504,0.000297,0.0001864074433714,0.000297,0.0004834074433714,0.0008458503770949,Tier 2,75%
Force Motors Ltd,Chemicals & Fertilizers,Pune,Maharashtra,8006.996466431095,0.42,0.0374641669027132,0.005225,0.001965150124033,0.005225,0.007190150124033,0.0418365565371024,Tier 2,75%
Fortis Healthcare Limited,Pharmaceuticals,Ahmedabad,Gujarat,0.0652803000006444,0.51,0.0144770016599194,0.003465,113.10105570112287,0.003465,113.10452070112288,2.261962395022329e-07,Tier 2,75%
G R Infraprojects Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,6515.569856138938,0.55,0.0374641669027132,0.005225,0.0031624696306614,0.005225,0.0083874696306614,0.0340438524983259,Tier 2,75%
GAIL India Limited,Oil & Gas,Delhi,Delhi,0.0137287999999984,0.62,0.0971185610539406,0.0154274999999999,4385.926508758973,0.0154274999999999,4385.941936258973,2.1180106199997402e-07,Tier 2,75%
GALAXY SURFACTANTS LIMITED,Chemicals & Fertilizers,Bangalore,Karnataka,3001.270149909052,0.48,0.0374641669027132,0.005225,0.0059917299060357,0.005225,0.0112167299060357,0.0156816365332747,Tier 2,75%
GLAND PHARMA LIMITED,Pharmaceuticals,Chennai,Tamil Nadu,4116.148453996763,0.52,0.0144770016599194,0.003465,0.0018289041192983,0.003465,0.0052939041192983,0.0142624543930987,Tier 2,75%
GLOBAL HEALTH LIMITED,Pharmaceuticals,Kolkata,West Bengal,0.0369230999992284,0.58,0.0144770016599194,0.003465,227.4094256150952,0.003465,227.4128906150952,1.2793854149732644e-07,Tier 2,75%
GODAWARI POWER AND ISPAT LIMITED,Steel & Iron,Hyderabad,Telangana,4661.2446911217085,0.45,0.0840934065650114,0.0096249999999999,0.0081184394859881,0.0096249999999999,0.017743439485988,0.0448644801520459,Tier 2,75%
GODFREY PHILLIPS INDIA LIMITED,Chemicals & Fertilizers,Pune,Maharashtra,6734.931158343508,0.42,0.0374641669027132,0.005225,0.0023363193667757,0.005225,0.0075613193667757,0.0351900153023448,Tier 2,75%
GODREJ AGROVET LIMITED,Chemicals & Fertilizers,Ahmedabad,Gujarat,7009.065432627406,0.51,0.0374641669027132,0.005225,0.0027260018192213,0.005225,0.0079510018192213,0.0366223668854781,Tier 2,75%
GRANULES INDIA LIMITED,Chemicals & Fertilizers,Mumbai,Maharashtra,3027.766323024055,0.55,0.0374641669027132,0.005225,0.0068054432205693,0.005225,0.0120304432205693,0.0158200790378006,Tier 2,75%
GRAPHITE INDIA LIMITED,Chemicals & Fertilizers,Delhi,Delhi,2420.0028250958626,0.62,0.0374641669027132,0.005225,0.0095982464312875,0.005225,0.0148232464312875,0.0126445147611258,Tier 2,75%
GUJARAT GAS LIMITED,Oil & Gas,Bangalore,Karnataka,17185.15741616735,0.48,0.0971185610539406,0.0154274999999999,0.0027126262609637,0.0154274999999999,0.0181401262609636,0.2651240160379201,Tier 2,75%
Garden Reach Shipbuilders  Engineers Limited,Steel & Iron,Chennai,Tamil Nadu,5075.917926565874,0.52,0.0840934065650114,0.0096249999999999,0.0086149090758428,0.0096249999999999,0.0182399090758427,0.048855710043196,Tier 2,75%
General Insurance Corporation of India,Financial Services,Kolkata,West Bengal,41041.31313131314,0.58,0.0011797441546504,0.000297,1.6672264055195914e-05,0.000297,0.0003136722640551,0.01218927,Tier 2,75%
Genus Power Infrastructures Limited,Power Generation,Hyderabad,Telangana,2441.987740805604,0.45,0.1562256571307733,0.0054449999999999,0.0287886562795174,0.0054449999999999,0.0342336562795173,0.0132966232486862,Tier 2,75%
Gillette India Limited,Chemicals & Fertilizers,Pune,Maharashtra,2234.8076472360804,0.42,0.0374641669027132,0.005225,0.0070408520923936,0.005225,0.0122658520923936,0.0116768699568085,Tier 2,75%
GlaxoSmithKline Pharmaceuticals Limited,Pharmaceuticals,Ahmedabad,Gujarat,37236.12547397449,0.51,0.0144770016599194,0.003465,0.0001982824676997,0.003465,0.0036632824676997,0.1290231747673216,Tier 2,75%
Glenmark Pharmaceuticals Limited,Pharmaceuticals,Mumbai,Maharashtra,9226.387631000129,0.55,0.0144770016599194,0.003465,0.0008629976575233,0.003465,0.0043279976575233,0.0319694331414154,Tier 2,75%
Go Digit General Insurance Limited,Financial Services,Delhi,Delhi,10285.556451612903,0.62,0.0011797441546504,0.000297,7.111344722322232e-05,0.000297,0.0003681134472232,0.003054810266129,Tier 2,75%
Godrej Consumer Products Limited,Chemicals & Fertilizers,Bangalore,Karnataka,8910.149962136167,0.48,0.0374641669027132,0.005225,0.0020182376491664,0.005225,0.0072432376491664,0.0465555335521614,Tier 2,75%
Godrej Industries Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,4171.218626468196,0.52,0.0374641669027132,0.005225,0.004670425727818,0.005225,0.009895425727818,0.0217946173232963,Tier 2,75%
Godrej Properties Limited,Cement,Kolkata,West Bengal,4922.888712452031,0.58,0.0777832037429109,0.0033,0.0091641840403126,0.0033,0.0124641840403126,0.0162455327510917,Tier 2,75%
Grasim Industries Limited,Chemicals & Fertilizers,Hyderabad,Telangana,31563.23406103302,0.45,0.0374641669027132,0.005225,0.0005341301551552,0.005225,0.0057591301551552,0.1649178979688975,Tier 2,75%
Grindwell Norton Limited,Chemicals & Fertilizers,Pune,Maharashtra,2737.364302184991,0.42,0.0374641669027132,0.005225,0.0057482119155933,0.005225,0.0109732119155933,0.0143027284789165,Tier 2,75%
Gujarat Ambuja Exports Limited,Cement,Ahmedabad,Gujarat,4612.575564071764,0.51,0.0777832037429109,0.0033,0.0086002783819689,0.0033,0.0119002783819689,0.0152214993614368,Tier 2,75%
Gujarat Fluorochemicals Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,4564.545606165676,0.55,0.0374641669027132,0.005225,0.0045142043862283,0.005225,0.0097392043862283,0.0238497507922156,Tier 2,75%
Gujarat Pipavav Port Limited,Chemicals & Fertilizers,Delhi,Delhi,987.6749688187112,0.62,0.0374641669027132,0.005225,0.0235176391150859,0.005225,0.0287426391150859,0.0051606017120777,Tier 2,75%
Gujarat State Petronet Limited,Oil & Gas,Bangalore,Karnataka,1110.7813639192675,0.48,0.0971185610539406,0.0154274999999999,0.0419676732254572,0.0154274999999999,0.0573951732254571,0.0171365794918643,Tier 2,75%
HCL Technologies Limited,Information Technology,Chennai,Tamil Nadu,0.1170550000041057,0.52,0.0009696637386769,0.000396,4.307591679930822,0.000396,4.307987679930823,4.6353780001625855e-08,Tier 2,75%
HDFC Asset Management Company Limited,Financial Services,Kolkata,West Bengal,0.0003498029999983,0.58,0.0011797441546504,0.000297,1956.1056071576213,0.000297,1956.105904157621,1.0389149099949511e-10,Tier 2,75%
HDFC Bank Limited,Financial Services,Hyderabad,Telangana,346004.322375042,0.45,0.0011797441546504,0.000297,1.534330166596132e-06,0.000297,0.0002985343301665,0.1027632837453874,Tier 2,75%
HDFC Life Insurance Company Limited,Financial Services,Pune,Maharashtra,71037.20930232559,0.42,0.0011797441546504,0.000297,6.975112758785512e-06,0.000297,0.0003039751127587,0.0210980511627907,Tier 2,75%
HEG Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,2152.708409308324,0.51,0.0374641669027132,0.005225,0.0088756679900381,0.005225,0.0141006679900381,0.0112479014386359,Tier 2,75%
HERO MOTOCORP LIMITED,Chemicals & Fertilizers,Mumbai,Maharashtra,40755.553413964255,0.55,0.0374641669027132,0.005225,0.0005055824316062,0.005225,0.0057305824316062,0.2129477665879632,Tier 2,75%
HFCL Limited,Chemicals & Fertilizers,Delhi,Delhi,3795.240936893928,0.62,0.0374641669027132,0.005225,0.0061202394962286,0.005225,0.0113452394962286,0.0198301338952707,Tier 2,75%
HINDALCO INDUSTRIES LIMITED,Steel & Iron,Bangalore,Karnataka,93291.12206659108,0.48,0.0840934065650114,0.0096249999999999,0.0004326760602406,0.0096249999999999,0.0100576760602405,0.8979270498909298,Tier 2,75%
HINDUSTAN AERONAUTICS LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,30981.05002128172,0.52,0.0374641669027132,0.005225,0.0006288155751993,0.005225,0.0058538155751993,0.1618759863611969,Tier 2,75%
HINDUSTAN COPPER LIMITED,Steel & Iron,Kolkata,West Bengal,2070.968239760486,0.58,0.0840934065650114,0.0096249999999999,0.0235513876414384,0.0096249999999999,0.0331763876414383,0.0199330693076944,Tier 2,75%
HONEYWELL AUTOMATION INDIA LIMITED,Chemicals & Fertilizers,Hyderabad,Telangana,4189.805211558308,0.45,0.0374641669027132,0.005225,0.0040237849386679,0.005225,0.0092487849386679,0.0218917322303921,Tier 2,75%
Happiest Minds Technologies Limited,Information Technology,Pune,Maharashtra,1481.3692115143929,0.42,0.0009696637386769,0.000396,0.0002749205040031,0.000396,0.0006709205040031,0.0005866222077596,Tier 2,75%
Happy Forgings Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,1408.8943513594863,0.51,0.0374641669027132,0.005225,0.0135615031048616,0.005225,0.0187865031048616,0.0073614729858533,Tier 2,75%
Hindustan Petroleum Corporation Limited,Oil & Gas,Mumbai,Maharashtra,464246.492311146,0.55,0.0971185610539406,0.0154274999999999,0.0001150578614256,0.0154274999999999,0.0155425578614255,7.162162760130158,Tier 2,75%
Hindustan Unilever Limited,Chemicals & Fertilizers,Delhi,Delhi,0.0061516999999985,0.62,0.0374641669027132,0.005225,3775.831636732586,0.005225,3775.836861732586,3.214263249999216e-08,Tier 2,75%
Hindustan Zinc Limited,Steel & Iron,Bangalore,Karnataka,34083.390474287924,0.48,0.0840934065650114,0.0096249999999999,0.0011842963563632,0.0096249999999999,0.0108092963563631,0.3280526333150178,Tier 2,75%
Hitachi Energy India Limited,Power Generation,Chennai,Tamil Nadu,6384.97281123227,0.52,0.1562256571307733,0.0054449999999999,0.0127232087136051,0.0054449999999999,0.018168208713605,0.034766176957159,Tier 2,75%
Home First Finance Company India Limited,Financial Services,Kolkata,West Bengal,1290.0,0.58,0.0011797441546504,0.000297,0.0005304276044164,0.000297,0.0008274276044164,0.00038313,Tier 2,75%
Honasa Consumer Limited,Chemicals & Fertilizers,Hyderabad,Telangana,1865.9908536585365,0.45,0.0374641669027132,0.005225,0.0090348112227703,0.005225,0.0142598112227703,0.0097498022103658,Tier 2,75%
ICICI Bank Limited,Financial Services,Pune,Maharashtra,191728.61529318543,0.42,0.0011797441546504,0.000297,2.584343209256877e-06,0.000297,0.0002995843432092,0.056943398742076,Tier 2,75%
ICICI Lombard General Insurance Company Limited,Financial Services,Ahmedabad,Gujarat,28265.68661971831,0.51,0.0011797441546504,0.000297,2.1286216286427508e-05,0.000297,0.0003182862162864,0.0083949089260563,Tier 2,75%
ICICI Prudential Life Insurance Company Limited,Financial Services,Mumbai,Maharashtra,70981.79059180577,0.55,0.0011797441546504,0.000297,9.141207620262895e-06,0.000297,0.0003061412076202,0.0210815918057663,Tier 2,75%
IDBI Bank Limited,Financial Services,Delhi,Delhi,0.0033828329999842,0.62,0.0011797441546504,0.000297,216.2215444530263,0.000297,216.2218414530263,1.004701400995307e-09,Tier 2,75%
IDFC FIRST Bank Limited,Financial Services,Bangalore,Karnataka,43523.96480126557,0.48,0.0011797441546504,0.000297,1.3010698745343305e-05,0.000297,0.0003100106987453,0.0129266175459758,Tier 2,75%
IFCI Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,679.9711991621574,0.52,0.0374641669027132,0.005225,0.0286502822669773,0.005225,0.0338752822669773,0.0035528495156222,Tier 2,75%
IIFL Finance Limited,Financial Services,Kolkata,West Bengal,4066.096135721018,0.58,0.0011797441546504,0.000297,0.0001682822016149,0.000297,0.0004652822016149,0.0012076305523091,Tier 2,75%
INDIAN OVERSEAS BANK,Financial Services,Hyderabad,Telangana,33675.04163713678,0.45,0.0011797441546504,0.000297,1.576493580358995e-05,0.000297,0.0003127649358035,0.0100014873662296,Tier 2,75%
INDIAN RAILWAY FINANCE CORPORATION LIMITED,Financial Services,Pune,Maharashtra,27507.14285714286,0.42,0.0011797441546504,0.000297,1.801323196402065e-05,0.000297,0.000315013231964,0.0081696214285714,Tier 2,75%
INOX India Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,1296.3020079684436,0.51,0.0374641669027132,0.005225,0.0147394087202932,0.005225,0.0199644087202932,0.0067731779916351,Tier 2,75%
INTELLECT DESIGN ARENA LIMITED,Chemicals & Fertilizers,Mumbai,Maharashtra,1628.099958345233,0.55,0.0374641669027132,0.005225,0.0126560360688388,0.005225,0.0178810360688388,0.0085068222823538,Tier 2,75%
IRB Infrastructure Developers Limited,Cement,Delhi,Delhi,8031.531448112886,0.62,0.0777832037429109,0.0033,0.0060045318420481,0.0033,0.0093045318420481,0.0265040537787725,Tier 2,75%
ISGEC Heavy Engineering Limited,Chemicals & Fertilizers,Bangalore,Karnataka,5000.0,0.48,0.0374641669027132,0.005225,0.0035965600226604,0.005225,0.0088215600226604,0.0261249999999999,Tier 2,75%
ITC Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,74325.6484149856,0.52,0.0374641669027132,0.005225,0.000262108265516,0.005225,0.005487108265516,0.3883515129682997,Tier 2,75%
Indegene Limited,Chemicals & Fertilizers,Kolkata,West Bengal,1093.5,0.58,0.0374641669027132,0.005225,0.0198712545071546,0.005225,0.0250962545071546,0.0057135374999999,Tier 2,75%
Indian Energy Exchange Limited,Power Generation,Hyderabad,Telangana,535.3700999989366,0.45,0.1562256571307733,0.0054449999999999,0.1313139185565044,0.0054449999999999,0.1367589185565043,0.0029150901944941,Tier 2,75%
Indian Oil Corporation Limited,Oil & Gas,Pune,Maharashtra,845240.1055408971,0.42,0.0971185610539406,0.0154274999999999,4.825823499767834e-05,0.0154274999999999,0.0154757582349975,13.039941728232105,Tier 2,75%
Indian Renewable Energy Development Agency Limited,Power Generation,Ahmedabad,Gujarat,6755.291479820628,0.51,0.1562256571307733,0.0054449999999999,0.0117944703607089,0.0054449999999999,0.0172394703607088,0.0367825621076226,Tier 2,75%
Indus Towers Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,30122.77742573561,0.55,0.0374641669027132,0.005225,0.0006840435563185,0.005225,0.0059090435563185,0.1573915120494685,Tier 2,75%
IndusInd Bank Limited,Financial Services,Delhi,Delhi,26721.87945843645,0.62,0.0011797441546504,0.000297,2.737237764360629e-05,0.000297,0.0003243723776436,0.0079363981991556,Tier 2,75%
Infibeam Avenues Limited,Chemicals & Fertilizers,Bangalore,Karnataka,3725.678650036685,0.48,0.0374641669027132,0.005225,0.0048267179760995,0.005225,0.0100517179760995,0.0194666709464416,Tier 2,75%
Infosys Limited,Information Technology,Chennai,Tamil Nadu,162980.8355691836,0.52,0.0009696637386769,0.000396,3.0937695364676786e-06,0.000396,0.0003990937695364,0.0645404108853967,Tier 2,75%
Inox Wind Limited,Chemicals & Fertilizers,Kolkata,West Bengal,3561.7128463476065,0.58,0.0374641669027132,0.005225,0.0061007772779481,0.005225,0.0113257772779481,0.0186099496221662,Tier 2,75%
InterGlobe Aviation Limited,Chemicals & Fertilizers,Hyderabad,Telangana,80802.99166045837,0.45,0.0374641669027132,0.005225,0.0002086417193197,0.005225,0.0054336417193197,0.4221956314258949,Tier 2,75%
Ion Exchange India Limited,Chemicals & Fertilizers,Pune,Maharashtra,2540.033844765343,0.42,0.0374641669027132,0.005225,0.0061947797001079,0.005225,0.0114197797001079,0.0132716768388989,Tier 2,75%
Ipca Laboratories Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,674.9209856738395,0.51,0.0374641669027132,0.005225,0.0283095733070258,0.005225,0.0335345733070258,0.0035264621501458,Tier 2,75%
Ircon International Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,10193.156215175768,0.55,0.0374641669027132,0.005225,0.0020214829795127,0.005225,0.0072464829795127,0.0532592412242933,Tier 2,75%
JAI BALAJI INDUSTRIES LIMITED,Chemicals & Fertilizers,Delhi,Delhi,6350.803978002647,0.62,0.0374641669027132,0.005225,0.0036574555851726,0.005225,0.0088824555851726,0.0331829507850638,Tier 2,75%
JAIPRAKASH POWER VENTURES LIMITED,Power Generation,Bangalore,Karnataka,5462.201273599906,0.48,0.1562256571307733,0.0054449999999999,0.0137285888356416,0.0054449999999999,0.0191735888356415,0.0297416859347509,Tier 2,75%
JBM Auto Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,5472.346575429258,0.52,0.0374641669027132,0.005225,0.0035599658246942,0.005225,0.0087849658246942,0.0285930108566178,Tier 2,75%
JINDAL STEEL  POWER LIMITED,Steel & Iron,Kolkata,West Bengal,47902.0,0.58,0.0840934065650114,0.0096249999999999,0.0010182075029791,0.0096249999999999,0.010643207502979,0.4610567499999952,Tier 2,75%
JK CEMENT LIMITED,Cement,Hyderabad,Telangana,11092.998734577895,0.45,0.0777832037429109,0.0033,0.0031553633532116,0.0033,0.0064553633532116,0.036606895824107,Tier 2,75%
JK LAKSHMI CEMENT LIMITED,Cement,Pune,Maharashtra,6245.697569758873,0.42,0.0777832037429109,0.0033,0.0052306320002112,0.0033,0.0085306320002112,0.0206108019802042,Tier 2,75%
JK Tyre  Industries Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.0010176329999998,0.51,0.0374641669027132,0.005225,18775.654013173204,0.005225,18775.659238173204,5.3171324249989554e-09,Tier 2,75%
JM Financial Limited,Financial Services,Mumbai,Maharashtra,1037.240902809765,0.55,0.0011797441546504,0.000297,0.0006255627629994,0.000297,0.0009225627629994,0.0003080605481345,Tier 2,75%
JSW Energy Limited,Steel & Iron,Delhi,Delhi,12639.493835225972,0.62,0.0840934065650114,0.0096249999999999,0.0041249999999999,0.0096249999999999,0.0137499999999998,0.1216551281640487,Tier 2,75%
JSW Infrastructure Limited,Steel & Iron,Bangalore,Karnataka,4476.153094210773,0.48,0.0840934065650114,0.0096249999999999,0.0090177512479211,0.0096249999999999,0.018642751247921,0.0430829735317782,Tier 2,75%
JSW Steel Limited,Steel & Iron,Chennai,Tamil Nadu,125678.00846625432,0.52,0.0840934065650114,0.0096249999999999,0.0003479413140569,0.0096249999999999,0.0099729413140568,1.2096508314876853,Tier 2,75%
JUBILANT INGREVIA LIMITED,Chemicals & Fertilizers,Kolkata,West Bengal,4177.615190181807,0.58,0.0374641669027132,0.005225,0.0052013447420053,0.005225,0.0104263447420053,0.0218280393686999,Tier 2,75%
JYOTHY LABS LIMITED,Chemicals & Fertilizers,Hyderabad,Telangana,2843.920011953438,0.45,0.0374641669027132,0.005225,0.005928041237222,0.005225,0.011153041237222,0.0148594820624567,Tier 2,75%
JYOTI CNC AUTOMATION LIMITED,Chemicals & Fertilizers,Pune,Maharashtra,1615.0324437915217,0.42,0.0374641669027132,0.005225,0.0097428074337624,0.005225,0.0149678074337624,0.0084385445188107,Tier 2,75%
Jindal Stainless Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,40181.97821818428,0.51,0.0374641669027132,0.005225,0.0004755048399219,0.005225,0.0057005048399219,0.2099508361900128,Tier 2,75%
Jio Financial Services Limited,Financial Services,Mumbai,Maharashtra,805.608407079646,0.55,0.0011797441546504,0.000297,0.0008054276486635,0.000297,0.0011024276486635,0.0002392656969026,Tier 2,75%
Jubilant FoodWorks Limited,Pharmaceuticals,Delhi,Delhi,6104.669498206974,0.62,0.0144770016599194,0.003465,0.001470307447731,0.003465,0.004935307447731,0.0211526798112871,Tier 2,75%
Jubilant Pharmova Limited,Chemicals & Fertilizers,Bangalore,Karnataka,7260.900900900901,0.48,0.0374641669027132,0.005225,0.0024766623809823,0.005225,0.0077016623809823,0.0379382072072072,Tier 2,75%
Juniper Hotels Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.0094427250000691,0.52,0.0374641669027132,0.005225,2063.1085612752995,0.005225,2063.1137862752994,4.9338238125361046e-08,Tier 2,75%
Jupiter Life Line Hospitals Limited,Chemicals & Fertilizers,Kolkata,West Bengal,1059.988426152971,0.58,0.0374641669027132,0.005225,0.0204994849636573,0.005225,0.0257244849636573,0.0055384395266492,Tier 2,75%
Jupiter Wagons Limited,Chemicals & Fertilizers,Hyderabad,Telangana,3870.639564574654,0.45,0.0374641669027132,0.005225,0.0043555786647041,0.005225,0.0095805786647041,0.0202240917249025,Tier 2,75%
Just Dial Limited,Information Technology,Pune,Maharashtra,1141.9220060268676,0.42,0.0009696637386769,0.000396,0.0003566432454185,0.000396,0.0007526432454185,0.0004522011143866,Tier 2,75%
KARUR VYSYA BANK LIMITED,Financial Services,Ahmedabad,Gujarat,0.001150758999999,0.51,0.0011797441546504,0.000297,522.8458077427392,0.000297,522.8461047427393,3.41775422999703e-10,Tier 2,75%
KEC International Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,19771.614679591145,0.55,0.0374641669027132,0.005225,0.0010421653532304,0.005225,0.0062671653532304,0.1033066867008637,Tier 2,75%
KEI INDUSTRIES LIMITED,Chemicals & Fertilizers,Delhi,Delhi,9735.91603053435,0.62,0.0374641669027132,0.005225,0.0023857830538835,0.005225,0.0076107830538835,0.0508701612595419,Tier 2,75%
KFin Technologies Limited,Information Technology,Bangalore,Karnataka,1055.4681599166556,0.48,0.0009696637386769,0.000396,0.0004409783376143,0.000396,0.0008369783376143,0.0004179653913269,Tier 2,75%
KIOCL Limited,Steel & Iron,Chennai,Tamil Nadu,589.6516665241037,0.52,0.0840934065650114,0.0096249999999999,0.0741600064858264,0.0096249999999999,0.0837850064858263,0.0056753972902944,Tier 2,75%
KNR Constructions Limited,Cement,Kolkata,West Bengal,3176.289384792107,0.58,0.0777832037429109,0.0033,0.0142034470747195,0.0033,0.0175034470747195,0.0104817549698139,Tier 2,75%
KOTAK MAHINDRA BANK LIMITED,Financial Services,Hyderabad,Telangana,67880.67370825008,0.45,0.0011797441546504,0.000297,7.820854458139495e-06,0.000297,0.0003048208544581,0.0201605600913502,Tier 2,75%
KPI GREEN ENERGY LIMITED,Power Generation,Pune,Maharashtra,1735.4663249099742,0.42,0.1562256571307733,0.0054449999999999,0.0378081528020017,0.0054449999999999,0.0432531528020016,0.0094496141391346,Tier 2,75%
KPIT Technologies Limited,Information Technology,Ahmedabad,Gujarat,2564.036733484744,0.51,0.0009696637386769,0.000396,0.0001928710693832,0.000396,0.0005888710693832,0.0010153585464599,Tier 2,75%
KPR MILL LIMITED,Chemicals & Fertilizers,Mumbai,Maharashtra,4400.854922279793,0.55,0.0374641669027132,0.005225,0.0046821111262213,0.005225,0.0099071111262213,0.0229944669689119,Tier 2,75%
Kajaria Ceramics Limited,Chemicals & Fertilizers,Delhi,Delhi,4635.000959138626,0.62,0.0374641669027132,0.005225,0.0050113869844805,0.005225,0.0102363869844805,0.0242178800114993,Tier 2,75%
Kalpataru Projects International Limited,Chemicals & Fertilizers,Bangalore,Karnataka,18887.89128194,0.48,0.0374641669027132,0.005225,0.0009520808778954,0.005225,0.0061770808778954,0.0986892319481364,Tier 2,75%
Kalyan Jewellers India Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,21639.643743793447,0.52,0.0374641669027132,0.005225,0.0009002628241048,0.005225,0.0061252628241048,0.1130671385613207,Tier 2,75%
Kaynes Technology India Limited,Information Technology,Hyderabad,Telangana,1915.40218517472,0.45,0.0009696637386769,0.000396,0.0002278104754092,0.000396,0.0006238104754092,0.0007584992653291,Tier 2,75%
Keystone Realtors Limited,Chemicals & Fertilizers,Pune,Maharashtra,550.6364637015513,0.42,0.0374641669027132,0.005225,0.0285759319195177,0.005225,0.0338009319195177,0.0028770755228406,Tier 2,75%
Kirloskar Brothers Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,2901.384133108272,0.51,0.0374641669027132,0.005225,0.0065853827841522,0.005225,0.0118103827841522,0.0151597320954907,Tier 2,75%
Kirloskar Oil Engines Limited,Oil & Gas,Mumbai,Maharashtra,0.0083484908,0.55,0.0971185610539406,0.0154274999999999,6398.187392105328,0.0154274999999999,6398.202819605329,1.2879634181699917e-07,Tier 2,75%
Krishna Institute of Medical Sciences Limited,Pharmaceuticals,Delhi,Delhi,1384.073717176584,0.62,0.0144770016599194,0.003465,0.0064850165982921,0.003465,0.0099500165982921,0.0047958154300168,Tier 2,75%
LAURUS LABS LIMITED,Chemicals & Fertilizers,Bangalore,Karnataka,5126.9820824190965,0.48,0.0374641669027132,0.005225,0.0035074825353821,0.005225,0.0087324825353821,0.0267884813806397,Tier 2,75%
LIC Housing Finance Limited,Financial Services,Chennai,Tamil Nadu,28043.90557939914,0.52,0.0011797441546504,0.000297,2.187523270185508e-05,0.000297,0.0003188752327018,0.0083290399570815,Tier 2,75%
Latent View Analytics Limited,Chemicals & Fertilizers,Kolkata,West Bengal,347.1471121471122,0.58,0.0374641669027132,0.005225,0.0625936844733576,0.005225,0.0678186844733576,0.0018138436609686,Tier 2,75%
Lemon Tree Hotels Limited,Chemicals & Fertilizers,Hyderabad,Telangana,1286.080404869998,0.45,0.0374641669027132,0.005225,0.0131087255838604,0.005225,0.0183337255838604,0.0067197701154457,Tier 2,75%
Life Insurance Corporation of India,Financial Services,Pune,Maharashtra,488799.52968841855,0.42,0.0011797441546504,0.000297,1.0136927612614846e-06,0.000297,0.0002980136927612,0.1451734603174603,Tier 2,75%
Linde India Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,2485.44869624111,0.51,0.0374641669027132,0.005225,0.0076874349284617,0.005225,0.0129124349284617,0.0129864694378598,Tier 2,75%
Lloyds Metals and Energy Limited,Steel & Iron,Mumbai,Maharashtra,6772.722076232858,0.55,0.0840934065650114,0.0096249999999999,0.0068290671151358,0.0096249999999999,0.0164540671151357,0.0651874499837405,Tier 2,75%
Lupin Limited,Pharmaceuticals,Delhi,Delhi,16458.558489991625,0.62,0.0144770016599194,0.003465,0.0005453540195885,0.003465,0.0040103540195885,0.0570289051678209,Tier 2,75%
MACROTECH DEVELOPERS LIMITED,Information Technology,Bangalore,Karnataka,13779.998960066556,0.48,0.0009696637386769,0.000396,3.377638822134308e-05,0.000396,0.0004297763882213,0.0054568795881863,Tier 2,75%
