Company_Name,Facility_Type,City,Latitude,Longitude,Data_Source,Data_Tier
Maharashtra Seamless Limited,Headquarters,Chennai,12.996535,80.264368,Estimated (city-level),Tier 3
Mahindra  Mahindra Financial Services Limited,Headquarters,Kolkata,22.642236,88.312697,Estimated (city-level),Tier 3
Mahindra  Mahindra Limited,Headquarters,Hyderabad,17.387402,78.470928,Estimated (city-level),Tier 3
Mahindra Holidays  Resorts India Limited,Headquarters,Pune,18.531427,73.899353,Estimated (city-level),Tier 3
Mahindra Lifespace Developers Limited,Headquarters,Ahmedabad,22.95819,72.566663,Estimated (city-level),Tier 3
Man Infraconstruction Limited,Headquarters,Mumbai,19.110347,72.778989,Estimated (city-level),Tier 3
Manappuram Finance Limited,Headquarters,Delhi,28.619486,77.007865,Estimated (city-level),Tier 3
Marico Limited,Headquarters,Bangalore,13.06526,77.56445,Estimated (city-level),Tier 3
Maruti Suzuki India Limited,Headquarters,Chennai,13.117192,80.272974,Estimated (city-level),Tier 3
Mastek Limited,Headquarters,Kolkata,22.561141,88.265914,Estimated (city-level),Tier 3
Max Financial Services Limited,Headquarters,Hyderabad,17.407622,78.522794,Estimated (city-level),Tier 3
Mazagon Dock Shipbuilders Limited,Headquarters,Pune,18.550171,73.776608,Estimated (city-level),Tier 3
MedPlus Health Services Limited,Headquarters,Ahmedabad,23.028842,72.66633,Estimated (city-level),Tier 3
Metro Brands Limited,Headquarters,Mumbai,19.167862,72.835,Estimated (city-level),Tier 3
Metropolis Healthcare Limited,Headquarters,Delhi,28.785516,77.050302,Estimated (city-level),Tier 3
Mishra Dhatu Nigam Limited,Headquarters,Bangalore,12.927618,77.510337,Estimated (city-level),Tier 3
Motherson Sumi Wiring India Limited,Headquarters,Chennai,13.004052,80.343337,Estimated (city-level),Tier 3
Motilal Oswal Financial Services Limited,Headquarters,Kolkata,22.504235,88.287672,Estimated (city-level),Tier 3
Mphasis Limited,Headquarters,Hyderabad,17.30997,78.445032,Estimated (city-level),Tier 3
NATCO Pharma Limited,Headquarters,Pune,18.498501,73.878536,Estimated (city-level),Tier 3
NAVA LIMITED,Headquarters,Ahmedabad,22.98269,72.550435,Estimated (city-level),Tier 3
NBCC India Limited,Headquarters,Mumbai,19.07054,72.932199,Estimated (city-level),Tier 3
NCC LIMITED,Headquarters,Delhi,28.646557,77.158994,Estimated (city-level),Tier 3
NETWEB TECHNOLOGIES INDIA LIMITED,Headquarters,Bangalore,12.92267,77.65355,Estimated (city-level),Tier 3
NHPC Limited,Headquarters,Chennai,13.057789,80.344534,Estimated (city-level),Tier 3
NLC India Limited,Headquarters,Kolkata,22.645628,88.392158,Estimated (city-level),Tier 3
NMDC Limited,Headquarters,Hyderabad,17.324051,78.529958,Estimated (city-level),Tier 3
NMDC Steel Limited,Headquarters,Pune,18.455731,73.788691,Estimated (city-level),Tier 3
NTPC LIMITED,Headquarters,Ahmedabad,22.935826,72.51781,Estimated (city-level),Tier 3
NUVAMA WEALTH MANAGEMENT LIMITED,Headquarters,Mumbai,19.081354,72.913195,Estimated (city-level),Tier 3
Narayana Hrudayalaya Ltd,Headquarters,Delhi,28.672921,77.038723,Estimated (city-level),Tier 3
Navin Fluorine International Limited,Headquarters,Bangalore,12.959882,77.636238,Estimated (city-level),Tier 3
Nestle India Limited,Headquarters,Chennai,13.094047,80.247024,Estimated (city-level),Tier 3
Neuland Laboratories Limited,Headquarters,Kolkata,22.659381,88.27815,Estimated (city-level),Tier 3
Newgen Software Technologies Limited,Headquarters,Hyderabad,17.364882,78.518552,Estimated (city-level),Tier 3
Nippon Life India Asset Management Limited,Headquarters,Pune,18.518518,73.778227,Estimated (city-level),Tier 3
Nuvoco Vistas Corporation Limited,Headquarters,Ahmedabad,23.015172,72.538368,Estimated (city-level),Tier 3
Oberoi Realty Limited,Headquarters,Mumbai,19.150406,72.906346,Estimated (city-level),Tier 3
Oil India Limited,Headquarters,Delhi,28.780489,77.180042,Estimated (city-level),Tier 3
Olectra Greentech Limited,Headquarters,Bangalore,13.068127,77.627455,Estimated (city-level),Tier 3
One 97 Communications Limited,Headquarters,Chennai,13.040328,80.342406,Estimated (city-level),Tier 3
Oracle Financial Services Software Limited,Headquarters,Kolkata,22.653407,88.337613,Estimated (city-level),Tier 3
PATANJALI FOODS LIMITED,Headquarters,Hyderabad,17.471864,78.438771,Estimated (city-level),Tier 3
PB FINTECH LIMITED,Headquarters,Pune,18.421672,73.8745,Estimated (city-level),Tier 3
PI INDUSTRIES LIMITED,Headquarters,Ahmedabad,23.027703,72.561866,Estimated (city-level),Tier 3
PNB Housing Finance Limited,Headquarters,Mumbai,19.157249,72.953991,Estimated (city-level),Tier 3
PNC Infratech Limited,Headquarters,Delhi,28.616502,77.011727,Estimated (city-level),Tier 3
POLY MEDICURE LIMITED,Headquarters,Bangalore,13.069473,77.553379,Estimated (city-level),Tier 3
PTC Industries Limited,Headquarters,Chennai,13.005373,80.186879,Estimated (city-level),Tier 3
PUNJAB NATIONAL BANK,Headquarters,Kolkata,22.672557,88.357159,Estimated (city-level),Tier 3
PVR INOX LIMITED,Headquarters,Hyderabad,17.452911,78.568744,Estimated (city-level),Tier 3
Page Industries Limited,Headquarters,Pune,18.467701,73.853036,Estimated (city-level),Tier 3
Persistent Systems Limited,Headquarters,Ahmedabad,22.932612,72.635601,Estimated (city-level),Tier 3
Petronet LNG Limited,Headquarters,Mumbai,19.149148,72.942943,Estimated (city-level),Tier 3
Pfizer Limited,Headquarters,Delhi,28.706884,77.160953,Estimated (city-level),Tier 3
Pidilite Industries Limited,Headquarters,Bangalore,12.961486,77.499591,Estimated (city-level),Tier 3
Piramal Enterprises Limited,Headquarters,Chennai,13.154674,80.24098,Estimated (city-level),Tier 3
Piramal Pharma Limited,Headquarters,Kolkata,22.664025,88.276312,Estimated (city-level),Tier 3
Polycab India Limited,Headquarters,Hyderabad,17.285037,78.492697,Estimated (city-level),Tier 3
Poonawalla Fincorp Limited,Headquarters,Pune,18.472657,73.898568,Estimated (city-level),Tier 3
Power Finance Corporation Limited,Headquarters,Ahmedabad,23.070112,72.55911,Estimated (city-level),Tier 3
Power Grid Corporation of India Limited,Headquarters,Mumbai,19.125864,72.955867,Estimated (city-level),Tier 3
Power Mech Projects Limited,Headquarters,Delhi,28.782271,77.044516,Estimated (city-level),Tier 3
Praj Industries Limited,Headquarters,Bangalore,13.024954,77.690531,Estimated (city-level),Tier 3
Prestige Estates Projects Limited,Headquarters,Chennai,13.100167,80.244714,Estimated (city-level),Tier 3
Prism Johnson Limited,Headquarters,Kolkata,22.531045,88.415109,Estimated (city-level),Tier 3
Procter  Gamble Health Limited,Headquarters,Hyderabad,17.440682,78.541088,Estimated (city-level),Tier 3
Punjab  Sind Bank,Headquarters,Pune,18.527841,73.758308,Estimated (city-level),Tier 3
Quess Corp Limited,Headquarters,Ahmedabad,22.923162,72.578384,Estimated (city-level),Tier 3
R R Kabel Limited,Headquarters,Mumbai,19.041347,72.926597,Estimated (city-level),Tier 3
RAJESH EXPORTS LIMITED,Headquarters,Delhi,28.716661,77.160208,Estimated (city-level),Tier 3
RATTANINDIA ENTERPRISES LIMITED,Headquarters,Bangalore,12.93254,77.666425,Estimated (city-level),Tier 3
RBL Bank Limited,Headquarters,Chennai,12.998911,80.21203,Estimated (city-level),Tier 3
REC Limited,Headquarters,Kolkata,22.518705,88.321668,Estimated (city-level),Tier 3
RELIANCE POWER LIMITED,Headquarters,Hyderabad,17.337423,78.421874,Estimated (city-level),Tier 3
RHI Magnesita India Ltd,Headquarters,Pune,18.592989,73.815486,Estimated (city-level),Tier 3
RITES Limited,Headquarters,Ahmedabad,22.959031,72.622014,Estimated (city-level),Tier 3
Radico Khaitan Limited,Headquarters,Mumbai,19.109313,72.793865,Estimated (city-level),Tier 3
Rail Vikas Nigam Limited,Headquarters,Delhi,28.719828,77.03138,Estimated (city-level),Tier 3
Railtel Corporation of India Limited,Headquarters,Bangalore,12.933632,77.657551,Estimated (city-level),Tier 3
Ramkrishna Forgings Limited,Headquarters,Chennai,13.098722,80.314158,Estimated (city-level),Tier 3
RateGain Travel Technologies Limited,Headquarters,Kolkata,22.537285,88.44826,Estimated (city-level),Tier 3
Ratnamani Metals  Tubes Limited,Headquarters,Hyderabad,17.426164,78.558943,Estimated (city-level),Tier 3
Raymond Limited,Headquarters,Pune,18.480807,73.895587,Estimated (city-level),Tier 3
Redington Limited,Headquarters,Ahmedabad,23.068489,72.545565,Estimated (city-level),Tier 3
Redtape Limited,Headquarters,Mumbai,19.161156,72.884768,Estimated (city-level),Tier 3
Relaxo Footwears Limited,Headquarters,Delhi,28.611081,77.170831,Estimated (city-level),Tier 3
Reliance Industries Limited,Headquarters,Bangalore,12.98089,77.522188,Estimated (city-level),Tier 3
Reliance Infrastructure Limited,Headquarters,Chennai,13.047834,80.19899,Estimated (city-level),Tier 3
Responsive Industries Limited,Headquarters,Kolkata,22.494048,88.28746,Estimated (city-level),Tier 3
Route Mobile Limited,Headquarters,Hyderabad,17.378074,78.543166,Estimated (city-level),Tier 3
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,Headquarters,Pune,18.531347,73.766737,Estimated (city-level),Tier 3
SAPPHIRE FOODS INDIA LIMITED,Headquarters,Ahmedabad,23.047399,72.652266,Estimated (city-level),Tier 3
SARDA ENERGY  MINERALS LIMITED,Headquarters,Mumbai,19.047846,72.91694,Estimated (city-level),Tier 3
SAREGAMA India Limited,Headquarters,Delhi,28.729911,77.125025,Estimated (city-level),Tier 3
SBFC Finance Limited,Headquarters,Bangalore,12.922379,77.574292,Estimated (city-level),Tier 3
SBI Cards and Payment Services Limited,Headquarters,Chennai,13.021601,80.36547,Estimated (city-level),Tier 3
SBI Life Insurance Company Limited,Headquarters,Kolkata,22.671018,88.460851,Estimated (city-level),Tier 3
SHIPPING CORPORATION OF INDIA LIMITED,Headquarters,Hyderabad,17.466766,78.389382,Estimated (city-level),Tier 3
SJVN Limited,Headquarters,Pune,18.581614,73.849102,Estimated (city-level),Tier 3
SKF INDIA LIMITED,Headquarters,Ahmedabad,22.958991,72.482487,Estimated (city-level),Tier 3
SRF LIMITED,Headquarters,Mumbai,19.01795,72.855411,Estimated (city-level),Tier 3
STATE BANK OF INDIA,Headquarters,Delhi,28.751472,77.012878,Estimated (city-level),Tier 3
SUMITOMO CHEMICAL INDIA LIMITED,Headquarters,Bangalore,13.045971,77.525885,Estimated (city-level),Tier 3
SUNDARAM FINANCE LIMITED,Headquarters,Chennai,12.983666,80.342348,Estimated (city-level),Tier 3
SUPREME PETROCHEM LIMITED,Headquarters,Kolkata,22.579333,88.432027,Estimated (city-level),Tier 3
SUZLON ENERGY LIMITED,Headquarters,Hyderabad,17.323446,78.387938,Estimated (city-level),Tier 3
Safari Industries India Limited,Headquarters,Pune,18.513977,73.831167,Estimated (city-level),Tier 3
Sandur Manganese  Iron Ores Limited,Headquarters,Ahmedabad,22.959432,72.597144,Estimated (city-level),Tier 3
Schneider Electric Infrastructure Limited,Headquarters,Mumbai,19.100264,72.793793,Estimated (city-level),Tier 3
Sheela Foam Limited,Headquarters,Delhi,28.708543,77.09228,Estimated (city-level),Tier 3
Shoppers Stop Limited,Headquarters,Bangalore,12.951339,77.509453,Estimated (city-level),Tier 3
Shree Renuka Sugars Limited,Headquarters,Chennai,13.155851,80.363681,Estimated (city-level),Tier 3
Shriram Finance Limited,Headquarters,Kolkata,22.543663,88.442665,Estimated (city-level),Tier 3
Shyam Metalics and Energy Limited,Headquarters,Hyderabad,17.417434,78.42336,Estimated (city-level),Tier 3
Signatureglobal India Limited,Headquarters,Pune,18.454921,73.833389,Estimated (city-level),Tier 3
Sobha Limited,Headquarters,Ahmedabad,23.03066,72.564205,Estimated (city-level),Tier 3
Solar Industries India Limited,Headquarters,Mumbai,19.052746,72.78432,Estimated (city-level),Tier 3
Sona BLW Precision Forgings Limited,Headquarters,Delhi,28.70599,77.113981,Estimated (city-level),Tier 3
Sonata Software Limited,Headquarters,Bangalore,12.937894,77.563095,Estimated (city-level),Tier 3
Star Cement Limited,Headquarters,Chennai,13.143903,80.258354,Estimated (city-level),Tier 3
Star Health and Allied Insurance Company Limited,Headquarters,Kolkata,22.640249,88.319812,Estimated (city-level),Tier 3
Steel Authority of India Limited,Headquarters,Hyderabad,17.337121,78.476625,Estimated (city-level),Tier 3
Sterling and Wilson Renewable Energy Limited,Headquarters,Pune,18.594371,73.873672,Estimated (city-level),Tier 3
Sun Pharma Advanced Research Company Limited,Headquarters,Ahmedabad,22.97884,72.588243,Estimated (city-level),Tier 3
Sun Pharmaceutical Industries Limited,Headquarters,Mumbai,19.167312,72.815096,Estimated (city-level),Tier 3
Sun TV Network Limited,Headquarters,Delhi,28.614617,77.020191,Estimated (city-level),Tier 3
Sundram Fasteners Limited,Headquarters,Bangalore,12.874012,77.538143,Estimated (city-level),Tier 3
Supreme Industries Limited,Headquarters,Chennai,13.140525,80.174831,Estimated (city-level),Tier 3
Syngene International Limited,Headquarters,Kolkata,22.563729,88.439142,Estimated (city-level),Tier 3
Syrma SGS Technology Limited,Headquarters,Hyderabad,17.444142,78.525365,Estimated (city-level),Tier 3
TATA CHEMICALS LIMITED,Headquarters,Pune,18.491348,73.911805,Estimated (city-level),Tier 3
TATA COMMUNICATIONS LIMITED,Headquarters,Ahmedabad,22.980357,72.652577,Estimated (city-level),Tier 3
TBO Tek Limited,Headquarters,Mumbai,19.093215,72.95997,Estimated (city-level),Tier 3
TEGA INDUSTRIES LIMITED,Headquarters,Delhi,28.633914,77.091037,Estimated (city-level),Tier 3
THE NEW INDIA ASSURANCE COMPANY LIMITED,Headquarters,Bangalore,13.013965,77.668371,Estimated (city-level),Tier 3
THE PHOENIX MILLS LIMITED,Headquarters,Chennai,13.028953,80.257788,Estimated (city-level),Tier 3
TITAGARH RAIL SYSTEMS LIMITED,Headquarters,Kolkata,22.528727,88.444479,Estimated (city-level),Tier 3
TRIDENT LIMITED,Headquarters,Hyderabad,17.330429,78.389513,Estimated (city-level),Tier 3
TTK PRESTIGE LIMITED,Headquarters,Pune,18.590558,73.926139,Estimated (city-level),Tier 3
TVS Holdings Limited,Headquarters,Ahmedabad,23.043543,72.596303,Estimated (city-level),Tier 3
TVS Motor Company Limited,Headquarters,Mumbai,18.996325,72.957467,Estimated (city-level),Tier 3
TVS Supply Chain Solutions Limited,Headquarters,Delhi,28.628845,77.026363,Estimated (city-level),Tier 3
Tamilnad Mercantile Bank Limited,Headquarters,Bangalore,12.949791,77.658058,Estimated (city-level),Tier 3
Tanla Platforms Limited,Headquarters,Chennai,13.007753,80.264393,Estimated (city-level),Tier 3
Tata Consultancy Services Limited,Headquarters,Kolkata,22.567631,88.440408,Estimated (city-level),Tier 3
Tata Consumer Products Limited,Headquarters,Hyderabad,17.391183,78.55273,Estimated (city-level),Tier 3
Tata Elxsi Limited,Headquarters,Pune,18.569939,73.795034,Estimated (city-level),Tier 3
Tata Investment Corporation Limited,Headquarters,Ahmedabad,23.07142,72.621241,Estimated (city-level),Tier 3
Tata Motors Limited,Headquarters,Mumbai,19.046251,72.77801,Estimated (city-level),Tier 3
Tata Steel Limited,Headquarters,Delhi,28.766956,77.159371,Estimated (city-level),Tier 3
Tata Technologies Limited,Headquarters,Bangalore,12.963158,77.520895,Estimated (city-level),Tier 3
Tata Teleservices Maharashtra Limited,Headquarters,Chennai,13.130432,80.222019,Estimated (city-level),Tier 3
Tech Mahindra Limited,Headquarters,Kolkata,22.583999,88.437678,Estimated (city-level),Tier 3
Techno Electric  Engineering Company Limited,Headquarters,Hyderabad,17.424615,78.423936,Estimated (city-level),Tier 3
Tejas Networks Limited,Headquarters,Pune,18.49231,73.773524,Estimated (city-level),Tier 3
The Ramco Cements Limited,Headquarters,Ahmedabad,23.096468,72.649365,Estimated (city-level),Tier 3
Thermax Limited,Headquarters,Mumbai,19.155753,72.814609,Estimated (city-level),Tier 3
Thomas Cook  India  Limited,Headquarters,Delhi,28.742456,77.042215,Estimated (city-level),Tier 3
Timken India Limited,Headquarters,Bangalore,12.952811,77.519396,Estimated (city-level),Tier 3
Titan Company Limited,Headquarters,Chennai,13.122442,80.290248,Estimated (city-level),Tier 3
Torrent Pharmaceuticals Limited,Headquarters,Kolkata,22.592664,88.410244,Estimated (city-level),Tier 3
Torrent Power Limited,Headquarters,Hyderabad,17.437314,78.446337,Estimated (city-level),Tier 3
Triveni Engineering  Industries Limited,Headquarters,Pune,18.544968,73.8221,Estimated (city-level),Tier 3
Triveni Turbine Limited,Headquarters,Ahmedabad,23.111856,72.663871,Estimated (city-level),Tier 3
Tube Investments of India Limited,Headquarters,Mumbai,19.116755,72.77825,Estimated (city-level),Tier 3
UNION BANK OF INDIA,Headquarters,Delhi,28.724021,77.077533,Estimated (city-level),Tier 3
UNITED BREWERIES LIMITED,Headquarters,Bangalore,12.977397,77.561337,Estimated (city-level),Tier 3
UPL LIMITED,Headquarters,Chennai,12.983873,80.312018,Estimated (city-level),Tier 3
UTI Asset Management Company Limited,Headquarters,Kolkata,22.595355,88.285133,Estimated (city-level),Tier 3
Ujjivan Small Finance Bank Limited,Headquarters,Hyderabad,17.422547,78.461885,Estimated (city-level),Tier 3
UltraTech Cement Limited,Headquarters,Pune,18.436095,73.824222,Estimated (city-level),Tier 3
United Spirits Limited,Headquarters,Ahmedabad,22.953105,72.533931,Estimated (city-level),Tier 3
Uno Minda Limited,Headquarters,Mumbai,19.161407,72.854992,Estimated (city-level),Tier 3
Usha Martin Limited,Headquarters,Delhi,28.791756,77.032093,Estimated (city-level),Tier 3
V-GUARD INDUSTRIES LIMITED,Headquarters,Bangalore,13.045431,77.578748,Estimated (city-level),Tier 3
VALOR ESTATE LIMITED,Headquarters,Chennai,12.987488,80.172572,Estimated (city-level),Tier 3
VIP INDUSTRIES LIMITED,Headquarters,Kolkata,22.512019,88.333518,Estimated (city-level),Tier 3
Varroc Engineering Limited,Headquarters,Hyderabad,17.36947,78.398019,Estimated (city-level),Tier 3
Vedant Fashions Limited,Headquarters,Pune,18.531397,73.839625,Estimated (city-level),Tier 3
Vedanta Limited,Headquarters,Ahmedabad,23.108139,72.613449,Estimated (city-level),Tier 3
Vinati Organics Limited,Headquarters,Mumbai,19.11503,72.952683,Estimated (city-level),Tier 3
Vodafone Idea Limited,Headquarters,Delhi,28.628805,77.125077,Estimated (city-level),Tier 3
Voltamp Transformers Limited,Headquarters,Bangalore,13.024441,77.555202,Estimated (city-level),Tier 3
Voltas Limited,Headquarters,Chennai,13.06465,80.262686,Estimated (city-level),Tier 3
Waaree Renewable Technologies Limited,Headquarters,Kolkata,22.607874,88.378063,Estimated (city-level),Tier 3
Welspun Corp Limited,Headquarters,Hyderabad,17.469332,78.552104,Estimated (city-level),Tier 3
Welspun Living Limited,Headquarters,Pune,18.461886,73.787064,Estimated (city-level),Tier 3
Whirlpool of India Limited,Headquarters,Ahmedabad,23.099346,72.527381,Estimated (city-level),Tier 3
Wipro Limited,Headquarters,Mumbai,19.021346,72.957541,Estimated (city-level),Tier 3
Wockhardt Limited,Headquarters,Delhi,28.75505,77.064879,Estimated (city-level),Tier 3
YES Bank Limited,Headquarters,Bangalore,12.953913,77.578461,Estimated (city-level),Tier 3
ZENSAR TECHNOLOGIES LIMITED,Headquarters,Chennai,13.062897,80.364947,Estimated (city-level),Tier 3
ZF Commercial Vehicle Control Systems India Limited,Headquarters,Kolkata,22.584848,88.312083,Estimated (city-level),Tier 3
Zee Entertainment Enterprises Limited,Headquarters,Hyderabad,17.288234,78.51359,Estimated (city-level),Tier 3
Zen Technologies Limited,Headquarters,Pune,18.521144,73.784539,Estimated (city-level),Tier 3
Zydus Lifesciences Limited,Headquarters,Ahmedabad,22.953044,72.49734,Estimated (city-level),Tier 3
Zydus Wellness Limited,Headquarters,Mumbai,19.131219,72.837956,Estimated (city-level),Tier 3
eClerx Services Limited,Headquarters,Delhi,28.761126,77.055317,Estimated (city-level),Tier 3
