Company_Name,Facility_ID,Facility_Type,Address,City,State,Country,Source,Estimated,Data_Tier,Address_Clean,City_Clean,State_Clean,City_Key,Is_Detailed,latitude,longitude,geocode_method
Authum Investment & Infrastructure Limited,EST_5,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Authum Investment & Infrastructure Limited,EST_6,Data Center,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Authum Investment & Infrastructure Limited,EST_7,Branch,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Authum Investment & Infrastructure Limited,EST_8,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Authum Investment & Infrastructure Limited,EST_9,Data Center,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Authum Investment & Infrastructure Limited,EST_10,Branch,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Authum Investment & Infrastructure Limited,EST_11,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Authum Investment & Infrastructure Limited,EST_12,Data Center,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Authum Investment & Infrastructure Limited,EST_13,Branch,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Authum Investment & Infrastructure Limited,EST_14,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Authum Investment & Infrastructure Limited,EST_15,Data Center,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Authum Investment & Infrastructure Limited,EST_16,Branch,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Authum Investment & Infrastructure Limited,EST_17,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Authum Investment & Infrastructure Limited,EST_18,Data Center,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Authum Investment & Infrastructure Limited,EST_19,Branch,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Authum Investment & Infrastructure Limited,EST_20,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Authum Investment & Infrastructure Limited,EST_21,Data Center,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Authum Investment & Infrastructure Limited,EST_22,Branch,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Authum Investment & Infrastructure Limited,EST_23,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Authum Investment & Infrastructure Limited,EST_24,Data Center,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Data Patterns (India) Limited,EST_1,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Data Patterns (India) Limited,EST_2,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Data Patterns (India) Limited,EST_3,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Data Patterns (India) Limited,EST_4,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Garden Reach Shipbuilders & Engineers Limited,EST_1,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Garden Reach Shipbuilders & Engineers Limited,EST_2,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Garden Reach Shipbuilders & Engineers Limited,EST_3,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Garden Reach Shipbuilders & Engineers Limited,EST_4,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
JK Tyre & Industries Limited,EST_1,Plant,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
JK Tyre & Industries Limited,EST_2,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
JK Tyre & Industries Limited,EST_3,Warehouse,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
JK Tyre & Industries Limited,EST_4,R&D,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
JK Tyre & Industries Limited,EST_5,Plant,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
JK Tyre & Industries Limited,EST_6,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
C.E. INFO SYSTEMS LIMITED,EST_1,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
C.E. INFO SYSTEMS LIMITED,EST_2,Data Center,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
C.E. INFO SYSTEMS LIMITED,EST_3,Development Center,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
C.E. INFO SYSTEMS LIMITED,EST_4,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Techno Electric & Engineering Company Limited,EST_1,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Techno Electric & Engineering Company Limited,EST_2,Yard,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Techno Electric & Engineering Company Limited,EST_3,Warehouse,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Techno Electric & Engineering Company Limited,EST_4,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Techno Electric & Engineering Company Limited,EST_5,Yard,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Techno Electric & Engineering Company Limited,EST_6,Warehouse,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Safari Industries (India) Limited,EST_1,Factory,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Safari Industries (India) Limited,EST_2,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Safari Industries (India) Limited,EST_3,Warehouse,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Safari Industries (India) Limited,EST_4,Store,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Safari Industries (India) Limited,EST_5,Factory,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Thomas Cook  (India)  Limited,EST_1,Store,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Thomas Cook  (India)  Limited,EST_2,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Thomas Cook  (India)  Limited,EST_3,Warehouse,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Thomas Cook  (India)  Limited,EST_4,Distribution Center,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Thomas Cook  (India)  Limited,EST_5,Store,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Thomas Cook  (India)  Limited,EST_6,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Thomas Cook  (India)  Limited,EST_7,Warehouse,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Thomas Cook  (India)  Limited,EST_8,Distribution Center,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Thomas Cook  (India)  Limited,EST_9,Store,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Thomas Cook  (India)  Limited,EST_10,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Thomas Cook  (India)  Limited,EST_11,Warehouse,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Thomas Cook  (India)  Limited,EST_12,Distribution Center,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Mahindra Holidays & Resorts India Limited,EST_1,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Mahindra Holidays & Resorts India Limited,EST_2,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Mahindra Holidays & Resorts India Limited,EST_3,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Mahindra Holidays & Resorts India Limited,EST_4,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Procter & Gamble Health Limited,EST_1,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Procter & Gamble Health Limited,EST_2,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Procter & Gamble Health Limited,EST_3,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Procter & Gamble Health Limited,EST_4,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
SARDA ENERGY & MINERALS LIMITED,EST_1,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
SARDA ENERGY & MINERALS LIMITED,EST_2,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
SARDA ENERGY & MINERALS LIMITED,EST_3,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
SARDA ENERGY & MINERALS LIMITED,EST_4,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
CCL Products (India) Limited,EST_1,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
CCL Products (India) Limited,EST_2,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
CCL Products (India) Limited,EST_3,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
CCL Products (India) Limited,EST_4,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Sandur Manganese & Iron Ores Limited,EST_1,Refinery,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Sandur Manganese & Iron Ores Limited,EST_2,Terminal,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Sandur Manganese & Iron Ores Limited,EST_3,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Sandur Manganese & Iron Ores Limited,EST_4,Warehouse,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Sandur Manganese & Iron Ores Limited,EST_5,Refinery,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Sandur Manganese & Iron Ores Limited,EST_6,Terminal,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Ion Exchange (India) Limited,EST_1,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Ion Exchange (India) Limited,EST_2,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Ion Exchange (India) Limited,EST_3,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Ion Exchange (India) Limited,EST_4,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Triveni Engineering & Industries Limited,EST_1,Factory,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Triveni Engineering & Industries Limited,EST_2,Warehouse,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Triveni Engineering & Industries Limited,EST_3,Distribution Center,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Triveni Engineering & Industries Limited,EST_4,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Triveni Engineering & Industries Limited,EST_5,Factory,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Triveni Engineering & Industries Limited,EST_6,Warehouse,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Triveni Engineering & Industries Limited,EST_7,Distribution Center,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Triveni Engineering & Industries Limited,EST_8,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Triveni Engineering & Industries Limited,EST_9,Factory,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Triveni Engineering & Industries Limited,EST_10,Warehouse,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Triveni Engineering & Industries Limited,EST_11,Distribution Center,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Triveni Engineering & Industries Limited,EST_12,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Triveni Engineering & Industries Limited,EST_13,Factory,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Triveni Engineering & Industries Limited,EST_14,Warehouse,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Triveni Engineering & Industries Limited,EST_15,Distribution Center,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Triveni Engineering & Industries Limited,EST_16,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
IndiGo (InterGlobe Aviation),EST_1,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
IndiGo (InterGlobe Aviation),EST_2,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
IndiGo (InterGlobe Aviation),EST_3,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
IndiGo (InterGlobe Aviation),EST_4,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Air India,EST_1,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Air India,EST_2,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Air India,EST_3,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Air India,EST_4,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
SpiceJet,EST_1,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
SpiceJet,EST_2,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
SpiceJet,EST_3,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
SpiceJet,EST_4,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Go First (GoAir),EST_1,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Go First (GoAir),EST_2,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Go First (GoAir),EST_3,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Go First (GoAir),EST_4,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Vistara (TATA SIA Airlines),EST_1,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Vistara (TATA SIA Airlines),EST_2,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Vistara (TATA SIA Airlines),EST_3,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Vistara (TATA SIA Airlines),EST_4,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Air Asia India,EST_1,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Air Asia India,EST_2,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Air Asia India,EST_3,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Air Asia India,EST_4,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Alliance Air,EST_1,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Alliance Air,EST_2,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Alliance Air,EST_3,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Alliance Air,EST_4,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Akasa Air,EST_1,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Akasa Air,EST_2,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Akasa Air,EST_3,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Akasa Air,EST_4,Facility,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
"GMR Airports (Delhi, Hyderabad)",EST_1,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
