Company_Name,NSE_Symbol,BSE_Code,Sector,Market_Cap_Cr,BRSR_PDF_URL,BRSR_XBRL_URL,Submission_Date,Has_BRSR,Priority,Data_Source_Expected,Source,Revenue_Cr,Website
V-GUARD INDUSTRIES LIMITED,VGUARD,,Consumer Durables,14761.9082,https://nsearchives.nseindia.com/corporate/VGUARD4321_12072025193341_BRSR_Intimation.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1481694_12072025073352_WEB.xml,12-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
TITAGARH RAIL SYSTEMS LIMITED,TITAGARH,,Capital Goods,14754.73211,https://nsearchives.nseindia.com/corporate/TWL_24082025184108_BRSR202425.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1516806_24082025064120_WEB.xml,24-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Clean Science and Technology Limited,CLEAN,,Chemicals,14706.30111,https://nsearchives.nseindia.com/corporate/CLEAN_12082025180749_CSTL_BRSR_FY_2024_25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1509956_12082025061220_WEB.xml,12-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
BEML Limited,BEML,,Capital Goods,14617.12978,https://nsearchives.nseindia.com/corporate/BEML_04092025204609_SE_BRSR_REPORT_040925_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1523209_04092025084641_WEB.xml,04-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Welspun Corp Limited,WELCORP,,Capital Goods,14591.54698,https://nsearchives.nseindia.com/corporate/WELCORP_09072025182529_SEBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1479608_09072025062540_WEB.xml,09-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Olectra Greentech Limited,OLECTRA,,Automobile and Auto Components,14577.61897,https://nsearchives.nseindia.com/corporate/OLECTRA_29082025193717_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519619_29082025073735_WEB.xml,29-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Welspun Living Limited,WELSPUNLIV,,Textiles,14386.39997,https://nsearchives.nseindia.com/corporate/WELSPUNIND_14082025182417_Reg30_BRSR_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1513295_14082025062923_WEB.xml,14-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
BLS International Services Limited,BLS,,Consumer Services,14357.89085,https://nsearchives.nseindia.com/corporate/BLS_22082025224457_Intimation_BRSR_Report.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1516564_22082025104517_WEB.xml,22-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
AstraZeneca Pharma India Limited,,,,14355.24593,https://nsearchives.nseindia.com/corporate/ASTRAZEN_23072025183343_AZPIL_BRSR_2024-25_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1491618_23072025063419_WEB.xml,23-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
HFCL Limited,HFCL,,Telecommunication,14304.8298,https://nsearchives.nseindia.com/corporate/AHMED_22082025105232_HFCL_STX_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1515993_22082025105345_WEB.xml,22-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
KSB Limited,KSB,,Capital Goods,14257.44996,https://nsearchives.nseindia.com/corporate/KSB_24042025230908_KSB_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1424339_24042025110938_WEB.xml,24-Apr-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Sterling and Wilson Renewable Energy Limited,SWSOLAR,,Construction,14182.8919,https://nsearchives.nseindia.com/corporate/SWSOLAR_28072025234020_Signed_BRSR_AR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1495879_28072025114038_WEB.xml,28-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
ALOK INDUSTRIES LIMITED,ALOKINDS,,Textiles,14155.57744,https://nsearchives.nseindia.com/corporate/ALOKIND_07082025135331_20250807_Alok_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1504877_07082025015349_WEB.xml,07-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Bikaji Foods International Limited,BIKAJI,,Fast Moving Consumer Goods,14057.47731,https://nsearchives.nseindia.com/corporate/BIKAJIFOODS_22082025130708_62.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1516072_22082025011018_WEB.xml,22-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Data Patterns (India) Limited,DATAPATTNS,,Capital Goods,14032.68451,https://nsearchives.nseindia.com/corporate/Datapatterns_15072025170445_SubmissionofBRSRFy25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1483282_15072025050503_WEB.xml,15-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Asahi India Glass Limited,ASAHIINDIA,,Automobile and Auto Components,13964.53825,https://nsearchives.nseindia.com/corporate/ASAHIINDIA_20082025002645_MR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1515002_20082025123139_WEB.xml,20-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Kirloskar Oil Engines Limited,,,,13902.69595,https://nsearchives.nseindia.com/corporate/KIRLOSENG_11072025201446_SE_Annualreport_11Jul25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1481324_11072025081532_WEB.xml,11-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Firstsource Solutions Limited,FSL,,Services,13844.56111,https://nsearchives.nseindia.com/corporate/FSL_01072025185250_BRSR_2024-2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1476015_01072025065320_WEB.xml,01-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Honasa Consumer Limited,HONASA,,Fast Moving Consumer Goods,13800.07927,https://nsearchives.nseindia.com/corporate/HONASA16_01092025214121_BRSR_2024-25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1521066_01092025095006_WEB.xml,01-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
PVR INOX LIMITED,PVRINOX,,Media Entertainment & Publication,13725.19902,https://nsearchives.nseindia.com/corporate/PVR_14082025175158_PVRINOXBRSRFY2514082025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1513164_14082025055219_WEB.xml,14-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Mahanagar Gas Limited,MGL,,Oil Gas & Consumable Fuels,13687.28335,https://nsearchives.nseindia.com/corporate/MGL25_31072025224204_SEIntimationMGLBRSR20242531072025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1499779_31072025104219_WEB.xml,31-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Indian Energy Exchange Limited,IEX,,Financial Services,13673.40307,https://nsearchives.nseindia.com/corporate/IEX_18082025174423_Signed_IEX_Intimation_BRSR_FY24_2518_08_2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1514331_18082025054439_WEB.xml,18-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
FINE ORGANIC INDUSTRIES LIMITED,FINEORG,,Chemicals,13610.91181,https://nsearchives.nseindia.com/corporate/FINEORG_25072025201011_IntimationofBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1494047_25072025081045_WEB.xml,25-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
ZENSAR TECHNOLOGIES LIMITED,,,,13592.31318,https://nsearchives.nseindia.com/corporate/ZENSARTECH_01072025182313_SEIntimationBRSRF.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1475970_01072025062335_WEB.xml,01-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
RHI Magnesita India Ltd,RHIM,,Capital Goods,13516.85304,https://nsearchives.nseindia.com/corporate/RHIM_03092025202922_BRSR25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1522513_03092025082932_WEB.xml,03-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
CHENNAI PETROLEUM CORPORATION LIMITED,CHENNPETRO,,Oil Gas & Consumable Fuels,13447.9343,https://nsearchives.nseindia.com/corporate/CHENNPETRO_01082025232452_BRSR_SE_INTIMATION.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1500820_01082025112507_WEB.xml,01-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
INTELLECT DESIGN ARENA LIMITED,INTELLECT,,Information Technology,13404.20393,https://nsearchives.nseindia.com/corporate/INTELLECT_02072025192356_BRSR02072025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1476608_02072025072416_WEB.xml,02-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Ramkrishna Forgings Limited,RKFORGE,,Automobile and Auto Components,13295.13999,https://nsearchives.nseindia.com/corporate/RKFORGE_27082025184409_BRSRFY2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1518393_27082025064454_WEB.xml,27-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Raymond Limited,,,,13255.12482,https://nsearchives.nseindia.com/corporate/RAYMOND_13072025135610_RLSEintimationsigned.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1481733_13072025015642_WEB.xml,13-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Indegene Limited,INDGN,,Healthcare,13166.47545,https://nsearchives.nseindia.com/corporate/INDEGENE_20062025184658_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1469167_20062025064731_WEB.xml,30-May-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
G R Infraprojects Limited,GRINFRA,,Construction,13082.61655,https://nsearchives.nseindia.com/corporate/GRINFRA_25082025175103_Intimation_of_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1517138_25082025055858_WEB.xml,25-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Tanla Platforms Limited,TANLA,,Information Technology,12918.5754,https://nsearchives.nseindia.com/corporate/TANLA_01072025235855_Tanla_2025_BRSR_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1476137_01072025115932_WEB.xml,01-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Engineers India Limited,ENGINERSIN,,Construction,12771.59043,https://nsearchives.nseindia.com/corporate/ENGINERSIN_29082025124015_brsr29082025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519038_29082025124053_WEB.xml,29-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Amber Enterprises India Limited,AMBER,,Consumer Durables,12764.26597,https://nsearchives.nseindia.com/corporate/AMBER_18072025235834_BRSRIntimation.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1487369_18072025115848_WEB.xml,18-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Happiest Minds Technologies Limited,HAPPSTMNDS,,Information Technology,12746.24353,https://nsearchives.nseindia.com/corporate/suhask_04072025164529_HappiestMindsBRSR04072025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1477363_04072025044710_WEB.xml,04-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Railtel Corporation of India Limited,RAILTEL,,Telecommunication,12724.30764,https://nsearchives.nseindia.com/corporate/RAILTEL_25072025200318_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1494080_25072025082319_WEB.xml,25-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Westlife Foodworld Limited,WESTLIFE,,Consumer Services,12700.30336,https://nsearchives.nseindia.com/corporate/RadhaWestlife_18082025125225_SE_Submission_WFL_BRSR_2024_25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1514144_18082025125816_WEB.xml,18-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
JAIPRAKASH POWER VENTURES LIMITED,JPPOWER,,Power,12497.19859,https://nsearchives.nseindia.com/corporate/JPPOWER_13062025181446_JPVL_BRSR_2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1466516_13062025061506_WEB.xml,13-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
SUPREME PETROCHEM LIMITED,,,,12368.38105,https://nsearchives.nseindia.com/corporate/FINIAN_09072025161147_BRSR_Annual_Report_2024-25_BSE_NSE_DSC.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1479363_09072025041217_WEB.xml,09-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
IFCI Limited,IFCI,,Financial Services,12355.88013,https://nsearchives.nseindia.com/corporate/IFCI_06102025193729_STX_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1541597_06102025073815_WEB.xml,06-Oct-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Eris Lifesciences Limited,ERIS,,Healthcare,12254.71157,https://nsearchives.nseindia.com/corporate/ERIS_02072025194252_BRSRsigned.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1476620_02072025074328_WEB.xml,02-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Aavas Financiers Limited,AAVAS,,Financial Services,12254.12802,https://nsearchives.nseindia.com/corporate/AAVAS_23082025142943_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1516637_23082025023024_WEB.xml,23-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
eClerx Services Limited,ECLERX,,Services,11954.78796,https://nsearchives.nseindia.com/corporate/ECLERX_19082025162542_ECL19082025BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1514715_19082025042600_WEB.xml,19-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Nuvoco Vistas Corporation Limited,NUVOCO,,Construction Materials,11923.15002,https://nsearchives.nseindia.com/corporate/NUVOCO_30062025202507_Cover_Page_-_Intimation_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1475239_30062025082518_WEB.xml,30-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Anant Raj Limited,ANANTRAJ,,Realty,11907.14615,https://nsearchives.nseindia.com/corporate/ANANTRAJ_28062025221947_BRSR_28062025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1474141_28062025102023_WEB.xml,28-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Newgen Software Technologies Limited,NEWGEN,,Information Technology,11851.65557,https://nsearchives.nseindia.com/corporate/NEWGEN2_26062025185453_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1472420_26062025065521_WEB.xml,26-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
PTC Industries Limited,PTCIL,,Capital Goods,11837.70925,https://nsearchives.nseindia.com/corporate/PTCINDUSTRIES_05092025145834_BRSR_cover_Exchange_2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1523481_05092025025844_WEB.xml,05-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Akzo Nobel India Limited,AKZOINDIA,,Consumer Durables,11829.27613,https://nsearchives.nseindia.com/corporate/AKZOINDIA_02072025182012_AkzoIndiaBRSR_2025toSEs.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1476530_02072025062152_WEB.xml,02-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Garden Reach Shipbuilders & Engineers Limited,GRSE,,Capital Goods,11715.25632,https://nsearchives.nseindia.com/corporate/GRSE_26082025171904_Business_Responsibility_and_Sustainability_Report_FY_2024-25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1517763_26082025051914_WEB.xml,26-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Birla Corporation Limited,BIRLACORPN,,Construction Materials,11623.06812,https://nsearchives.nseindia.com/corporate/BIRLACORP1_22082025175340_BRSR_SE_Intimation_22082025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1516292_22082025055401_WEB.xml,22-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Maharashtra Seamless Limited,MAHSEAMLES,,Capital Goods,11598.06684,https://nsearchives.nseindia.com/corporate/MAHSEAMLES_06082025185751_MSLBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1504384_06082025065801_WEB.xml,06-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
GRAPHITE INDIA LIMITED,GRAPHITE,,Capital Goods,11590.7683,https://nsearchives.nseindia.com/corporate/GILKOLKATA_07072025163955_SEGILBRSR20250707.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1478166_07072025044013_WEB.xml,07-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
UTI Asset Management Company Limited,UTIAMC,,Financial Services,11581.03157,https://nsearchives.nseindia.com/corporate/CSUTIAMC_09072025232041_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1479749_09072025112443_WEB.xml,09-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
JK Tyre & Industries Limited,JKTYRE,,Automobile and Auto Components,11389.44677,https://nsearchives.nseindia.com/corporate/JKTYRE_14072025173932_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1482337_14072025054434_WEB.xml,14-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Equitas Small Finance Bank Limited,EQUITASBNK,,Financial Services,11376.11241,https://nsearchives.nseindia.com/corporate/EQUITASBNK_14082025131430_BRSRIntimation.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1512608_14082025012024_WEB.xml,14-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
BAJAJ ELECTRICALS LIMITED,BAJAJELEC,,Consumer Durables,11368.47779,https://nsearchives.nseindia.com/corporate/BAJAJELEC_14072025171858_Final_Bajaj_Electricals_BRSR_FY_2024_25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1482282_14072025051916_WEB.xml,14-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
GODAWARI POWER AND ISPAT LIMITED,,,,11365.22757,https://nsearchives.nseindia.com/corporate/GPIL_26082025202316_GPILNSEBSESUBMISSIONOFBRSR26082025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1518011_26082025083105_WEB.xml,26-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
PNC Infratech Limited,PNCINFRA,,Construction,11266.99156,https://nsearchives.nseindia.com/corporate/PNCINFRA_06092025124629_IntimationBRSR06092025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1524163_06092025124647_WEB.xml,06-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Aether Industries Limited,AETHER,,Chemicals,11200.22866,https://nsearchives.nseindia.com/corporate/AETHER_21082025184116_34.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1515870_21082025064341_WEB.xml,21-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
MMTC LIMITED,MMTC,,Services,11156.10976,https://nsearchives.nseindia.com/corporate/ajaymisra_01092025135525_BRSR_2024-25_sd.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1520538_01092025015541_WEB.xml,01-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
KFin Technologies Limited,KFINTECH,,Financial Services,11134.46177,https://nsearchives.nseindia.com/corporate/KFINTECHNSE_06082025005352_BRSR_Intimation.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1503582_06082025125410_WEB.xml,06-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Lemon Tree Hotels Limited,LEMONTREE,,Consumer Services,11032.06422,https://nsearchives.nseindia.com/corporate/LEMONTREE_03092025223331_BRSR_Signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1522562_03092025103344_WEB.xml,03-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
VALOR ESTATE LIMITED,DBREALTY,,Consumer Services,11012.408,https://nsearchives.nseindia.com/corporate/DBR_08092025222528_BRSR_2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1525066_08092025102556_WEB.xml,08-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Sheela Foam Limited,SFL,,Consumer Durables,10952.70199,https://nsearchives.nseindia.com/corporate/SFL_24062025150614_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1470202_24062025030955_WEB.xml,24-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
ALKYL AMINES CHEMICALS LIMITED,ALKYLAMINE,,Chemicals,10888.25428,https://nsearchives.nseindia.com/corporate/ALKYLAMINE_18062025171559_BRSR_-_SE.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1468076_18062025051714_WEB.xml,18-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
CITY UNION BANK LIMITED,CUB,,Financial Services,10802.6353,https://nsearchives.nseindia.com/corporate/CUB_22072025195158_BRSRFY2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1490815_22072025075417_WEB.xml,22-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
RATTANINDIA ENTERPRISES LIMITED,RTNINDIA,,Consumer Services,10769.1163,https://nsearchives.nseindia.com/corporate/RTNINDIA_04092025222351_BRSRRELSTX2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1523261_04092025102404_WEB.xml,04-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
INOX India Limited,INOXINDIA,,Capital Goods,10665.07283,https://nsearchives.nseindia.com/corporate/KAMLESHS_03072025151858_Reg34BRSRsigned.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1476807_03072025031921_WEB.xml,27-May-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
RELIANCE POWER LIMITED,RPOWER,,Power,10549.03714,https://nsearchives.nseindia.com/corporate/RPOWER_17072025023335_ReliancePowerLetterforBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1484896_17072025023511_WEB.xml,17-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Zydus Wellness Limited,ZYDUSWELL,,Fast Moving Consumer Goods,10525.29982,https://nsearchives.nseindia.com/corporate/ZYDUSWELL_07072025192429_SEintimationBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1478365_07072025072437_WEB.xml,07-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
GRANULES INDIA LIMITED,GRANULES,,Healthcare,10516.46726,https://nsearchives.nseindia.com/corporate/GRANULES_16072025182327_NSEBSEBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1484621_16072025062340_WEB.xml,16-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Caplin Point Laboratories Limited,CAPLIPOINT,,Healthcare,10482.51821,https://nsearchives.nseindia.com/corporate/CAPLINPOINT_30082025185542_Caplin_Point_Labortories_Ltd_BRSR_2024-25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1520170_30082025065559_WEB.xml,30-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
GODREJ AGROVET LIMITED,GODREJAGRO,,Fast Moving Consumer Goods,10462.55791,https://nsearchives.nseindia.com/corporate/GODREJAGRO_15072025173521_BSENSEBRSR31032025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1483359_15072025053534_WEB.xml,15-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
C.E. INFO SYSTEMS LIMITED,MAPMYINDIA,,Information Technology,10441.23456,https://nsearchives.nseindia.com/corporate/MAPMYINDIA_02072025211540_MMI_BRSR_FY25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1476663_02072025091557_WEB.xml,02-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
CEAT Limited,CEATLTD,,Automobile and Auto Components,10429.24064,https://nsearchives.nseindia.com/corporate/CEATLTD_30072025150047_CEATSELetterAR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1497658_30072025030327_WEB.xml,30-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Techno Electric & Engineering Company Limited,TECHNOE,,Construction,10370.67033,https://nsearchives.nseindia.com/corporate/TECHNOE_01092025185411_BRSR_2024-25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1520922_01092025065428_WEB.xml,01-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
SHIPPING CORPORATION OF INDIA LIMITED,SCI,,Services,10366.05401,https://nsearchives.nseindia.com/corporate/SCI1_22082025002450_BRSRsd.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1515975_22082025122809_WEB.xml,22-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
