MACROTECH DEVELOPERS LIMITED,MACROTECH DEVELOPERS LIMITED,100.0,0.0,92.0,145.0,14.5
MAHARASHTRA SCOOTERS LIMITED,MAHARASHTRA SCOOTERS LIMITED,0.0,0.0,84.0,2.1,0.8
MANKIND PHARMA LIMITED,MANKIND PHARMA LIMITED,100.0,0.0,78.0,1450.0,5.4
MAX HEALTHCARE INSTITUTE LIMITED,MAX HEALTHCARE INSTITUTE LIMITED,35.0,124500.0,22.5,18.4,12.5
MOIL Limited,MOIL Limited,68.0,154200.0,42.0,4.2,2.8
MRF Limited,MRF Limited,24.5,124500.0,86.0,415.0,18.4
MUTHOOT FINANCE LIMITED,MUTHOOT FINANCE LIMITED,0.0,412000.0,94.0,8.2,125.0
Mahanagar Gas Limited,Mahanagar Gas Limited,0.0,0.0,78.0,1.4,4.2
Maharashtra Seamless Limited,Maharashtra Seamless Limited,14.5,0.0,92.0,12.5,1.2
Mahindra  Mahindra Financial Services Limited,Mahindra  Mahindra Financial Services Limited,0.0,0.0,95.0,1.4,45.2
Mahindra  Mahindra Limited,Mahindra  Mahindra Limited,42.4,0.0,91.5,13450.0,24.8
Mahindra Holidays & Resorts India Limited,Mahindra Holidays & Resorts India Limited,72.0,0.0,68.0,18.4,2.1
Mahindra Lifespace Developers Limited,Mahindra Lifespace Developers Limited,100.0,0.0,88.0,12.4,1.4
Man Infraconstruction Limited,Man Infraconstruction Limited,5.0,0.0,42.0,2.8,0.6
Manappuram Finance Limited,Manappuram Finance Limited,0.0,0.0,92.0,1.2,45.2
Mangalam Cement,Mangalam Cement,12.5,0.0,98.5,1450.0,1.2
Marico Limited,Marico Limited,18.5,4500.0,98.0,41250.0,1.4
Maruti Suzuki India Limited,Maruti Suzuki India Limited,62.0,0.0,98.5,45800.0,45.2
Mastek Limited,Mastek Limited,38.0,0.0,95.0,0.8,45.2
Max Financial Services Limited,Max Financial Services Limited,0.0,0.0,95.0,0.6,12.5
Mazagon Dock Shipbuilders Limited,Mazagon Dock Shipbuilders Limited,14.5,12450.0,88.0,18.4,4.2
MedPlus Health Services Limited,MedPlus Health Services Limited,10.0,0.0,72.0,1450.0,1.4
Metro Brands Limited,Metro Brands Limited,0.0,0.0,84.0,215.0,2.1
Metropolis Healthcare Limited,Metropolis Healthcare Limited,12.0,1245.0,18.5,12.4,5.4
Minda Corporation Limited,Minda Corporation Limited,18.0,0.0,92.0,415.0,5.4
Mishra Dhatu Nigam Limited,Mishra Dhatu Nigam Limited,22.5,0.0,95.0,8.4,1.4
Mother Dairy,Mother Dairy,14.0,45000.0,92.0,28450.0,1.2
Motherson Sumi Wiring India Limited,Motherson Sumi Wiring India Limited,14.0,4200.0,92.0,312.0,12.5
Motilal Oswal Financial Services Limited,Motilal Oswal Financial Services Limited,0.0,0.0,98.0,0.8,18.4
Mphasis Limited,Mphasis Limited,38.0,0.0,92.0,1.2,148.0
Mrs. Bectors Food Specialities,Mrs. Bectors Food Specialities,18.5,12450.0,78.0,8450.0,0.8
NATCO Pharma Limited,NATCO Pharma Limited,100.0,0.0,84.0,145.0,4.2
NAVA LIMITED,NAVA LIMITED,22.5,0.0,99.5,14.5,2.1
NBCC India Limited,NBCC India Limited,100.0,0.0,62.0,4.2,0.8
NCC LIMITED,NCC LIMITED,5.0,0.0,45.0,2.8,1.4
NETWEB TECHNOLOGIES INDIA LIMITED,NETWEB TECHNOLOGIES INDIA LIMITED,0.0,0.0,92.0,1.2,24.5
NHPC Limited,NHPC Limited,0.0,4120000.0,45.0,4.2,5.4
NLC India Limited,NLC India Limited,72.0,12500000.0,99.5,18.4,12.5
NMDC Limited,NMDC Limited,85.0,0.0,62.0,14.2,8.4
NMDC Steel Limited,NMDC Steel Limited,22.5,0.0,99.5,14.5,2.1
NTPC LIMITED,NTPC LIMITED,78.0,12500000.0,99.8,42.0,112.4
NUVAMA WEALTH MANAGEMENT LIMITED,NUVAMA WEALTH MANAGEMENT LIMITED,0.0,0.0,90.0,0.6,18.5
Narayana Hrudayalaya Ltd,Narayana Hrudayalaya Ltd,32.0,12450.0,22.0,18.4,14.5
Narayana Hrudayalaya Ltd.,Narayana Hrudayalaya Ltd.,32.0,12450.0,22.0,18.4,14.5
Navin Fluorine International Limited,Navin Fluorine International Limited,100.0,0.0,42.0,145.0,2.1
Nestle India Limited,Nestle India,42.0,0.0,92.0,28450.0,2.4
Neuland Laboratories Limited,Neuland Laboratories Limited,100.0,0.0,82.0,185.0,1.4
Newgen Software Technologies Limited,Newgen Software Technologies Limited,38.0,0.0,95.0,0.8,45.2
Nippon Life India Asset Management Limited,Nippon Life India Asset Management Limited,0.0,0.0,98.0,0.4,12.5
Nuvoco Vistas Corporation Limited,Nuvoco Vistas Corporation Limited,14.8,0.0,98.0,8450.0,4.2
Oberoi Realty Limited,Oberoi Realty Limited,100.0,0.0,92.0,12.4,1.4
Oil India Limited,Oil India Limited,42.5,124500.0,68.5,124.5,18.4
Olectra Greentech Limited,Olectra Greentech Limited,14.0,0.0,95.0,14.5,12.5
One 97 Communications Limited,One 97 Communications Limited,0.0,0.0,98.0,1.2,145.0
Oracle Financial Services Software Limited,Oracle Financial Services Software Limited,42.0,0.0,95.0,1.4,112.4
PATANJALI FOODS LIMITED,PATANJALI FOODS LIMITED,18.5,4500.0,82.0,42500.0,1.4
PB FINTECH LIMITED,PB FINTECH LIMITED,0.0,0.0,98.0,0.2,24.5
PI INDUSTRIES LIMITED,PI INDUSTRIES LIMITED,100.0,0.0,42.0,145.0,2.8
PNB Housing Finance Limited,PNB Housing Finance Limited,0.0,0.0,95.0,0.6,8.4
PNC Infratech Limited,PNC Infratech Limited,5.0,0.0,42.0,2.8,0.6
POLY MEDICURE LIMITED,POLY MEDICURE LIMITED,14.0,0.0,92.0,12.5,2.1
PTC Industries Limited,PTC Industries Limited,22.5,0.0,95.0,8.4,1.4
PUNJAB NATIONAL BANK,PUNJAB NATIONAL BANK,0.0,0.0,90.0,4.5,1480.0
PVR INOX LIMITED,PVR INOX LIMITED,15.0,12450.0,65.0,1450.0,4.2
Page Industries Limited,Page Industries Limited,82.0,0.0,92.0,412.0,5.8
Persistent Systems Limited,Persistent Systems Limited,38.0,0.0,92.0,1.2,148.0
Petronet LNG Limited,Petronet LNG Limited,14.5,0.0,82.0,12.4,2.8
Pfizer Limited,Pfizer Limited,100.0,0.0,84.0,14.2,2.1
Pidilite Industries Limited,Pidilite Industries Limited,22.4,0.0,78.0,42500.0,11.2
Piramal Enterprises Limited,Piramal Enterprises Limited,0.0,0.0,95.0,1.2,24.5
Piramal Pharma Limited,Piramal Pharma Limited,100.0,0.0,82.0,185.0,4.2
Polycab India Limited,Polycab India Limited,18.2,4500.0,,4150.0,12.5
Poonawalla Fincorp Limited,Poonawalla Fincorp Limited,0.0,0.0,92.0,0.8,24.5
Power Finance Corporation Limited,Power Finance Corporation Limited,0.0,0.0,98.0,0.2,12.4
Power Grid Corporation of India Limited,Power Grid Corporation of India Limited,12.0,412000.0,88.0,14.5,412.0
Power Mech Projects Limited,Power Mech Projects Limited,5.0,0.0,45.0,2.1,1.2
Praj Industries Limited,Praj Industries Limited,100.0,0.0,86.0,12.5,2.8
Prestige Estates Projects Limited,Prestige Estates Projects Limited,100.0,0.0,92.0,124.0,14.5
Prism Johnson Limited,Prism Johnson Limited,14.8,0.0,99.5,8450.0,4.2
Procter  Gamble Health Limited,Procter  Gamble Health Limited,100.0,0.0,84.0,1450.0,2.1
Punjab  Sind Bank,Punjab  Sind Bank,0.0,0.0,88.0,2.4,112.5
Punjab & Sind Bank,Punjab & Sind Bank,0.0,0.0,88.0,2.4,112.5
Quess Corp Limited,Quess Corp Limited,0.0,0.0,95.0,1.2,45.2
R R Kabel Limited,R R Kabel Limited,14.0,1200.0,95.0,412.0,2.1
RATTANINDIA ENTERPRISES LIMITED,RATTANINDIA ENTERPRISES LIMITED,0.0,0.0,72.0,0.8,12.4
RBL Bank Limited,RBL Bank Limited,0.0,0.0,92.0,1.4,45.2
REC Limited,REC Limited,0.0,0.0,98.0,0.4,14.5
RELIANCE POWER LIMITED,RELIANCE POWER LIMITED,82.0,412000.0,99.5,14.5,12.8
RHI Magnesita India Ltd,RHI Magnesita India Ltd,22.5,0.0,84.0,145.0,2.1
RITES Limited,RITES Limited,0.0,0.0,98.0,0.8,8.4
Radico Khaitan Limited,Radico Khaitan Limited,22.0,0.0,95.0,12450.0,1.4
Rail Vikas Nigam Limited,Rail Vikas Nigam Limited,5.0,0.0,42.0,8.4,1.2
Railtel Corporation of India Limited,Railtel Corporation of India Limited,0.0,0.0,98.0,1.2,145.0
Ramkrishna Forgings Limited,Ramkrishna Forgings Limited,14.5,0.0,98.0,18.4,2.1
Rashtriya Ispat Nigam Limited (RINL) - Vizag Steel,Rashtriya Ispat Nigam Limited (RINL) - Vizag Steel,72.0,412000.0,99.2,45.2,112.4
RateGain Travel Technologies Limited,RateGain Travel Technologies Limited,0.0,0.0,95.0,0.4,12.8
Ratnamani Metals  Tubes Limited,Ratnamani Metals  Tubes Limited,14.0,0.0,92.0,14.5,1.4
Raymond Limited,Raymond Limited,82.0,0.0,94.5,415.0,4.2
Redington Limited,Redington Limited,0.0,0.0,92.0,145.0,1245.0
Redtape Limited,Redtape Limited,42.0,12450.0,78.0,215.0,1.2
Relaxo Footwears Limited,Relaxo Footwears Limited,14.5,0.0,92.0,845.0,2.8
Reliance Industries Limited,Reliance Industries Limited,38.4,1245000.0,99.2,,1845.0
Reliance Infrastructure Limited,Reliance Infrastructure Limited,10.0,0.0,42.0,14.5,125.0
Responsive Industries Limited,Responsive Industries Limited,14.0,0.0,98.0,84.2,1.4
Route Mobile Limited,Route Mobile Limited,0.0,0.0,98.0,0.2,14.5
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,22.5,0.0,88.0,1245.0,18.4
SAPPHIRE FOODS INDIA LIMITED,SAPPHIRE FOODS INDIA LIMITED,0.0,12450.0,62.0,2150.0,2.1
SARDA ENERGY  MINERALS LIMITED,SARDA ENERGY  MINERALS LIMITED,72.0,0.0,99.5,14.5,2.8
SAREGAMA India Limited,SAREGAMA India Limited,0.0,0.0,98.0,1.2,5.4
SBFC Finance Limited,SBFC Finance Limited,0.0,0.0,94.0,0.6,4.2
SBI Cards and Payment Services Limited,SBI Cards and Payment Services Limited,0.0,0.0,92.0,12.4,148.0
SBI Life Insurance Company Limited,SBI Life Insurance Company Limited,0.0,0.0,95.0,0.8,45.2
SHIPPING CORPORATION OF INDIA LIMITED,SHIPPING CORPORATION OF INDIA LIMITED,14.5,12450.0,88.0,18.4,5.4
SJVN Limited,SJVN Limited,0.0,12580000.0,45.0,4.2,2.8
SKF INDIA LIMITED,SKF INDIA LIMITED,14.0,0.0,95.0,185.0,4.2
SRF LIMITED,SRF LIMITED,48.0,0.0,82.0,1450.0,12.4
STATE BANK OF INDIA,STATE BANK OF INDIA,0.0,1542000.0,92.0,45.2,2845.0
SUMITOMO CHEMICAL INDIA LIMITED,SUMITOMO CHEMICAL INDIA LIMITED,100.0,0.0,42.0,2150.0,1.4
SUNDARAM FINANCE LIMITED,SUNDARAM FINANCE LIMITED,0.0,0.0,94.0,0.8,24.5
SUPREME PETROCHEM LIMITED,SUPREME PETROCHEM LIMITED,14.2,0.0,95.0,145.0,1.2
SUZLON ENERGY LIMITED,SUZLON ENERGY LIMITED,10.0,1500.0,82.0,18.4,5.4
Safari Industries India Limited,Safari Industries India Limited,0.0,0.0,84.0,124.0,0.8
Sagar Cements,Sagar Cements,12.5,0.0,98.0,1850.0,1.2
Sandur Manganese  Iron Ores Limited,Sandur Manganese  Iron Ores Limited,72.0,0.0,99.5,14.2,2.1
Sanghi Industries,Sanghi Industries,10.5,0.0,95.0,1250.0,1.4
Sanofi India Limited,Sanofi India Limited,100.0,0.0,84.0,145.0,2.1
Schaeffler India Limited,Schaeffler India Limited,22.0,0.0,95.0,124.0,2.1
Schneider Electric Infrastructure Limited,Schneider Electric Infrastructure Limited,14.0,0.0,92.0,84.0,14.5
Seshasayee Paper and Boards Limited,Seshasayee Paper and Boards Limited,58.0,1542000.0,95.0,215.0,2.8
Sheela Foam Limited,Sheela Foam Limited,12.0,0.0,98.0,215.0,1.2
Shoppers Stop Limited,Shoppers Stop Limited,15.0,0.0,88.0,845.0,14.8
Shree Renuka Sugars Limited,Shree Renuka Sugars Limited,22.4,0.0,98.2,45.8,1.2
Shriram Finance Limited,Shriram Finance Limited,0.0,412000.0,92.0,14.5,245.0
Shyam Metalics and Energy Limited,Shyam Metalics and Energy Limited,72.0,0.0,99.5,18.4,2.8
Siemens Limited,Siemens Limited,22.0,0.0,91.0,84.0,45.2
Signatureglobal India Limited,Signatureglobal India Limited,100.0,0.0,62.0,4.2,0.6
Sobha Limited,Sobha Limited,100.0,0.0,92.0,124.0,2.1
Solar Industries India Limited,Solar Industries India Limited,14.0,0.0,82.0,145.0,1.4
Sona BLW Precision Forgings Limited,Sona BLW Precision Forgings Limited,18.5,0.0,95.0,42.0,2.8
Sonata Software Limited,Sonata Software Limited,38.0,0.0,92.0,0.8,45.2
Star Cement Limited,Star Cement Limited,14.8,0.0,99.5,4500.0,1.4
Star Health and Allied Insurance Company Limited,Star Health and Allied Insurance Company Limited,0.0,0.0,95.0,0.6,24.5
Steel Authority of India Limited,Steel Authority of India Limited,32.4,124500.0,98.5,415.0,112.4
Sterling and Wilson Renewable Energy Limited,Sterling and Wilson Renewable Energy Limited,0.0,0.0,84.0,12.4,8.4
Sun Pharma Advanced Research Company Limited,Sun Pharma Advanced Research Company Limited,0.0,1245.0,72.0,2.1,1.4
Sun Pharmaceutical Industries Limited,Sun Pharmaceutical Industries Limited,42.0,0.0,84.5,4150.0,45.2
Sun TV Network Limited,Sun TV Network Limited,0.0,0.0,98.0,0.4,112.4
Sundram Fasteners Limited,Sundram Fasteners Limited,22.5,0.0,92.0,84.0,2.1
Sunflag Iron and Steel,Sunflag Iron and Steel,74.0,0.0,99.0,12.5,1.4
Supreme Industries Limited,Supreme Industries Limited,14.2,0.0,98.5,8450.0,1.2
Syngene International Limited,Syngene International Limited,100.0,0.0,82.0,145.0,12.5
Syrma SGS Technology Limited,Syrma SGS Technology Limited,14.0,0.0,82.0,124.0,245.0
TATA CHEMICALS LIMITED,TATA CHEMICALS LIMITED,38.4,1245000.0,,41500.0,14.5
TATA COMMUNICATIONS LIMITED,TATA COMMUNICATIONS LIMITED,42.0,0.0,95.0,1.2,1250.0
TBO Tek Limited,TBO Tek Limited,0.0,0.0,98.0,0.2,12.4
TEGA INDUSTRIES LIMITED,TEGA INDUSTRIES LIMITED,14.5,0.0,84.0,12.5,0.8
THE NEW INDIA ASSURANCE COMPANY LIMITED,THE NEW INDIA ASSURANCE COMPANY LIMITED,0.0,0.0,88.0,2.1,112.0
THE PHOENIX MILLS LIMITED,THE PHOENIX MILLS LIMITED,85.0,12450.0,68.0,145.0,1.4
TITAGARH RAIL SYSTEMS LIMITED,TITAGARH RAIL SYSTEMS LIMITED,12.0,4200.0,92.0,12.5,2.8
TRIDENT LIMITED,TRIDENT LIMITED,82.0,0.0,94.5,845.0,1.4
TTK PRESTIGE LIMITED,TTK PRESTIGE LIMITED,14.0,0.0,82.0,1450.0,2.1
TVS Motor Company Limited,TVS Motor Company Limited,42.5,0.0,92.4,1845.0,14.5
TVS Supply Chain Solutions Limited,TVS Supply Chain Solutions Limited,0.0,12400.0,88.0,415.0,8.4
Tamilnad Mercantile Bank Limited,Tamilnad Mercantile Bank Limited,0.0,0.0,90.0,0.8,124.0
Tanla Platforms Limited,Tanla Platforms Limited,0.0,0.0,95.0,0.2,14.5
Tata Consultancy Services Limited,Tata Consultancy Services Limited,45.8,0.0,92.0,142.0,2845.0
Tata Consumer Products Limited,Tata Consumer Products Limited,14.2,124500.0,95.0,28450.0,1.4
Tata Elxsi Limited,Tata Elxsi Limited,38.0,0.0,98.0,0.8,45.2
Tata Investment Corporation Limited,Tata Investment Corporation Limited,0.0,0.0,0.0,0.0,0.5
Tata Motors Limited,Tata Motors Limited,68.4,0.0,99.5,45800.0,45.2
Tata Power,Tata Power,14.5,1245000.0,99.5,84.2,45.8
Tata Steel Limited,Tata Steel Limited,32.4,4120000.0,99.8,14580.0,112.4
Tata Technologies Limited,Tata Technologies Limited,38.0,0.0,95.0,1.2,85.2
Tata Teleservices Maharashtra Limited,Tata Teleservices Maharashtra Limited,0.0,0.0,98.0,4.2,245.0
Tech Mahindra Limited,Tech Mahindra Limited,48.5,0.0,,45.2,1480.0
Techno Electric  Engineering Company Limited,Techno Electric  Engineering Company Limited,5.0,0.0,78.0,4.2,1.4
Tejas Networks Limited,Tejas Networks Limited,14.0,0.0,92.0,12.5,145.0
The Ramco Cements Limited,The Ramco Cements Limited,14.8,0.0,99.5,42500.0,4.2
Thermax Limited,Thermax Limited,22.5,0.0,88.0,84.0,2.8
Thomas Cook  India  Limited,Thomas Cook  India  Limited,0.0,0.0,95.0,1.2,18.4
Timken India Limited,Timken India Limited,14.5,1200.0,92.0,42.0,1.2
Titan Company Limited,Titan Company Limited,82.0,0.0,95.0,1450.0,5.8
Torrent Pharmaceuticals Limited,Torrent Pharmaceuticals Limited,42.0,0.0,84.5,1245.0,12.5
Torrent Power Limited,Torrent Power Limited,14.5,124500.0,99.5,14.5,8.4
Triveni Engineering  Industries Limited,Triveni Engineering  Industries Limited,22.5,0.0,98.0,42.0,1.4
Triveni Turbine Limited,Triveni Turbine Limited,14.0,1240.0,91.0,12.4,0.8
Tube Investments of India Limited,Tube Investments of India Limited,18.5,0.0,92.0,84.0,4.2
UNION BANK OF INDIA,UNION BANK OF INDIA,0.0,412000.0,92.0,4.2,1480.0
UNITED BREWERIES LIMITED,UNITED BREWERIES LIMITED,22.0,124500.0,95.0,4150.0,1.4
UPL LIMITED,UPL LIMITED,48.0,0.0,82.0,4150.0,12.8
UTI Asset Management Company Limited,UTI Asset Management Company Limited,0.0,0.0,98.0,0.6,24.5
Ujjivan Small Finance Bank Limited,Ujjivan Small Finance Bank Limited,0.0,0.0,92.0,1.2,45.2
UltraTech Cement Limited,UltraTech Cement Limited,14.8,0.0,99.5,145800.0,18.4
United Spirits Limited,United Spirits Limited,22.5,0.0,95.0,41500.0,2.1
Uno Minda Limited,Uno Minda Limited,18.0,0.0,92.0,845.0,5.4
Usha Martin Limited,Usha Martin Limited,72.0,0.0,98.0,14.2,1.4
V-GUARD INDUSTRIES LIMITED,V-GUARD INDUSTRIES LIMITED,12.0,4200.0,82.0,2150.0,112.5
VALOR ESTATE LIMITED,VALOR ESTATE LIMITED,82.0,0.0,62.0,2.4,0.6
VIP INDUSTRIES LIMITED,VIP INDUSTRIES LIMITED,14.0,0.0,95.0,845.0,1.2
Vardhman Textiles,Vardhman Textiles,82.0,0.0,94.0,124.0,2.8
Varroc Engineering Limited,Varroc Engineering Limited,22.5,0.0,92.0,145.0,5.8
Varun Beverages (PepsiCo franchise),Varun Beverages (PepsiCo franchise),22.5,412000.0,95.0,124500.0,5.4
Vedant Fashions Limited,Vedant Fashions Limited,0.0,0.0,84.0,124.0,2.1
Vedanta Limited,Vedanta Limited,32.4,1245000.0,94.0,1845.0,112.4
Vinati Organics Limited,Vinati Organics Limited,100.0,0.0,42.0,124.0,0.8
Vodafone Idea Limited,Vodafone Idea Limited,0.0,0.0,98.0,145.0,2450.0
Voltamp Transformers Limited,Voltamp Transformers Limited,14.5,0.0,92.0,12.0,1.4
Voltas Limited,Voltas Limited,14.0,1200.0,84.0,2150.0,45.8
Waaree Renewable Technologies Limited,Waaree Renewable Technologies Limited,0.0,0.0,78.0,12.5,2.8
Welspun Corp Limited,Welspun Corp Limited,18.5,0.0,94.5,412.0,2.1
Welspun Living Limited (formerly Welspun India),Welspun Living Limited,85.0,0.0,98.0,1450.0,5.4
West Coast Paper Mills Limited,West Coast Paper Mills,62.0,4120000.0,94.0,450.0,1.4
Whirlpool of India Limited,Whirlpool of India Limited,14.0,4500.0,88.0,14580.0,112.4
Wipro Limited,Wipro Limited,45.2,0.0,,45.2,2845.0
Wockhardt Limited,Wockhardt Limited,100.0,0.0,82.0,185.0,2.1
YES Bank Limited,YES Bank Limited,0.0,124500.0,92.0,1.4,124.0
ZENSAR TECHNOLOGIES LIMITED,ZENSAR TECHNOLOGIES LIMITED,38.0,0.0,95.0,0.8,45.2
ZF Commercial Vehicle Control Systems India Limited,ZF Commercial Vehicle Control Systems India Limited,18.2,0.0,94.0,415.0,12.5
Zee Entertainment Enterprises Limited,Zee Entertainment Enterprises Limited,0.0,0.0,98.0,0.4,112.4
Zen Technologies Limited,Zen Technologies Limited,0.0,0.0,92.0,1.2,8.4
Zydus Lifesciences Limited,Zydus Lifesciences Limited,42.0,0.0,84.5,2845.0,18.4
Zydus Wellness Limited,Zydus Wellness Limited,14.0,12450.0,78.0,14580.0,1.4
eClerx Services Limited,eClerx Services Limited,38.0,0.0,98.0,0.4,24.5
