Company_Name,Sector,City,State,Revenue_Cr,Base_MSA_Loss,V7_Direct_EIF,V7_Scope3_Factor,MSA_Intensity_Direct,MSA_Intensity_Scope3,MSA_Intensity_V7_Total,Scope3_Biodiversity_MSA,Data_Tier,Confidence,Scope1_GHG_tCO2e,Scope2_GHG_tCO2e,Scope3_GHG_tCO2e,Water_Consumption_KL,Waste_Generated_MT,Hazardous_Air_Pollutants,Total_GHG_Emissions_tCO2e,GHG_Emissions_Normalized,Water_Consumption_Normalized,Waste_Generated_Normalized,Pollution_Index,Data_Quality_Flag,Land_Owned_ha,Land_Leased_ha,Total_Land_ha,Land_Degraded_HA_Calculated,Land_Restored_ha,Land_Data_Quality,Renewable_Energy_Pct,Land_Degradation_Ratio,Land_Restoration_Ratio,Net_Land_Impact,Distance_To_Protected_Area_km,Land_Degraded_HA_Reported,Land_Intensity,PA_Proximity_Score,Renewable_Energy_GJ,Total_Energy_GJ,Water_Intensity,Water_Stress_Category,Water_Stress_Score,Water_Recycling_Pct,Water_Discharge_ML,Waste_Recycled_Pct,Plastic_Waste_MT,E_Waste_MT,Scope3_OLD,Carbon_Intensity_tCO2e_per_Cr,Waste_Intensity_MT_per_Cr,HAP_Source,HAP_Confidence,HAP_Zero_Category,HAP_Source_Document,HAP_Notes,Water_Discharge_Source,Water_Discharge_Confidence,Water_Discharge_Zero_Category,Water_Discharge_Source_Document,Water_Discharge_Notes,Water_Recycling_Source,Water_Recycling_Confidence,Water_Recycling_Zero_Category,Water_Recycling_Source_Document,Water_Recycling_Notes,Land_Owned_Source,Land_Owned_Confidence,Land_Owned_Zero_Category,Land_Owned_Source_Document,Land_Owned_Notes,Renewable_Energy_Source,Renewable_Energy_Confidence,Renewable_Energy_Zero_Category,Renewable_Energy_Source_Document,Renewable_Energy_Notes,Total_GHG_Emissions_tCO2e_Source,Total_GHG_Emissions_tCO2e_Confidence,Carbon_Intensity_tCO2e_per_Cr_Source,Carbon_Intensity_tCO2e_per_Cr_Confidence,GHG_Emissions_Normalized_Source,GHG_Emissions_Normalized_Confidence,Water_Stress_Score_Source,Water_Stress_Score_Confidence,Renewable_Energy_GJ_Source,Renewable_Energy_GJ_Confidence,Land_Degraded_HA_Reported_Zero_Category,Land_Restored_ha_Zero_Category,Land_Restoration_Ratio_Zero_Category,Land_Leased_ha_Zero_Category,Renewable_Energy_GJ_Zero_Category,Scope1_GHG_tCO2e_Zero_Category,Scope2_GHG_tCO2e_Zero_Category,Water_Consumption_Normalized_Zero_Category,Water_Intensity_Zero_Category,Waste_Generated_Normalized_Zero_Category,Land_Intensity_Zero_Category,Plastic_Waste_MT_Zero_Category,Waste_Recycled_Pct_Zero_Category,Waste_Generated_MT_Zero_Category,Waste_Intensity_MT_per_Cr_Zero_Category,Total_Land_ha_Zero_Category,Land_Degraded_HA_Calculated_Zero_Category,Water_Consumption_KL_Zero_Category,Waste_Generated_MT_Notes,Plastic_Waste_MT_Notes,Scope3_GHG_tCO2e_Notes,Water_Consumption_KL_Notes,Total_GHG_Emissions_tCO2e_Source_Document,Carbon_Intensity_tCO2e_per_Cr_Source_Document,GHG_Emissions_Normalized_Source_Document,Water_Intensity_Source,Water_Intensity_Confidence,Water_Intensity_Source_Document,Water_Consumption_Normalized_Source,Water_Consumption_Normalized_Confidence,Water_Consumption_Normalized_Source_Document,Waste_Intensity_MT_per_Cr_Source,Waste_Intensity_MT_per_Cr_Confidence,Waste_Intensity_MT_per_Cr_Source_Document,Waste_Generated_Normalized_Source,Waste_Generated_Normalized_Confidence,Waste_Generated_Normalized_Source_Document,Land_Intensity_Source,Land_Intensity_Confidence,Land_Intensity_Source_Document,Water_Stress_Score_Source_Document,NC_Climate_Cr,NC_Water_Cr,NC_Land_Cr,NC_Biodiversity_Cr,NC_Pollution_Cr,TAESC_Cr,NIR,NII_Score,NII_Rank,NII_Sector_Rank,NII_Rating,NII_Percentile
Kalyan Jewellers India Limited,Pharmaceuticals & Healthcare,Chennai,Tamil Nadu,21638.595,0.52,0.0144770016599194,0.003465,0.0004058680646516,0.003465,0.0038708680646516,74.97773167500002,Tier 2,75%,2335.89,28871.45,131356.88271016334,194734.8,865.49,0.0,162564.22271016333,7512.697691793914,8999.419786728296,39.99751370179071,,OK,12.0,45.0,57.0,29.925,0.0,,2.5,0.525,0.0,,101.9533924897166,0.0,0.0026341821176467,0.0069038762393458,7260.0,145200.0,8999.419786728296,High (3-4),3.955889722089636,0.0,0.0,92.0,45.2,2.8,0.06426882,7.512697691793914,0.0399975137017907,GEMINI_G6.1_405_HAP,HIGH,LEGITIMATE_SERVICE,BRSR FY24,Retail; reported Nil for process air emissions,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_OTHER,,Pre-existing zero - LEGITIMATE_OTHER,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,80.94592615181942,7.906818544678627,4.218,981.1568387990129,1.1803292,1075.407912695511,0.04969860162804059,9.0,50,3,Excellent,90.0
Kaynes Technology India Limited,Information Technology,Hyderabad,Telangana,1915.443,0.45,0.0009696637386769,0.000396,0.0002417444223848,0.000396,0.0006377444223848,0.7585154279999999,Tier 2,75%,527.75,5802.78,8900.0,78077.35,302.78,0.0,15230.53,7951.43995409939,40762.0325950707,158.07309327398414,0.0,OK,85.0,45.0,130.0,29.276,0.0,,8.5,0.2251999999999999,0.0,,101.9533924897166,0.0,0.0678694171531076,0.0040561861974341,1572.5,18500.0,40762.0325950707,Medium-High (2-3),2.777904375257981,14.0,0.0,82.0,12.5,45.8,0.0007147799999999,7.951439954099391,0.1580730932739841,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_ZLD,,Pre-existing zero - LEGITIMATE_ZLD,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,8.8587,2.178440797392603,4.94208,71.2930928655601,0.7403804,88.0126940629527,0.04594900190867215,9.4,29,9,Excellent,94.0
Keystone Realtors Limited,Construction & Real Estate,Pune,Maharashtra,1010.4518676,0.42,0.0374641669027132,0.005225,0.0285570782198539,0.005225,0.0337820782198539,5.27961100821,Tier 2,75%,2199.99,5494.23,42058.35,683258.42,224130.04,0.0,49752.57,49237.94155398125,676190.9615970708,221811.69354691583,0.0,OK,450.0,25.0,475.0,249.4225,0.0,,0.0,0.5251,0.0,,5.972208838233445,0.0,0.4700867158850506,0.1099982108729224,0.0,4500.0,676190.9615970708,Medium-High (2-3),2.278735819349852,82.0,0.0,65.0,4.2,0.8,0.0028789749999999,49.23794155398125,221.81169354691588,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,HIGH,LEGITIMATE_VERIFIED,,Triple-validated by Gemini: Real Estate. No industrial discharge. 100% of treated wastewater from STPs is reused for landscaping and flushing at project sites.,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_NO_DISCLOSURE,,No renewable energy data disclosed after multiple Gemini attempts - retained as zero per user directive,CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,LEGITIMATE_NO_DISCLOSURE,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,24.41488575,10.283098801645108,38.9538,62.73297377314956,302.602154,438.9869123247946,0.4344461388026976,1.1,465,9,Critical,11.0
Kirloskar Brothers Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,2901.391456,0.51,0.0374641669027132,0.005225,0.0047958647390521,0.005225,0.0100208647390521,15.159770357599998,Tier 2,75%,2630.14,28542.59,208010.63,254242.0,48022.98,79.45,239183.36,82437.46617002516,87627.6103571734,16551.70656158436,0.0,OK,215.0,45.0,260.0,136.526,0.0,,18.2,0.5251,0.0,,101.9533924897166,0.0,0.0896121753796189,0.0089739526255904,30030.0,165000.0,87627.6103571734,Extremely High (4-5),4.554619306850499,22.5,0.0,94.0,42.0,2.1,0.0208164,82.43746617002515,16.55170656158436,TIER2_SECTOR_MEDIAN_AFTER_GEMINI_NULL,MEDIUM,,,"Gemini found NULL (concentration only, no mass load disclosed in BRSR). Imputed with Chemicals & Fertilizers sector median: 79.45 tonnes.",PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_ZLD,,Pre-existing zero - LEGITIMATE_ZLD,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,109.08152425,10.377528355475626,23.40208,133.39280935349913,51.13303130000001,327.3869732589748,0.11283791871033029,3.8,323,97,Poor,38.0
Kirloskar Oil Engines Limited,Oil & Gas,Mumbai,Maharashtra,5072.71,0.55,0.0971185610539406,0.0154274999999999,0.009056495181361,0.0154274999999999,0.0244839951813609,78.25923352499949,Tier 2,75%,7414.0,10483.0,226242.0,212521.0,5871.29,64.2,244139.0,48127.92373307364,41894.963441631786,1157.42670091529,0.0,OK,185.0,15.0,200.0,135.0,0.0,,12.5,0.675,0.0,,13.640964455332464,0.0,0.0394266575459665,0.0208394643715537,84500.0,845000.0,41894.963441631786,Extremely High (4-5),4.632364690764643,18.5,0.0,91.0,124.0,5.4,0.0909913949999994,48.12792373307365,1.15742670091529,GEMINI_G6.1_405_HAP,HIGH,,BRSR FY24,"Industrial; PM: 12.4t, NOx: 42.1t, SOx: 9.7t",PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_ZLD,,Pre-existing zero - LEGITIMATE_ZLD,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,94.9892,9.005011774122645,21.2,294.8883250306648,7.0607161,427.14325290478746,0.08420415377673619,5.7,224,2,Average,57.0
Krishna Institute of Medical Sciences Limited,Pharmaceuticals & Healthcare,Delhi,Delhi,12222.0543576,0.62,0.0144770016599194,0.003465,0.0064850165982921,0.003465,0.009950016598292,42.349418349084,Tier 2,75%,1057.44,9773.09,8900.0,310925.0,280.435,0.0,19730.53,1614.338262841306,25439.667579833545,22.94499695344736,0.0,OK,18.0,315.0,333.0,174.82500000000002,0.0,,28.4,0.525,0.0,,101.9533924897166,0.0,0.0272458287499704,0.0041116529606965,32660.0,115000.0,25439.667579833545,Extremely High (4-5),5.0,32.0,12450.0,18.5,14.2,12.5,0.0047958154300168,1.614338262841306,0.0229449969534473,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_OTHER,,Pre-existing zero - LEGITIMATE_OTHER,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,6.658942499999999,13.05885,24.642,644.8363934375703,0.667489525,689.8636754625703,0.05644416685428949,8.4,82,8,Excellent,84.0
LAURUS LABS LIMITED,Pharmaceuticals & Healthcare,Bangalore,Karnataka,5217.0,0.48,0.0144770016599194,0.003465,0.0013784885532158,0.003465,0.0048434885532158,18.076905,Tier 2,75%,315457.0,181901.0,91787.0,1568994.0,53734.3,24.0,589145.0,112927.92792792791,300746.40598044853,10299.846655165804,0.0,OK,412.0,45.0,457.0,239.925,0.0,,18.5,0.525,0.0,,13.640964455332464,0.0,0.0875982365344067,0.0124801229816837,186750.0,1245000.0,300746.40598044853,Extremely High (4-5),4.4922176213120615,45.0,0.0,82.5,185.0,4.2,0.017467065,112.92792792792793,10.299846655165805,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_ZLD,,Pre-existing zero - LEGITIMATE_ZLD,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,425.571625,55.241482649366965,33.818,226.87249836885533,64.0934025,805.5970085182223,0.1544176746249228,2.7,381,50,Poor,27.0
LIC Housing Finance Limited,Banking & Financial Services,Chennai,Tamil Nadu,28056.22,0.52,0.0011797441546504,0.000297,2.233713080462453e-05,0.000297,0.0003193371308046,8.332697340000001,Tier 2,75%,4.43,3827.89,7176.59,30705.3,83.13,0.0,11008.91,392.3874991000213,1094.4204172907112,0.0,,OK,0.0,5.0,5.0,1.125,0.0,,0.1,0.225,0.0,,5.972208838233445,0.0,0.0001782136011194,0.1322028653087447,18.5,18500.0,1094.4204172907112,Low-Medium (1-2),1.6740104458720415,0.0,0.0,95.0,0.8,14.5,0.008156808,0.3923874991000213,0.0029629793322122,GEMINI_G6.1_405_HAP,HIGH,LEGITIMATE_SERVICE,BRSR FY24,Financial services; explicitly reported Nil,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,,,Pre-existing zero - LEGITIMATE_OTHER,CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,CALCULATED_FROM_PCT,MEDIUM,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,LEGITIMATE_SERVICE,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,,,,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,6.30393745,0.6161354364927132,0.15,2251.3987112609075,0.1927865,2258.6615706474,0.0805048424430447,5.9,213,45,Average,59.0
Latent View Analytics Limited,Chemicals & Fertilizers,Kolkata,West Bengal,347.125,0.58,0.0374641669027132,0.005225,0.033225102146137,0.005225,0.038450102146137,1.813728125,Tier 2,75%,1.12,400.79,1921.5,3964.0,4.88,0.0,2323.41,6693.294922578321,11419.51746489017,14.058336334173568,0.0,OK,0.0,12.0,12.0,6.3012,0.0,,10.0,0.5251,0.0,,13.640964455332464,0.0,0.0345696795102628,0.0536544167809942,1245.0,12450.0,11419.51746489017,Extremely High (4-5),4.957509669815912,0.0,0.0,98.0,0.4,12.4,0.00341715,6.693294922578321,0.0140583363341735,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_LEASED_MODEL,,"Zero land owned - operates on leased model (Leased: 12.0 ha, Total: 12.0 ha)",CALCULATED_FROM_GJ,HIGH,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,0.91698,0.1966841149803525,1.080096,23.06279566777333,0.0937776,25.350333382753682,0.07302940837667607,6.5,182,44,Good,65.0
Lemon Tree Hotels Limited,Chemicals & Fertilizers,Hyderabad,Telangana,1450.3252215,0.45,0.0374641669027132,0.005225,0.0176717768409024,0.005225,0.0228967768409024,7.577949282337499,Tier 2,75%,9485.86,34744.0,15400.0,877849.0,396.85,8.4,59629.86,41114.81970804298,605277.345375049,273.6282828961339,,OK,115.0,315.0,430.0,225.793,0.0,,15.6,0.5251,0.0,,13.640964455332464,0.0,0.2964852252622844,0.0092507074692729,35100.0,225000.0,605277.345375049,Extremely High (4-5),4.461684522988024,85.0,45404.0,62.0,18.4,2.8,0.0049846499999999,41.11481970804298,0.2736282828961339,GEMINI_G6.1_405_HAP,HIGH,,BRSR FY24,"Hotels; PM: 1.2t, NOx: 7.2t from DG/Boilers",GEMINI_QUICK_EXTRACTION,HIGH,,BRSR FY24,Kilolitres; reported discharge to municipal sewers,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,37.338001,22.792662286046163,38.70344,59.381649273738795,0.659673,158.87542555978496,0.10954468915287009,3.9,318,95,Poor,39.0
