Lupin Limited,42.0,0.0,84.5,1245.0,12.8,Lupin Limited
MACROTECH DEVELOPERS LIMITED,100.0,0.0,92.0,145.0,14.5,MACROTECH DEVELOPERS LIMITED
MAHARASHTRA SCOOTERS LIMITED,0.0,0.0,84.0,2.1,0.8,MAHARASHTRA SCOOTERS LIMITED
MANKIND PHARMA LIMITED,100.0,0.0,78.0,1450.0,5.4,MANKIND PHARMA LIMITED
MAX HEALTHCARE INSTITUTE LIMITED,35.0,124500.0,22.5,18.4,12.5,MAX HEALTHCARE INSTITUTE LIMITED
MOIL Limited,68.0,154200.0,42.0,4.2,2.8,MOIL Limited
MRF Limited,24.5,124500.0,86.0,415.0,18.4,MRF Limited
MUTHOOT FINANCE LIMITED,0.0,412000.0,94.0,8.2,125.0,MUTHOOT FINANCE LIMITED
Mahanagar Gas Limited,0.0,0.0,78.0,1.4,4.2,Mahanagar Gas Limited
Maharashtra Seamless Limited,14.5,0.0,92.0,12.5,1.2,Maharashtra Seamless Limited
Mahindra  Mahindra Financial Services Limited,0.0,0.0,95.0,1.4,45.2,Mahindra  Mahindra Financial Services Limited
Mahindra  Mahindra Limited,42.4,0.0,91.5,13450.0,24.8,Mahindra  Mahindra Limited
Mahindra Holidays & Resorts India Limited,72.0,0.0,68.0,18.4,2.1,Mahindra Holidays & Resorts India Limited
Mahindra Lifespace Developers Limited,100.0,0.0,88.0,12.4,1.4,Mahindra Lifespace Developers Limited
Man Infraconstruction Limited,5.0,0.0,42.0,2.8,0.6,Man Infraconstruction Limited
Manappuram Finance Limited,0.0,0.0,92.0,1.2,45.2,Manappuram Finance Limited
Mangalam Cement,12.5,0.0,98.5,1450.0,1.2,Mangalam Cement
Marico Limited,18.5,4500.0,98.0,41250.0,1.4,Marico Limited
Maruti Suzuki India Limited,62.0,0.0,98.5,45800.0,45.2,Maruti Suzuki India Limited
Mastek Limited,38.0,0.0,95.0,0.8,45.2,Mastek Limited
Max Financial Services Limited,0.0,0.0,95.0,0.6,12.5,Max Financial Services Limited
Mazagon Dock Shipbuilders Limited,14.5,12450.0,88.0,18.4,4.2,Mazagon Dock Shipbuilders Limited
MedPlus Health Services Limited,10.0,0.0,72.0,1450.0,1.4,MedPlus Health Services Limited
Metro Brands Limited,0.0,0.0,84.0,215.0,2.1,Metro Brands Limited
Metropolis Healthcare Limited,12.0,1245.0,18.5,12.4,5.4,Metropolis Healthcare Limited
Minda Corporation Limited,18.0,0.0,92.0,415.0,5.4,Minda Corporation Limited
Mishra Dhatu Nigam Limited,22.5,0.0,95.0,8.4,1.4,Mishra Dhatu Nigam Limited
Mother Dairy,14.0,45000.0,92.0,28450.0,1.2,Mother Dairy
Motherson Sumi Wiring India Limited,14.0,4200.0,92.0,312.0,12.5,Motherson Sumi Wiring India Limited
Motilal Oswal Financial Services Limited,0.0,0.0,98.0,0.8,18.4,Motilal Oswal Financial Services Limited
Mphasis Limited,38.0,0.0,92.0,1.2,148.0,Mphasis Limited
Mrs. Bectors Food Specialities,18.5,12450.0,78.0,8450.0,0.8,Mrs. Bectors Food Specialities
NATCO Pharma Limited,100.0,0.0,84.0,145.0,4.2,NATCO Pharma Limited
NAVA LIMITED,22.5,0.0,99.5,14.5,2.1,NAVA LIMITED
NBCC India Limited,100.0,0.0,62.0,4.2,0.8,NBCC India Limited
NCC LIMITED,5.0,0.0,45.0,2.8,1.4,NCC LIMITED
NETWEB TECHNOLOGIES INDIA LIMITED,0.0,0.0,92.0,1.2,24.5,NETWEB TECHNOLOGIES INDIA LIMITED
NHPC Limited,0.0,4120000.0,45.0,4.2,5.4,NHPC Limited
NLC India Limited,72.0,12500000.0,99.5,18.4,12.5,NLC India Limited
NMDC Limited,85.0,0.0,62.0,14.2,8.4,NMDC Limited
NMDC Steel Limited,22.5,0.0,99.5,14.5,2.1,NMDC Steel Limited
NTPC LIMITED,78.0,12500000.0,99.8,42.0,112.4,NTPC LIMITED
NUVAMA WEALTH MANAGEMENT LIMITED,0.0,0.0,90.0,0.6,18.5,NUVAMA WEALTH MANAGEMENT LIMITED
Narayana Hrudayalaya Ltd,32.0,12450.0,22.0,18.4,14.5,Narayana Hrudayalaya Ltd
Narayana Hrudayalaya Ltd.,32.0,12450.0,22.0,18.4,14.5,Narayana Hrudayalaya Ltd.
Navin Fluorine International Limited,100.0,0.0,42.0,145.0,2.1,Navin Fluorine International Limited
Nestle India Limited,42.0,0.0,92.0,28450.0,2.4,Nestle India
Nestle India Limited,42.0,0.0,92.0,28450.0,2.4,Nestle India Limited
Neuland Laboratories Limited,100.0,0.0,82.0,185.0,1.4,Neuland Laboratories Limited
Newgen Software Technologies Limited,38.0,0.0,95.0,0.8,45.2,Newgen Software Technologies Limited
Nippon Life India Asset Management Limited,0.0,0.0,98.0,0.4,12.5,Nippon Life India Asset Management Limited
Nuvoco Vistas Corporation Limited,14.8,0.0,98.0,8450.0,4.2,Nuvoco Vistas Corporation Limited
Oberoi Realty Limited,100.0,0.0,92.0,12.4,1.4,Oberoi Realty Limited
Oil India Limited,42.5,124500.0,68.5,124.5,18.4,Oil India Limited
Olectra Greentech Limited,14.0,0.0,95.0,14.5,12.5,Olectra Greentech Limited
One 97 Communications Limited,0.0,0.0,98.0,1.2,145.0,One 97 Communications Limited
Oracle Financial Services Software Limited,42.0,0.0,95.0,1.4,112.4,Oracle Financial Services Software Limited
PATANJALI FOODS LIMITED,18.5,4500.0,82.0,42500.0,1.4,PATANJALI FOODS LIMITED
PB FINTECH LIMITED,0.0,0.0,98.0,0.2,24.5,PB FINTECH LIMITED
PI INDUSTRIES LIMITED,100.0,0.0,42.0,145.0,2.8,PI INDUSTRIES LIMITED
PNB Housing Finance Limited,0.0,0.0,95.0,0.6,8.4,PNB Housing Finance Limited
PNC Infratech Limited,5.0,0.0,42.0,2.8,0.6,PNC Infratech Limited
POLY MEDICURE LIMITED,14.0,0.0,92.0,12.5,2.1,POLY MEDICURE LIMITED
PTC Industries Limited,22.5,0.0,95.0,8.4,1.4,PTC Industries Limited
PUNJAB NATIONAL BANK,0.0,0.0,90.0,4.5,1480.0,PUNJAB NATIONAL BANK
PVR INOX LIMITED,15.0,12450.0,65.0,1450.0,4.2,PVR INOX LIMITED
Page Industries Limited,82.0,0.0,92.0,412.0,5.8,Page Industries Limited
Persistent Systems Limited,38.0,0.0,92.0,1.2,148.0,Persistent Systems Limited
Petronet LNG Limited,14.5,0.0,82.0,12.4,2.8,Petronet LNG Limited
Pfizer Limited,100.0,0.0,84.0,14.2,2.1,Pfizer Limited
Pidilite Industries Limited,22.4,0.0,78.0,42500.0,11.2,Pidilite Industries Limited
Piramal Enterprises Limited,0.0,0.0,95.0,1.2,24.5,Piramal Enterprises Limited
Piramal Pharma Limited,100.0,0.0,82.0,185.0,4.2,Piramal Pharma Limited
Polycab India Limited,18.2,4500.0,,4150.0,12.5,Polycab India Limited
Poonawalla Fincorp Limited,0.0,0.0,92.0,0.8,24.5,Poonawalla Fincorp Limited
Power Finance Corporation Limited,0.0,0.0,98.0,0.2,12.4,Power Finance Corporation Limited
Power Grid Corporation of India Limited,12.0,412000.0,88.0,14.5,412.0,Power Grid Corporation of India Limited
Power Mech Projects Limited,5.0,0.0,45.0,2.1,1.2,Power Mech Projects Limited
Praj Industries Limited,100.0,0.0,86.0,12.5,2.8,Praj Industries Limited
Prestige Estates Projects Limited,100.0,0.0,92.0,124.0,14.5,Prestige Estates Projects Limited
Prism Johnson Limited,14.8,0.0,99.5,8450.0,4.2,Prism Johnson Limited
Procter  Gamble Health Limited,100.0,0.0,84.0,1450.0,2.1,Procter  Gamble Health Limited
Punjab  Sind Bank,0.0,0.0,88.0,2.4,112.5,Punjab  Sind Bank
Punjab & Sind Bank,0.0,0.0,88.0,2.4,112.5,Punjab & Sind Bank
Quess Corp Limited,0.0,0.0,95.0,1.2,45.2,Quess Corp Limited
R R Kabel Limited,14.0,1200.0,95.0,412.0,2.1,R R Kabel Limited
RATTANINDIA ENTERPRISES LIMITED,0.0,0.0,72.0,0.8,12.4,RATTANINDIA ENTERPRISES LIMITED
RBL Bank Limited,0.0,0.0,92.0,1.4,45.2,RBL Bank Limited
REC Limited,0.0,0.0,98.0,0.4,14.5,REC Limited
RELIANCE POWER LIMITED,82.0,412000.0,99.5,14.5,12.8,RELIANCE POWER LIMITED
RHI Magnesita India Ltd,22.5,0.0,84.0,145.0,2.1,RHI Magnesita India Ltd
RITES Limited,0.0,0.0,98.0,0.8,8.4,RITES Limited
Radico Khaitan Limited,22.0,0.0,95.0,12450.0,1.4,Radico Khaitan Limited
Rail Vikas Nigam Limited,5.0,0.0,42.0,8.4,1.2,Rail Vikas Nigam Limited
Railtel Corporation of India Limited,0.0,0.0,98.0,1.2,145.0,Railtel Corporation of India Limited
Ramkrishna Forgings Limited,14.5,0.0,98.0,18.4,2.1,Ramkrishna Forgings Limited
Rashtriya Ispat Nigam Limited (RINL) - Vizag Steel,72.0,412000.0,99.2,45.2,112.4,Rashtriya Ispat Nigam Limited (RINL) - Vizag Steel
RateGain Travel Technologies Limited,0.0,0.0,95.0,0.4,12.8,RateGain Travel Technologies Limited
Ratnamani Metals  Tubes Limited,14.0,0.0,92.0,14.5,1.4,Ratnamani Metals  Tubes Limited
Raymond Limited,82.0,0.0,94.5,415.0,4.2,Raymond Limited
Redington Limited,0.0,0.0,92.0,145.0,1245.0,Redington Limited
Redtape Limited,42.0,12450.0,78.0,215.0,1.2,Redtape Limited
Relaxo Footwears Limited,14.5,0.0,92.0,845.0,2.8,Relaxo Footwears Limited
Reliance Industries Limited,38.4,1245000.0,99.2,,1845.0,Reliance Industries Limited
Reliance Infrastructure Limited,10.0,0.0,42.0,14.5,125.0,Reliance Infrastructure Limited
Responsive Industries Limited,14.0,0.0,98.0,84.2,1.4,Responsive Industries Limited
Route Mobile Limited,0.0,0.0,98.0,0.2,14.5,Route Mobile Limited
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,22.5,0.0,88.0,1245.0,18.4,SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED
SAPPHIRE FOODS INDIA LIMITED,0.0,12450.0,62.0,2150.0,2.1,SAPPHIRE FOODS INDIA LIMITED
SARDA ENERGY  MINERALS LIMITED,72.0,0.0,99.5,14.5,2.8,SARDA ENERGY  MINERALS LIMITED
SAREGAMA India Limited,0.0,0.0,98.0,1.2,5.4,SAREGAMA India Limited
SBFC Finance Limited,0.0,0.0,94.0,0.6,4.2,SBFC Finance Limited
SBI Cards and Payment Services Limited,0.0,0.0,92.0,12.4,148.0,SBI Cards and Payment Services Limited
SBI Life Insurance Company Limited,0.0,0.0,95.0,0.8,45.2,SBI Life Insurance Company Limited
SHIPPING CORPORATION OF INDIA LIMITED,14.5,12450.0,88.0,18.4,5.4,SHIPPING CORPORATION OF INDIA LIMITED
SJVN Limited,0.0,12580000.0,45.0,4.2,2.8,SJVN Limited
SKF INDIA LIMITED,14.0,0.0,95.0,185.0,4.2,SKF INDIA LIMITED
SRF LIMITED,48.0,0.0,82.0,1450.0,12.4,SRF LIMITED
STATE BANK OF INDIA,0.0,1542000.0,92.0,45.2,2845.0,STATE BANK OF INDIA
SUMITOMO CHEMICAL INDIA LIMITED,100.0,0.0,42.0,2150.0,1.4,SUMITOMO CHEMICAL INDIA LIMITED
SUNDARAM FINANCE LIMITED,0.0,0.0,94.0,0.8,24.5,SUNDARAM FINANCE LIMITED
SUPREME PETROCHEM LIMITED,14.2,0.0,95.0,145.0,1.2,SUPREME PETROCHEM LIMITED
SUZLON ENERGY LIMITED,10.0,1500.0,82.0,18.4,5.4,SUZLON ENERGY LIMITED
Safari Industries India Limited,0.0,0.0,84.0,124.0,0.8,Safari Industries India Limited
Sagar Cements,12.5,0.0,98.0,1850.0,1.2,Sagar Cements
Sandur Manganese  Iron Ores Limited,72.0,0.0,99.5,14.2,2.1,Sandur Manganese  Iron Ores Limited
Sanghi Industries,10.5,0.0,95.0,1250.0,1.4,Sanghi Industries
Sanofi India Limited,100.0,0.0,84.0,145.0,2.1,Sanofi India Limited
Schaeffler India Limited,22.0,0.0,95.0,124.0,2.1,Schaeffler India Limited
Schneider Electric Infrastructure Limited,14.0,0.0,92.0,84.0,14.5,Schneider Electric Infrastructure Limited
Seshasayee Paper and Boards Limited,58.0,1542000.0,95.0,215.0,2.8,Seshasayee Paper and Boards Limited
Sheela Foam Limited,12.0,0.0,98.0,215.0,1.2,Sheela Foam Limited
Shoppers Stop Limited,15.0,0.0,88.0,845.0,14.8,Shoppers Stop Limited
Shree Renuka Sugars Limited,22.4,0.0,98.2,45.8,1.2,Shree Renuka Sugars Limited
Shriram Finance Limited,0.0,412000.0,92.0,14.5,245.0,Shriram Finance Limited
Shyam Metalics and Energy Limited,72.0,0.0,99.5,18.4,2.8,Shyam Metalics and Energy Limited
Siemens Limited,22.0,0.0,91.0,84.0,45.2,Siemens Limited
Signatureglobal India Limited,100.0,0.0,62.0,4.2,0.6,Signatureglobal India Limited
Sobha Limited,100.0,0.0,92.0,124.0,2.1,Sobha Limited
Solar Industries India Limited,14.0,0.0,82.0,145.0,1.4,Solar Industries India Limited
Sona BLW Precision Forgings Limited,18.5,0.0,95.0,42.0,2.8,Sona BLW Precision Forgings Limited
Sonata Software Limited,38.0,0.0,92.0,0.8,45.2,Sonata Software Limited
Star Cement Limited,14.8,0.0,99.5,4500.0,1.4,Star Cement Limited
Star Health and Allied Insurance Company Limited,0.0,0.0,95.0,0.6,24.5,Star Health and Allied Insurance Company Limited
Steel Authority of India Limited,32.4,124500.0,98.5,415.0,112.4,Steel Authority of India Limited
Sterling and Wilson Renewable Energy Limited,0.0,0.0,84.0,12.4,8.4,Sterling and Wilson Renewable Energy Limited
Sun Pharma Advanced Research Company Limited,0.0,1245.0,72.0,2.1,1.4,Sun Pharma Advanced Research Company Limited
Sun Pharmaceutical Industries Limited,42.0,0.0,84.5,4150.0,45.2,Sun Pharmaceutical Industries Limited
Sun TV Network Limited,0.0,0.0,98.0,0.4,112.4,Sun TV Network Limited
Sundram Fasteners Limited,22.5,0.0,92.0,84.0,2.1,Sundram Fasteners Limited
Sunflag Iron and Steel,74.0,0.0,99.0,12.5,1.4,Sunflag Iron and Steel
Supreme Industries Limited,14.2,0.0,98.5,8450.0,1.2,Supreme Industries Limited
Syngene International Limited,100.0,0.0,82.0,145.0,12.5,Syngene International Limited
Syrma SGS Technology Limited,14.0,0.0,82.0,124.0,245.0,Syrma SGS Technology Limited
TATA CHEMICALS LIMITED,38.4,1245000.0,,41500.0,14.5,TATA CHEMICALS LIMITED
TATA COMMUNICATIONS LIMITED,42.0,0.0,95.0,1.2,1250.0,TATA COMMUNICATIONS LIMITED
TBO Tek Limited,0.0,0.0,98.0,0.2,12.4,TBO Tek Limited
TEGA INDUSTRIES LIMITED,14.5,0.0,84.0,12.5,0.8,TEGA INDUSTRIES LIMITED
THE NEW INDIA ASSURANCE COMPANY LIMITED,0.0,0.0,88.0,2.1,112.0,THE NEW INDIA ASSURANCE COMPANY LIMITED
THE PHOENIX MILLS LIMITED,85.0,12450.0,68.0,145.0,1.4,THE PHOENIX MILLS LIMITED
TITAGARH RAIL SYSTEMS LIMITED,12.0,4200.0,92.0,12.5,2.8,TITAGARH RAIL SYSTEMS LIMITED
TRIDENT LIMITED,82.0,0.0,94.5,845.0,1.4,TRIDENT LIMITED
TTK PRESTIGE LIMITED,14.0,0.0,82.0,1450.0,2.1,TTK PRESTIGE LIMITED
TVS Motor Company Limited,42.5,0.0,92.4,1845.0,14.5,TVS Motor Company Limited
TVS Supply Chain Solutions Limited,0.0,12400.0,88.0,415.0,8.4,TVS Supply Chain Solutions Limited
Tamilnad Mercantile Bank Limited,0.0,0.0,90.0,0.8,124.0,Tamilnad Mercantile Bank Limited
Tanla Platforms Limited,0.0,0.0,95.0,0.2,14.5,Tanla Platforms Limited
Tata Consultancy Services Limited,45.8,0.0,92.0,142.0,2845.0,Tata Consultancy Services Limited
Tata Consumer Products Limited,14.2,124500.0,95.0,28450.0,1.4,Tata Consumer Products Limited
Tata Elxsi Limited,38.0,0.0,98.0,0.8,45.2,Tata Elxsi Limited
Tata Investment Corporation Limited,0.0,0.0,0.0,0.0,0.5,Tata Investment Corporation Limited
Tata Motors Limited,68.4,0.0,99.5,45800.0,45.2,Tata Motors Limited
Tata Power,14.5,1245000.0,99.5,84.2,45.8,Tata Power
Tata Steel Limited,32.4,4120000.0,99.8,14580.0,112.4,Tata Steel Limited
Tata Technologies Limited,38.0,0.0,95.0,1.2,85.2,Tata Technologies Limited
Tata Teleservices Maharashtra Limited,0.0,0.0,98.0,4.2,245.0,Tata Teleservices Maharashtra Limited
Tech Mahindra Limited,48.5,0.0,,45.2,1480.0,Tech Mahindra Limited
Techno Electric  Engineering Company Limited,5.0,0.0,78.0,4.2,1.4,Techno Electric  Engineering Company Limited
Tejas Networks Limited,14.0,0.0,92.0,12.5,145.0,Tejas Networks Limited
The Ramco Cements Limited,14.8,0.0,99.5,42500.0,4.2,The Ramco Cements Limited
Thermax Limited,22.5,0.0,88.0,84.0,2.8,Thermax Limited
Thomas Cook  India  Limited,0.0,0.0,95.0,1.2,18.4,Thomas Cook  India  Limited
Timken India Limited,14.5,1200.0,92.0,42.0,1.2,Timken India Limited
Titan Company Limited,82.0,0.0,95.0,1450.0,5.8,Titan Company Limited
Torrent Pharmaceuticals Limited,42.0,0.0,84.5,1245.0,12.5,Torrent Pharmaceuticals Limited
Torrent Power Limited,14.5,124500.0,99.5,14.5,8.4,Torrent Power Limited
Triveni Engineering  Industries Limited,22.5,0.0,98.0,42.0,1.4,Triveni Engineering  Industries Limited
Triveni Turbine Limited,14.0,1240.0,91.0,12.4,0.8,Triveni Turbine Limited
Tube Investments of India Limited,18.5,0.0,92.0,84.0,4.2,Tube Investments of India Limited
UNION BANK OF INDIA,0.0,412000.0,92.0,4.2,1480.0,UNION BANK OF INDIA
UNITED BREWERIES LIMITED,22.0,124500.0,95.0,4150.0,1.4,UNITED BREWERIES LIMITED
UPL LIMITED,48.0,0.0,82.0,4150.0,12.8,UPL LIMITED
UTI Asset Management Company Limited,0.0,0.0,98.0,0.6,24.5,UTI Asset Management Company Limited
Ujjivan Small Finance Bank Limited,0.0,0.0,92.0,1.2,45.2,Ujjivan Small Finance Bank Limited
UltraTech Cement Limited,14.8,0.0,99.5,145800.0,18.4,UltraTech Cement Limited
United Spirits Limited,22.5,0.0,95.0,41500.0,2.1,United Spirits Limited
Uno Minda Limited,18.0,0.0,92.0,845.0,5.4,Uno Minda Limited
Usha Martin Limited,72.0,0.0,98.0,14.2,1.4,Usha Martin Limited
V-GUARD INDUSTRIES LIMITED,12.0,4200.0,82.0,2150.0,112.5,V-GUARD INDUSTRIES LIMITED
VALOR ESTATE LIMITED,82.0,0.0,62.0,2.4,0.6,VALOR ESTATE LIMITED
VIP INDUSTRIES LIMITED,14.0,0.0,95.0,845.0,1.2,VIP INDUSTRIES LIMITED
Vardhman Textiles,82.0,0.0,94.0,124.0,2.8,Vardhman Textiles
Varroc Engineering Limited,22.5,0.0,92.0,145.0,5.8,Varroc Engineering Limited
Varun Beverages (PepsiCo franchise),22.5,412000.0,95.0,124500.0,5.4,Varun Beverages (PepsiCo franchise)
Vedant Fashions Limited,0.0,0.0,84.0,124.0,2.1,Vedant Fashions Limited
Vedanta Limited,32.4,1245000.0,94.0,1845.0,112.4,Vedanta Limited
Vinati Organics Limited,100.0,0.0,42.0,124.0,0.8,Vinati Organics Limited
Vodafone Idea Limited,0.0,0.0,98.0,145.0,2450.0,Vodafone Idea Limited
Voltamp Transformers Limited,14.5,0.0,92.0,12.0,1.4,Voltamp Transformers Limited
Voltas Limited,14.0,1200.0,84.0,2150.0,45.8,Voltas Limited
Waaree Renewable Technologies Limited,0.0,0.0,78.0,12.5,2.8,Waaree Renewable Technologies Limited
Welspun Corp Limited,18.5,0.0,94.5,412.0,2.1,Welspun Corp Limited
Welspun Living Limited (formerly Welspun India),85.0,0.0,98.0,1450.0,5.4,Welspun Living Limited
Welspun Living Limited (formerly Welspun India),85.0,0.0,98.0,1450.0,5.4,Welspun Living Limited (formerly Welspun India)
West Coast Paper Mills Limited,62.0,4120000.0,94.0,450.0,1.4,West Coast Paper Mills
West Coast Paper Mills Limited,62.0,4120000.0,94.0,450.0,1.4,West Coast Paper Mills Limited
Whirlpool of India Limited,14.0,4500.0,88.0,14580.0,112.4,Whirlpool of India Limited
Wipro Limited,45.2,0.0,,45.2,2845.0,Wipro Limited
Wockhardt Limited,100.0,0.0,82.0,185.0,2.1,Wockhardt Limited
YES Bank Limited,0.0,124500.0,92.0,1.4,124.0,YES Bank Limited
ZENSAR TECHNOLOGIES LIMITED,38.0,0.0,95.0,0.8,45.2,ZENSAR TECHNOLOGIES LIMITED
ZF Commercial Vehicle Control Systems India Limited,18.2,0.0,94.0,415.0,12.5,ZF Commercial Vehicle Control Systems India Limited
Zee Entertainment Enterprises Limited,0.0,0.0,98.0,0.4,112.4,Zee Entertainment Enterprises Limited
Zen Technologies Limited,0.0,0.0,92.0,1.2,8.4,Zen Technologies Limited
Zydus Lifesciences Limited,42.0,0.0,84.5,2845.0,18.4,Zydus Lifesciences Limited
Zydus Wellness Limited,14.0,12450.0,78.0,14580.0,1.4,Zydus Wellness Limited
eClerx Services Limited,38.0,0.0,98.0,0.4,24.5,eClerx Services Limited
