Company_Name,Facility_ID,Facility_Type,Address,City,State,Country,Source
Fortis Healthcare Limited,3,Plant,"Hospital name with location Below
1. Fortis Hospital Kalyan, Maharashtra
2. Fortis Hospital B G Road Bengaluru, Karnataka 
3. Fortis Hospital C G Road Bengaluru, Karnataka 
4. Fortis Hospital Rajaji Nagar Bengaluru, Karnataka
5. Fortis Hospital Nagarbhavi Road Bengaluru
6.  Karnataka Fortis Hospital Ludhiana I Punjab
7.Fortis Hospital Ludhiana II Punjab 
8.Fortis Hospital Amritsar Punjab 
9. Fortis Hospital Jaipur Rajasthan 
10. Fortis Hospital Okhla Delhi
11. Fortis Hospital Noida UP
12. Fortis Hospital Faridabad GurugramHaryana 
13. Fortis Hospital La Femme GK Delhi
14. Fortis Memorial Research Institute Gurugram, Haryana 
15.Fortis Cancer Institute Defence Colony Delhi",Bengaluru,Maharashtra,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
GAIL India Limited,1,Registered Office,"16, Bhikaji Cama Place, R.K Puram, New Delhi-110066",Delhi,Delhi,India,XBRL_RegisteredOffice
GAIL India Limited,2,Plant,"Gandhar, Jamnagar, Jhabua",Jamnagar,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
GAIL India Limited,3,Facility,"Vijaipur 

Kochi",Kochi,,India,XBRL_TextExtraction
GALAXY SURFACTANTS LIMITED,1,Registered Office,"C-49/2, TTC Industrial Area, Pawne, Navi Mumbai, Maharashtra – 400703",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Garden Reach Shipbuilders  Engineers Limited,1,Registered Office,"GRSE Bhavan, 61, Garden Reach Road, Kolkata, West Bengal – 700 024",Kolkata,West Bengal,India,XBRL_RegisteredOffice
Garden Reach Shipbuilders  Engineers Limited,2,Plant,"Garden Reach, Kolkata",Kolkata,West Bengal,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
General Insurance Corporation of India,1,Registered Office,"‘Suraksha’, 170, J. T. Road, Churchgate, Mumbai – 400020",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Genus Power Infrastructures Limited,1,Registered Office,"G-123, Sector-63, Noida, Uttar Pradesh – 201307",Noida,Uttar Pradesh,India,XBRL_RegisteredOffice
Genus Power Infrastructures Limited,2,Corporate Office,"SPL-3, RIICO Industrial Area, Sitapura, Tonk Road, Jaipur, Rajasthan – 302022",Jaipur,Rajasthan,India,XBRL_CorporateOffice
Gillette India Limited,1,Registered Office,"P&G Plaza, Cardinal Gracias Road, Chakala, Andheri (East), Mumbai – 400099",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
GLAND PHARMA LIMITED,1,Registered Office,"SY.NO.143-148,150 &151, NEAR GANDI MAISAMMA X ROADS D.P.PALLY, DUNDIGAL ,DUNDIGAL - GANDIMAISAMMA(M), Rangareddi, MEDCHAL MALKAJGIRIDISTRICT HYDERABAD, Telangana, India, 500043",Hyderabad,Telangana,India,XBRL_RegisteredOffice
GLAND PHARMA LIMITED,2,Corporate Office,"Plot No.11& 84,TSIIC, Phase-IV, Pashamylaram (V), Patancheru (M), Sangareddy District, Hyderabad, Telangana, India, 502307",Hyderabad,Telangana,India,XBRL_CorporateOffice
GlaxoSmithKline Pharmaceuticals Limited,1,Registered Office,"GlaxoSmithKline Pharmaceuticals Limited, GSK House, Worli, Dr Annie
Besant Road, Mumbai- 400030",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
GlaxoSmithKline Pharmaceuticals Limited,2,Plant,"Ambad, Nashik",Nashik,Maharashtra,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Glenmark Pharmaceuticals Limited,1,Registered Office,"B/2, Mahalaxmi Chambers, 22, Bhulabhai Desai Road,
Mumbai - 400026, Maharashtra, India",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Glenmark Pharmaceuticals Limited,2,Corporate Office,"Glenmark House, B. D. Sawant Marg, Chakala,
Off Western Express Highway, Andheri (E),
Mumbai - 400 099, Maharashtra, India",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Glenmark Pharmaceuticals Limited,3,Facility,"the Nashik facility to eliminate the
use of refrigerants and coolants",Nashik,Maharashtra,India,XBRL_TextExtraction
GLOBAL HEALTH LIMITED,1,Registered Office,"MEDANTA-MEDICLINIC, E-18, DEFENCE COLONY, 
NEW DELHI 110024",Delhi,Delhi,India,XBRL_RegisteredOffice
GLOBAL HEALTH LIMITED,2,Corporate Office,"“Medanta The Medicity”, Sector 38, Gurugram, Haryana 122001",Gurugram,Haryana,India,XBRL_CorporateOffice
GLOBAL HEALTH LIMITED,3,Plant,"Gurgaon, New Delhi, Lucknow City, Indore, Patna",Gurgaon,Delhi,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
GODAWARI POWER AND ISPAT LIMITED,1,Registered Office,"PLOT NO.428/2, PHASE- 1 INDUSTRIAL AREA, SILTARA, RAIPUR, Chattisgarh, India, 492001",Raipur,,India,XBRL_RegisteredOffice
GODAWARI POWER AND ISPAT LIMITED,2,Corporate Office,"Hira Arcade, Near New Bus Stand, Pandri, Raipur Chhattisgarh 492001",Raipur,Chhattisgarh,India,XBRL_CorporateOffice
GODFREY PHILLIPS INDIA LIMITED,1,Registered Office,"Macropolo Building, Ground Floor, Rd. Babasaheb Ambedkar Road, Lalbaug, Mumbai– 400033, Maharashtra",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
GODFREY PHILLIPS INDIA LIMITED,2,Corporate Office,"14, Omaxe Square, Jasola District Centre, New Delhi, Delhi 110025",Delhi,Delhi,India,XBRL_CorporateOffice
GODFREY PHILLIPS INDIA LIMITED,3,Plant,"Guldhar, Meerut Road, Ghaziabad 201003",Meerut,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
GODREJ AGROVET LIMITED,1,Registered Office,"“Godrej One”, 3rd Floor,  Pirojshanagar, Eastern Express Highway, Vikhroli (East), Mumbai – 400 079,  Maharashtra, India",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
GODREJ AGROVET LIMITED,2,Plant,"Erode - Tamil Nadu, Coimbatore - Tamil Nadu, Tumakaru - Karnataka, Malkajgiri - Telangana, Pune - Maharashtra, Surat - Gujarat, Ludhiana - Punjab, Vaishali - Bihar, Ajmer - Rajasthan, Indore - Madhya Pradesh, Varanasi - Uttar Pradesh, Bundi - Rajasthan, Puducherry",Coimbatore,Maharashtra,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Godrej Consumer Products Limited,1,Registered Office,"Godrej One, Pirojshanagar, Eastern Express Highway, Vikhroli
(E), Mumbai 400 079",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Godrej Consumer Products Limited,2,Plant,"Our plants in Karaikal, Chennai, Kathua and Malanpur – Coil 6, Coil 7, Coil 9, Coil 11, Conso,
Kathua, MM Nagar, and Malanpur are considered in FY 24-25 and FY23-24",Chennai,Tamil Nadu,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Godrej Industries Limited,1,Registered Office,"Godrej One, Pirojshanagar, Eastern Express Highway, Vikhroli (East), Mumbai – 400 079, Maharashtra.",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Godrej Industries Limited,2,Plant,Valia In Gujarat and Ambernath in Maharashtra,,Maharashtra,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Godrej Properties Limited,1,Registered Office,"Godrej One, 5th Floor, Pirojshanagar, Eastern Express Highway, Vikhroli (East), Mumbai – 400079",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Go Digit General Insurance Limited,1,Registered Office,"1st to 6th Floor, Ananta One, Pride Hotel Lane, Narveer Tanaji Wadi, City Survey No.1579, Shivajinagar, Pune, Pune, Maharashtra, India, 411005",Pune,Maharashtra,India,XBRL_RegisteredOffice
Go Digit General Insurance Limited,2,Corporate Office,"Atlantis, 95, 4th B Cross Road, Koramangala Industrial Layout, 5th Block, Bengaluru 560095",Bengaluru,Karnataka,India,XBRL_CorporateOffice
GRANULES INDIA LIMITED,1,Registered Office,"15th Floor, Granules Tower,Botanical Garden Road, Kondapur, Hyderabad – 500084, Telangana, India.",Hyderabad,Telangana,India,XBRL_RegisteredOffice
GRANULES INDIA LIMITED,2,Corporate Office,"15th Floor, Granules Tower, Botanical Garden Road, Kondapur, Hyderabad – 500084, Telangana, India.",Hyderabad,Telangana,India,XBRL_CorporateOffice
GRANULES INDIA LIMITED,3,Plant,"Hyderabad (Gagillapur, Bonthapally, Jeedimetla, Pragathi Nagar, Shameerpet), Visakhapatnam (Parawada) and Pune",Hyderabad,Telangana,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
GRAPHITE INDIA LIMITED,1,Registered Office,"31, Chowringhee Road, Kolkata - 700 016",Kolkata,West Bengal,India,XBRL_RegisteredOffice
GRAPHITE INDIA LIMITED,2,Plant,"Titlagarh, Bolangir District, Odisha",,Odisha,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Grasim Industries Limited,1,Registered Office,"Birlagram, Nagda – 456 331, Madhya Pradesh, India",,Madhya Pradesh,India,XBRL_RegisteredOffice
Grasim Industries Limited,2,Corporate Office,"Aditya Birla Centre, ‘A’ Wing, 2nd Floor,S. K. Ahire Marg, Worli, Mumbai – 400 030, Maharashtra, India",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Grasim Industries Limited,3,Plant,"Cellulosic Fibres - Vilayat, Kharach, Nagda, Harihar, Veraval. 
Chemicals - Nagda, Veraval, Vilayat, Balabhadhrapuram,Ganjam. 
Paints - Panipat, Cheyyar, Ludhiana.
Textiles - Malanpur, Kolhapur. 
Insulators - Halol.",Panipat,Haryana,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Grindwell Norton Limited,1,Registered Office,"5th Level, Leela Business Park, Andheri-Kurla Road Marol, Andheri (East), Mumbai 400 059",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Grindwell Norton Limited,2,Plant,All sites of GNO,,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Gujarat Ambuja Exports Limited,1,Registered Office,"""Ambuja Tower"", Opp. Sindhu Bhavan, Sindhu Bhavan Road, PO - Thaltej, Bodakdev, Ahmedabad - 380054",Ahmedabad,Gujarat,India,XBRL_RegisteredOffice
Gujarat Fluorochemicals Limited,1,Registered Office,"Plot No. 1, Khasra Nos. 264 to 267, Industrial Area, Village Basal, Una, Himachal Pradesh - 174303",,Himachal Pradesh,India,XBRL_RegisteredOffice
Gujarat Fluorochemicals Limited,2,Corporate Office,"Inox Towers, 17 Sector 16 A, Noida - 201301, Uttar Pradesh",Noida,Uttar Pradesh,India,XBRL_CorporateOffice
Gujarat Fluorochemicals Limited,3,Plant,"All our facilities are located in safe zones as classified by the Central Ground Water Authority
(CGWA)",,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
GUJARAT GAS LIMITED,1,Registered Office,"Gujarat Gas Limited, Gujarat Gas CNG Station Sector 5/C, Gandhinagar, Gandhinagar, Gujarat, India, 382006",Gandhinagar,Gujarat,India,XBRL_RegisteredOffice
GUJARAT GAS LIMITED,2,Corporate Office,"Office No. 4 & 5, Gr. Floor IT Tower-2, Infocity, Gandhinagar,Gujarat - 382009",Gandhinagar,Gujarat,India,XBRL_CorporateOffice
GUJARAT GAS LIMITED,3,Plant,"Corporate office of Gandhinagar, Offices, CNG & CGS stations of Dadra & Nagar Haveli (DNH), Gandhinagar, Kutch, Jalore, Sirohi, Ujjain, Dewas, Indore, Ratlam, Jhabua, Banswara, Dungarpur, Amritsar, Bathinda, Hoshiarpur, Gurdaspur, Sirsa, Fatehabad, Mansa, Ferozepur, Faridkot, Sri Muktsar Sahib, Warehouses in Silvasa, Gandhinagar, Amritsar, Bathinda, Sirsa, Ratlam, Sirohi",Gandhinagar,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Gujarat Pipavav Port Limited,1,Registered Office,"Pipavav Port, At Post Rampara-2 via Rajula Dist Amreli - 365560",,,India,XBRL_RegisteredOffice
Gujarat Pipavav Port Limited,2,Corporate Office,"5th Floor, Godrej Two, Pirojshanagar, Vikhroli East, Mumbai - 400079",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Gujarat State Petronet Limited,1,Registered Office,"GSPC Bhavan, Behind Udyog Bhavan, Sector-11, Gandhinagar-382 010, Gujarat, India.",Gandhinagar,Gujarat,India,XBRL_RegisteredOffice
Gujarat State Petronet Limited,2,Corporate Office,"GSPL Bhavan, E-18, GIDC Electronics Estate, Nr. K-7 Circle, Sector – 26, Gandhinagar",Gandhinagar,,India,XBRL_CorporateOffice
Gujarat State Petronet Limited,3,Plant,"Vadodara, Bhavnagar, Anjar, Ahmedabad & Gandhinagar",Vadodara,Gujarat,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
G R Infraprojects Limited,1,Registered Office,"Revenue Block No. 223, Old Survey No. 384/1, 384/2, Paiki and 384/3, Khata No. 464, Kochariya, Ahmedabad, Gujarat - 382220, India",Ahmedabad,Gujarat,India,XBRL_RegisteredOffice
G R Infraprojects Limited,2,Corporate Office,"G R Infraprojects Limited, 2nd Floor, Novus Tower, Plot No. 18, Sector 18, Gurugram, Haryana - 122015, India",Gurugram,Haryana,India,XBRL_CorporateOffice
Happiest Minds Technologies Limited,1,Registered Office,"53/1-4, Hosur, Main Road, Madivala, Bengaluru-560068, Karnataka",Hosur,Karnataka,India,XBRL_RegisteredOffice
Happy Forgings Limited,1,Registered Office,"BXXIX-2254/1, Kanganwal Road, P.O. Jugiana, Ludhiana-141120",Ludhiana,,India,XBRL_RegisteredOffice
Happy Forgings Limited,2,Corporate Office,"Happy Forgings Ltd., H.B. No. 220, P.O. Rajgarh, Village Dugri, Ludhiana-141421",Ludhiana,,India,XBRL_CorporateOffice
Havells India Limited,1,Registered Office,"904, 9th Floor, Surya Kiran Building, KG Marg, Connaught Place, New Delhi – 110001",Delhi,Delhi,India,XBRL_RegisteredOffice
Havells India Limited,2,Corporate Office,"QRG Towers, 2D, Sector – 126, Expressway, Noida – 201304",Noida,Uttar Pradesh,India,XBRL_CorporateOffice
Havells India Limited,3,Plant,"Sahibabad, Faridabad, Alwar, Neemrana, Ghiloth, Tumakuru, Noida",Faridabad,Haryana,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
HCL Technologies Limited,1,Registered Office,"806, Siddharth, 96, Nehru Place, New Delhi - 110019, India",Delhi,Delhi,India,XBRL_RegisteredOffice
HCL Technologies Limited,2,Corporate Office,"Technology Hub, Special Economic Zone, Plot No. 3A, Sector 126, Noida - 201304, U.P., India",Noida,Uttar Pradesh,India,XBRL_CorporateOffice
HCL Technologies Limited,3,Plant,"Bengaluru (Bangalore), Chennai, Gurugram, Hyderabad, Lucknow, Madurai, Nagpur, Noida, Pune, Vijayawada",Bengaluru,Karnataka,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
HDFC Asset Management Company Limited,1,Registered Office,"HDFC House, 2nd Floor, H.T. Parekh Marg, 165-166, Backbay Reclamation, Churchgate, Mumbai – 400 020",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
HDFC Bank Limited,1,Registered Office,"HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
HDFC Bank Limited,2,Corporate Office,"HDFC Bank House, Shiv Sagar Estate, Dr Annie Besant Road, Worli, Mumbai - 400 018",Mumbai,Maharashtra,India,XBRL_CorporateOffice
HDFC Life Insurance Company Limited,1,Registered Office,"13th Floor, Lodha Excelus, Apollo Mills Compound, N.M Joshi Marg, Mahalaxmi, Mumbai- 400 011",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
HDFC Life Insurance Company Limited,2,Corporate Office,"12th, 13th and 14th Floor, Lodha Excelus, Apollo Mills Compound, N.M Joshi Marg, Mahalaxmi, Mumbai- 400 011",Mumbai,Maharashtra,India,XBRL_CorporateOffice
HEG Limited,1,Registered Office,"Mandideep, Near Bhopal Dist. Raisen MP- 462046",Bhopal,Madhya Pradesh,India,XBRL_RegisteredOffice
HEG Limited,2,Corporate Office,"Bhilwara Towers, A-12, Sector-1, Noida - 201301",Noida,Uttar Pradesh,India,XBRL_CorporateOffice
HERO MOTOCORP LIMITED,1,Registered Office,"THE GRAND PLAZA, PLOT NO. 2 NELSON MANDELA ROAD, VASANT KUNJ - PHASE - II, NEW DELHI - 110070",Delhi,Delhi,India,XBRL_RegisteredOffice
HERO MOTOCORP LIMITED,2,Plant,Haryana and Rajasthan,,Rajasthan,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
HFCL Limited,1,Registered Office,"8, Electronics Complex, Chambaghat, Solan - 173213, Himachal Pradesh",,Himachal Pradesh,India,XBRL_RegisteredOffice
HFCL Limited,2,Corporate Office,"8, Commercial Complex, Masjid Moth, Greater Kailash- II, New Delhi-110 048",Delhi,Delhi,India,XBRL_CorporateOffice
HFCL Limited,3,Plant,"HFCL Telecom Plant at Manesar, HFCL Haryana Offices: (Building 28, Sector 32, Gurugram;
Building No. 38, Sector 38, Gurugram; Plot No. 229, Udyog Vihar Phase 1, Sector 20, Gurugram), HFCL Corporate
Office Delhi (8, Commercial Complex, Masjid Moth, Greater Kailash – II, New Delhi), Jharkhand Office - Ranchi,
Punjab Office - Ferozepur, Ludhiana, UP Office - Lucknow, Rajasthan Office- Jaipur, Karnataka Office - Bangalore",Manesar,Karnataka,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
HFCL Limited,4,Facility,Delhi and  Gurugram Office,Delhi,Delhi,India,XBRL_TextExtraction
HFCL Limited,5,Facility,Manesar has obtained EPR Registration under the,Manesar,,India,XBRL_TextExtraction
Himadri Speciality Chemical Limited,1,Registered Office,"23-A, Netaji Subhas Road, 8th Floor, Suite No. 15, Kolkata – 700001",Kolkata,West Bengal,India,XBRL_RegisteredOffice
Himadri Speciality Chemical Limited,2,Corporate Office,"8, India Exchange Place, 2nd Floor, Kolkata -700001",Kolkata,West Bengal,India,XBRL_CorporateOffice
HINDALCO INDUSTRIES LIMITED,1,Registered Office,"21st Floor, One International Center, Tower 4, Near Prabhadevi Railway Station, Senapati Bapat Marg, Prabhadevi, Mumbai, Maharashtra- 400013. India w.e.f. Dec 1, 2023",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
HINDALCO INDUSTRIES LIMITED,2,Corporate Office,"7th Floor, Birla Centurion, Pandurang Budhkar Marg, Worli, Mumbai – 400030, India",Mumbai,Maharashtra,India,XBRL_CorporateOffice
HINDALCO INDUSTRIES LIMITED,3,Plant,"Dahej, Belagavi, Kuppam",,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
HINDUSTAN AERONAUTICS LIMITED,1,Registered Office,"15/1, CUBBON ROAD, BANGALURU - 560001",,,India,XBRL_RegisteredOffice
HINDUSTAN COPPER LIMITED,1,Registered Office,"‘Tamra Bhavan’ 1, Ashutosh Chowdhury Avenue, Kolkata – 700019, West Bengal, India",Kolkata,West Bengal,India,XBRL_RegisteredOffice
HINDUSTAN COPPER LIMITED,2,Plant,"Khetri Copper Complex (KCC), Khetri, Jhunjhunu, Rajasthan",,Rajasthan,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Hindustan Petroleum Corporation Limited,1,Registered Office,"Petroleum House, 17, Jamshedji Tata Road, Churchgate, Mumbai
400020",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Hindustan Petroleum Corporation Limited,2,Corporate Office,Same as above,,,India,XBRL_CorporateOffice
Hindustan Petroleum Corporation Limited,3,Plant,"Aviation Service Facilities : Bhuj, Goa, Kurnool
CGD Facility : Ahmedabad, Jind
LPG Plants : Ajmer, Bhatinda, Cherlapally,
Gandhinagar, Jamshedpur, Jind,
Kota, Loni
Lube Plants : Chennai, Silvassa
Pipeline Stations : Ajmer, Awa, Bachau, Bharatpur,
Bhatinda, Cherlapally, Jaipur,
Palanpur, Tikrikalan, Vadodara
POL Depots/ Terminals : Ajmer, Bengaluru, Bharatpur,
Bhatinda, Chennai,
Indore, Jaipur, Jalandhar,
Jodhpur, Vadodara
Retail (COMCOs) : Bengaluru Based – 3 nos
Admin Offices : HP Green R&D Centre, IS
Centre Hyderabad",Kurnool,Goa,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Hindustan Petroleum Corporation Limited,4,Facility,Mumbai Refinery,Mumbai,Maharashtra,India,XBRL_TextExtraction
Hindustan Unilever Limited,1,Registered Office,"Unilever House, B. D. Sawant Marg, Chakala, Andheri (East),Mumbai-400099",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Hindustan Unilever Limited,2,Plant,"As per the Central Ground Water Authority, the below locations are in water-stressed areas: Chhindwara, Nabha,
Rajpura, Sonipat, Pondicherry, Amli, Dapada, and Nashik.",Nashik,Maharashtra,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Hindustan Unilever Limited,3,Facility,the Existing HUL Nashik Factory,Nashik,Maharashtra,India,XBRL_TextExtraction
Hindustan Zinc Limited,1,Registered Office,"Yashad Bhavan, Udaipur, Rajasthan 313004 - India",Udaipur,Rajasthan,India,XBRL_RegisteredOffice
Hindustan Zinc Limited,2,Plant,"Chanderiya Lead Zinc Smelter, Dariba Smelting Complex, Rajpura Dariba Mine, Sindesar Khurd Mine, Rampura Agucha Mine, Kayad Mine, Zawar Mines, Zinc Smelter Debari.",,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Hitachi Energy India Limited,1,Registered Office,"8th Floor, Brigade Opus, 70/401, Kodigehalli Main Road, Bengaluru - 560092",Bengaluru,Karnataka,India,XBRL_RegisteredOffice
Home First Finance Company India Limited,1,Registered Office,"511, Acme Plaza, Andheri Kurla Road,
Mumbai – 400059",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Home First Finance Company India Limited,2,Corporate Office,same as above,,,India,XBRL_CorporateOffice
Honasa Consumer Limited,1,Registered Office,"Unit No. 404, 4th Floor, City Centre,
Plot No. 05, Sector – 12, Dwarka, New Delhi – 110075",Delhi,Delhi,India,XBRL_RegisteredOffice
Honasa Consumer Limited,2,Corporate Office,"10th and 11th Floor, Capital Cyberscape
Ullahwas, Bhondsi, Gurgaon, Haryana – 122102",Gurgaon,Haryana,India,XBRL_CorporateOffice
HONEYWELL AUTOMATION INDIA LIMITED,1,Registered Office,"56 & 57, HADAPSAR INDUSTRIALESTATE PUNE - 411 013., PUNE, Maharashtra, India, 411013",Pune,Maharashtra,India,XBRL_RegisteredOffice
HONEYWELL AUTOMATION INDIA LIMITED,2,Plant,Fulgaon Plant,,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
ICICI Bank Limited,1,Registered Office,"ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,XBRL_RegisteredOffice
ICICI Bank Limited,2,Corporate Office,"ICICI Bank Towers, Bandra-Kurla Complex, Mumbai 400051",Mumbai,Maharashtra,India,XBRL_CorporateOffice
ICICI Lombard General Insurance Company Limited,1,Registered Office,"ICICI Lombard General Insurance Company Limited, ICICI Lombard House, 414, Veer Savarkar Marg, Near Siddhi Vinayak Temple, Prabhadevi, Mumbai - 400 025",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
ICICI Prudential Life Insurance Company Limited,1,Registered Office,"ICICI Prulife Towers, 1089, Appasaheb Marathe Marg, Prabhadevi, Mumbai - 400 025",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
IDBI Bank Limited,1,Registered Office,"IDBI Tower, WTC Complex, Cuffe Parade, Mumbai - 400005",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
IDBI Bank Limited,2,Facility,Mumbai and all its Zonal Offices,Mumbai,Maharashtra,India,XBRL_TextExtraction
IDFC FIRST Bank Limited,1,Registered Office,"KRM Tower, 7th Floor, No. 1, Harrington Road, Chetpet, Chennai – 600 031, Tamil Nadu, India.",Chennai,Tamil Nadu,India,XBRL_RegisteredOffice
IDFC FIRST Bank Limited,2,Corporate Office,"IDFC FIRST Bank Tower, The Square, C-61, G-Block, Bandra-Kurla Complex, Bandra (East), Mumbai – 400 051, Maharashtra, India.",Mumbai,Maharashtra,India,XBRL_CorporateOffice
IFCI Limited,1,Registered Office,"IFCI Limited, IFCI Tower, 61 Nehru Place, New Delhi-110019",Delhi,Delhi,India,XBRL_RegisteredOffice
IIFL Finance Limited,1,Registered Office,"IIFL House, Sun Infotech Park, Road No. 16V, Plot No. B-23, Thane Industrial Area, Wagle Estate, Thane – 400604",Thane,,India,XBRL_RegisteredOffice
IIFL Finance Limited,2,Corporate Office,"802, 8th Floor, Hubtown Solaris, N.S. Phadke Marg, Vijay Nagar, Andheri East, Mumbai - 400069",Mumbai,Maharashtra,India,XBRL_CorporateOffice
Indegene Limited,1,Registered Office,"Aspen G4, 3rd Floor, Manyata Embassy Business Park Outer Ring Road, Nagavara, Bangalore, Karnataka, India – 560 045",Bangalore,Karnataka,India,XBRL_RegisteredOffice
INDIAMART INTERMESH LIMITED,1,Registered Office,"1st Floor, 29-Daryaganj, Netaji Subash Marg, New Delhi- 110002",Delhi,Delhi,India,XBRL_RegisteredOffice
INDIAMART INTERMESH LIMITED,2,Corporate Office,"6th floor, Tower 2, Assotech Business Cresterra, Plot No.22, Sec 135, Noida - 201305, Uttar Pradesh",Noida,Uttar Pradesh,India,XBRL_CorporateOffice
Indian Bank,1,Registered Office,"66, Rajaji Salai, Chennai 600 001",Chennai,Tamil Nadu,India,XBRL_RegisteredOffice
Indian Bank,2,Corporate Office,"254-260, Avvai Shanmugam Salai, Royapettah, Chennai – 600 014",Chennai,Tamil Nadu,India,XBRL_CorporateOffice
Indian Energy Exchange Limited,1,Registered Office,"1st Floor, Unit No.1.14(a), Avanta Business Centre Southern Park, D-2, District Centre, Saket New Delhi 110017, India",Delhi,Delhi,India,XBRL_RegisteredOffice
Indian Energy Exchange Limited,2,Corporate Office,"Plot No. C-001/A/1, 9th Floor, Max Towers Sector 16B, Noida, Gautam Buddha Nagar, Uttar Pradesh-201301,India",Noida,Uttar Pradesh,India,XBRL_CorporateOffice
Indian Oil Corporation Limited,1,Registered Office,"IndianOil Bhavan, G-9, Ali Yavar Jung Marg. Bandra (East), Mumbai-400051.",Mumbai,Maharashtra,India,XBRL_RegisteredOffice
Indian Oil Corporation Limited,2,Corporate Office,"3079/3, Sadiq Nagar, J. B. Tito Marg, New Delhi-110049",Delhi,Delhi,India,XBRL_CorporateOffice
Indian Oil Corporation Limited,3,Plant,Gujarat Refinery,,Gujarat,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1
Indian Oil Corporation Limited,4,Plant,Panipat Refinery,Panipat,Haryana,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress2
Indian Oil Corporation Limited,5,Plant,Mathura Refinery,,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress3
Indian Oil Corporation Limited,6,Plant,Marketing Division,,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress4
Indian Oil Corporation Limited,7,Plant,Pipeline Division,,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress5
Indian Oil Corporation Limited,8,Facility,Panipat with,Panipat,Haryana,India,XBRL_TextExtraction
INDIAN OVERSEAS BANK,1,Registered Office,"763, Anna Salai, Chennai-600002",Chennai,Tamil Nadu,India,XBRL_RegisteredOffice
