Company_Name,Sector,City,State,Revenue_Cr,Base_MSA_Loss,V7_Direct_EIF,V7_Scope3_Factor,MSA_Intensity_Direct,MSA_Intensity_Scope3,MSA_Intensity_V7_Total,Scope3_Biodiversity_MSA,Data_Tier,Confidence,Scope1_GHG_tCO2e,Scope2_GHG_tCO2e,Scope3_GHG_tCO2e,Water_Consumption_KL,Waste_Generated_MT,Hazardous_Air_Pollutants,Total_GHG_Emissions_tCO2e,GHG_Emissions_Normalized,Water_Consumption_Normalized,Waste_Generated_Normalized,Pollution_Index,Data_Quality_Flag
Latent View Analytics Limited,Chemicals & Fertilizers,Kolkata,West Bengal,654.0,0.58,0.0374641669027132,0.005225,0.033225102146137,0.005225,0.038450102146137,0.00341715,Tier 2,75%,1.12,400.79,1921.5,3964.0,4.88,0.0,2323.41,3552.61,6061.16,7.46,0.0,OK
Lemon Tree Hotels Limited,Chemicals & Fertilizers,Hyderabad,Telangana,954.0,0.45,0.0374641669027132,0.005225,0.0176717768409024,0.005225,0.0228967768409024,0.0049846499999999,Tier 2,75%,9485.86,34744.0,,877849.0,396.85,,44229.86,46362.54,920177.15,415.99,,OK
Life Insurance Corporation of India,Financial Services,Pune,Maharashtra,488799.52968841855,0.42,0.0011797441546504,0.000297,1.0136927612614846e-06,0.000297,0.0002980136927612,0.1451734603174603,Tier 2,75%,27014.0,84102.0,,1267441.0,2372.0,,111116.0,227.32,2592.97,4.85,,OK
Linde India Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,2633.0,0.51,0.0374641669027132,0.005225,0.0072566369617864,0.005225,0.0124816369617864,0.013757425,Tier 2,75%,2863.59,1320627.48,,3953867.0,265.6,0.0,1323491.07,502655.17,1501658.56,100.87,0.0,OK
Lloyds Metals and Energy Limited,Steel & Iron,Mumbai,Maharashtra,6547.0,0.55,0.0840934065650114,0.0096249999999999,0.0070645140691547,0.0096249999999999,0.0166895140691546,0.0630148749999993,Tier 2,75%,696745.33,12336.66,,1477796.0,328797.55,0.0,709081.99,108306.4,225721.09,50221.1,0.0,OK
Lupin Limited,Pharmaceuticals & Healthcare,Delhi,Delhi,20011.0,0.62,0.0144770016599194,0.003465,0.0004485403542626,0.003465,0.0039135403542626,0.069338115,Tier 2,75%,80181.0,245290.0,1018684.0,1704375.0,63619.0,0.0,1344155.0,67170.81,85171.91,3179.2,0.0,OK
MACROTECH DEVELOPERS LIMITED,Real Estate & Construction,Bangalore,Karnataka,10316.0,0.48,0.07,0.0035,0.0032570763861962,0.0035,0.0067570763861962,0.036106,Tier 2,75%,3179.76,0.0,1380388.89,967284.0,160145.55,0.0,1383568.65,134118.71,93765.41,15524.0,0.0,OK
MAHARASHTRA SCOOTERS LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,170.0,0.52,0.0374641669027132,0.005225,0.1145962752318286,0.005225,0.1198212752318286,0.0008882499999999,Tier 2,75%,,,,0.0,0.0,,,,0.0,0.0,,PARTIAL ENV DATA
MANKIND PHARMA LIMITED,Pharmaceuticals & Healthcare,Kolkata,West Bengal,10335.0,0.58,0.0144770016599194,0.003465,0.0008124490529998,0.003465,0.0042774490529998,0.035810775,Tier 2,75%,6538.0,29205.0,,414161.6,14955.29,0.0,35743.0,3458.44,40073.69,1447.05,0.0,OK
MAX HEALTHCARE INSTITUTE LIMITED,Pharmaceuticals & Healthcare,Hyderabad,Telangana,6649.0,0.45,0.0144770016599194,0.003465,0.0009797940663203,0.003465,0.0044447940663203,0.023038785,Tier 2,75%,7264.37,53359.93,,1069719.48,11795.77,0.0,60624.3,9117.81,160884.27,1774.07,0.0,OK
MOIL Limited,Oil & Gas,Ahmedabad,Gujarat,1452.0,0.51,0.0971185610539406,0.0154274999999999,0.0341118912792766,0.0154274999999999,0.0495393912792765,0.0224007299999998,Tier 2,75%,7841.88,73110.94,0.0,939809.0,2543324.83,0.0,80952.82,55752.63,647251.38,1751601.12,0.0,OK
MRF Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,25169.0,0.55,0.0374641669027132,0.005225,0.0008186774125508,0.005225,0.0060436774125508,0.131508025,Tier 2,75%,594035.0,604767.0,,3084368.0,51166.17,0.0,1198802.0,47630.1,122546.31,2032.9,0.0,OK
MUTHOOT FINANCE LIMITED,Financial Services,Delhi,Delhi,13162.0,0.62,0.0011797441546504,0.000297,5.557220603884273e-05,0.000297,0.0003525722060388,0.003909114,Tier 2,75%,128.58,75722.52,31686.18,394483.5,9.61,,107537.28,8170.28,29971.39,0.73,,OK
Mahanagar Gas Limited,Oil & Gas,Bangalore,Karnataka,15636.0,0.48,0.0971185610539406,0.0154274999999999,0.0029813833017326,0.0154274999999999,0.0184088833017325,0.2412243899999984,Tier 2,75%,283681.0,113855.0,3427432.0,50446.0,93.84,0.0,3824968.0,244625.74,3226.27,6.0,0.0,OK
Maharashtra Seamless Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,5597.0,0.52,0.0374641669027132,0.005225,0.0034806801481884,0.005225,0.0087056801481884,0.0292443249999999,Tier 2,75%,99103.0,0.0,,559712.0,22.41,0.0,99103.0,17706.45,100002.14,4.0,0.0,OK
Mahindra  Mahindra Financial Services Limited,Financial Services,Kolkata,West Bengal,15910.0,0.58,0.0011797441546504,0.000297,4.300764360133451e-05,0.000297,0.0003400076436013,0.00472527,Tier 2,75%,4022.02,13182.91,7758.45,8301.8,5.32,0.0,24963.38,1569.04,521.8,0.33,0.0,OK
Mahindra  Mahindra Limited,Chemicals & Fertilizers,Hyderabad,Telangana,139078.0,0.45,0.0374641669027132,0.005225,0.0001212188491797,0.005225,0.0053462188491797,0.72668255,Tier 2,75%,67829.0,249830.0,94555745.0,2910511.0,195662.225,0.0,94873404.0,682159.68,20927.18,1406.85,0.0,OK
Mahindra Holidays  Resorts India Limited,Chemicals & Fertilizers,Pune,Maharashtra,1544.912202355393,0.42,0.0374641669027132,0.005225,0.0101850125043674,0.005225,0.0154100125043674,0.0080721662573069,Tier 2,75%,7961.0,28156.0,,1405578.0,1187.73,,36117.0,23378.03,909810.93,768.8,,OK
Mahindra Lifespace Developers Limited,Real Estate & Construction,Ahmedabad,Gujarat,282.0,0.51,0.07,0.0035,0.126595744680851,0.0035,0.130095744680851,0.000987,Tier 2,75%,281.56,2396.81,457510.05,3218487.76,26708.1062,0.0,460188.42,1631873.83,11413077.16,94709.6,0.0,OUTLIER - VERIFY
Man Infraconstruction Limited,Cement Manufacturing,Mumbai,Maharashtra,1368.0,0.55,0.0777832037429109,0.0033,0.0312724868849422,0.0033,0.0345724868849422,0.0045144,Tier 2,75%,621.97,159.69,,20128.66,0.0,0.0,781.6600000000001,571.39,14713.93,0.0,0.0,OK
Manappuram Finance Limited,Financial Services,Delhi,Delhi,8846.0,0.62,0.0011797441546504,0.000297,8.268611529315487e-05,0.000297,0.0003796861152931,0.002627262,Tier 2,75%,128.07,14424.98,,21601.7,3.67,,14553.05,1645.16,2441.97,0.41,,OK
Marico Limited,Pharmaceuticals & Healthcare,Bangalore,Karnataka,9653.0,0.48,0.0144770016599194,0.003465,0.0007198757688554,0.003465,0.0041848757688554,0.033447645,Tier 2,75%,1207.5,9534.9,549808.0,144659.2,3384.887,0.0,560550.4,58070.07,14985.93,350.66,0.0,OK
Maruti Suzuki India Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,140933.0,0.52,0.0374641669027132,0.005225,0.0001382314063378,0.005225,0.0053632314063378,0.736374925,Tier 2,75%,225537.0,215368.0,32264576.0,2128699.0,188768.14,0.0,32705481.0,232064.04,15104.33,1339.42,0.0,OK
Mastek Limited,Chemicals & Fertilizers,Kolkata,West Bengal,3056.0,0.58,0.0374641669027132,0.005225,0.0071103458126877,0.005225,0.0123353458126877,0.0159676,Tier 2,75%,0.0,0.0,0.0,17089.56,42.35,0.0,0.0,0.0,5592.13,13.86,0.0,OK
Max Financial Services Limited,Financial Services,Hyderabad,Telangana,42677.0,0.45,0.0011797441546504,0.000297,1.2439601415110717e-05,0.000297,0.0003094396014151,0.012675069,Tier 2,75%,293.2,7759.43,,365971.41,64.67372,,8052.63,188.69,8575.38,1.52,,OK
Mazagon Dock Shipbuilders Limited,Transportation & Logistics,Pune,Maharashtra,9467.0,0.42,0.065,0.0125,0.002883701278124,0.0125,0.015383701278124,0.1183375,Tier 2,75%,594.84,10282.39,316.19,381718.0,70372.46,0.0,11193.42,1182.36,40320.9,7433.45,0.0,OK
MedPlus Health Services Limited,Pharmaceuticals & Healthcare,Ahmedabad,Gujarat,5611.0,0.51,0.0144770016599194,0.003465,0.001315856504466,0.003465,0.004780856504466,0.019442115,Tier 2,75%,1531.67,37135.47,,5710.16,1442.47,,38667.14,6891.31,1017.67,257.08,,OK
Metro Brands Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,2355.0,0.55,0.0374641669027132,0.005225,0.0087495931195296,0.005225,0.0139745931195296,0.012304875,Tier 2,75%,345.54,19752.29,31653.52,102768.03,91.968,,51751.350000000006,21975.1,43638.23,39.05,,OK
Metropolis Healthcare Limited,Pharmaceuticals & Healthcare,Delhi,Delhi,1190.0,0.62,0.0144770016599194,0.003465,0.0075426395202941,0.003465,0.0110076395202941,0.00412335,Tier 2,75%,132.12,9267.93,2387.15,3490118.0,460.304,,11787.2,9905.21,2932872.27,386.81,,OK
Mishra Dhatu Nigam Limited,Chemicals & Fertilizers,Bangalore,Karnataka,1072.0,0.48,0.0374641669027132,0.005225,0.0167750001056924,0.005225,0.0220000001056924,0.0056012,Tier 2,75%,15295.01,44831.51,,357682.0,112.41,0.0,60126.52,56088.17,333658.58,104.86,0.0,OK
Motherson Sumi Wiring India Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,8326.0,0.52,0.0374641669027132,0.005225,0.0023398230590212,0.005225,0.0075648230590212,0.0435033499999999,Tier 2,75%,1491.0,23471.0,,671518.0,7188.31,0.0,24962.0,3747.2976219072784,182560.65337496996,980.5428777324046,0.0,OK
Motilal Oswal Financial Services Limited,Financial Services,Kolkata,West Bengal,0.0009276460410557,0.58,0.0011797441546504,0.000297,737.621441167932,0.000297,737.621738167932,2.755108741935429e-10,Tier 2,75%,6.76,6369.77,11116.16,57986.63,25.93,,17492.690000000002,0.89,8.12,27952472.01,,OK
Mphasis Limited,Information Technology,Hyderabad,Telangana,13277.0,0.45,0.0009696637386769,0.000396,3.286500582997703e-05,0.000396,0.0004288650058299,0.005257692,Tier 2,75%,158.32,18047.77,2996.76,77987.0,195.9,,21202.85,1596.96,5873.84,14.75,,OK
NATCO Pharma Limited,Pharmaceuticals & Healthcare,Pune,Maharashtra,4122.0,0.42,0.0144770016599194,0.003465,0.0014750947833979,0.003465,0.0049400947833979,0.01428273,Tier 2,75%,28494.95,43630.35,,328629.0,5038.795,0.0,72125.3,17497.65,79725.62,1222.42,0.0,OK
NAVA LIMITED,Chemicals & Fertilizers,Ahmedabad,Gujarat,1612.0,0.51,0.0374641669027132,0.005225,0.01185280714664,0.005225,0.01707780714664,0.0084226999999999,Tier 2,75%,2712160.36,124214.95,,4449454.0,776828.41941,0.0,2836375.31,1759538.03,2760207.2,481903.49,0.0,OK
NBCC India Limited,Cement Manufacturing,Mumbai,Maharashtra,10433.0,0.55,0.0777832037429109,0.0033,0.0041005235367201,0.0033,0.0074005235367201,0.0344289,Tier 2,75%,2052.1,887.04,,17848.06,20.83,,2939.14,281.72,1710.73,2.0,,OK
NCC LIMITED,Chemicals & Fertilizers,Delhi,Delhi,20845.0,0.62,0.0374641669027132,0.005225,0.0011143095936522,0.005225,0.0063393095936522,0.1089151249999999,Tier 2,75%,119629.0,26248.0,1587895.0,2657535.0,4612.7,,1733772.0,83174.48,127490.29,221.29,,OK
NETWEB TECHNOLOGIES INDIA LIMITED,Information Technology,Bangalore,Karnataka,733.0,0.48,0.0009696637386769,0.000396,0.0006349776187788,0.000396,0.0010309776187788,0.000290268,Tier 2,75%,147.05,1104.58,353.04,9463.45,98.569,0.0,1604.6699999999998,2189.18,12910.57,134.47,0.0,OK
NHPC Limited,Power Generation,Chennai,Tamil Nadu,9632.0,0.52,0.1562256571307733,0.0054449999999999,0.0084341093965949,0.0054449999999999,0.0138791093965948,0.052446239999999,Tier 2,75%,4016.0,41528.0,0.0,1686583.0,25790.47,0.0,45544.0,4728.41,175102.06,2677.58,0.0,OK
NLC India Limited,Chemicals & Fertilizers,Kolkata,West Bengal,12358.0,0.58,0.0374641669027132,0.005225,0.001758311765947,0.005225,0.006983311765947,0.0645705499999999,Tier 2,75%,30079691.55,44935.21,0.0,229891269.69,3516480.17,0.0,30124626.76,2437661.98,18602.0,284550.91,0.0,OUTLIER - VERIFY
NMDC Limited,Steel & Iron,Hyderabad,Telangana,21294.0,0.45,0.0840934065650114,0.0096249999999999,0.0017771218631659,0.0096249999999999,0.0114021218631658,0.2049547499999978,Tier 2,75%,103482.0,84202.0,67620577.0,9245028.0,13851916.95,0.0,67808261.0,8.81,434161.17,650507.98,0.0,OK
NMDC Steel Limited,Steel & Iron,Pune,Maharashtra,2328.0,0.42,0.0840934065650114,0.0096249999999999,0.0151714908751309,0.0096249999999999,0.0247964908751308,0.0224069999999997,Tier 2,75%,5574359.0,575885.0,,12717.0,1464471.29,0.0,6150244.0,2641857.39,5462.63,629068.42,0.0,OUTLIER - VERIFY
NTPC LIMITED,Power Generation,Ahmedabad,Gujarat,165707.0,0.51,0.1562256571307733,0.0054449999999999,0.0004808190670079,0.0054449999999999,0.0059258190670078,0.9022746149999832,Tier 2,75%,326959946.44,64979.66,1973049.64,6205341639.88,60294.19,8.66,328997975.74,1985419.9,3744.0,363.86,8.66,OUTLIER - VERIFY
NUVAMA WEALTH MANAGEMENT LIMITED,Financial Services,Mumbai,Maharashtra,3052.0,0.55,0.0011797441546504,0.000297,0.0002126013384854,0.000297,0.0005096013384854,0.000906444,Tier 2,75%,0.0,1231.95,6203.54,20222.0,218.442,,7435.49,2436.27,6625.82,71.57,,OK
Narayana Hrudayalaya Ltd,Pharmaceuticals & Healthcare,Delhi,Delhi,5003.0,0.62,0.0144770016599194,0.003465,0.0017940717627723,0.003465,0.0052590717627723,0.017335395,Tier 2,75%,17922.68,29412.45,180306.11,985908.0,7766.82,39.77,227641.24,9461.323206076355,197063.3619828103,1552.2686388167099,39.77,OK
Navin Fluorine International Limited,Chemicals & Fertilizers,Bangalore,Karnataka,2077.0,0.48,0.0374641669027132,0.005225,0.0086580645706799,0.005225,0.0138830645706799,0.010852325,Tier 2,75%,164451.34,46196.79,614868.6,1323835.64,83991.405,0.0,825516.73,397456.3,637378.74,40438.81,0.0,OK
Nestle India Limited,Pharmaceuticals & Healthcare,Chennai,Tamil Nadu,19121.0,0.52,0.0144770016599194,0.003465,0.0003937053952804,0.003465,0.0038587053952804,0.066254265,Tier 2,75%,147573.0,181638.0,,2665764.0,71617.0,0.0,329211.0,17217.24805188013,139415.51174101772,3745.463103394174,0.0,OK
Neuland Laboratories Limited,Chemicals & Fertilizers,Kolkata,West Bengal,1476.0,0.58,0.0374641669027132,0.005225,0.0147216916013371,0.005225,0.0199466916013371,0.0077120999999999,Tier 2,75%,27760.95,31059.61,128243.58,141490.4,7899.57,0.0,187064.14,126737.22,95860.7,5352.01,0.0,OK
Newgen Software Technologies Limited,Information Technology,Hyderabad,Telangana,1244.0,0.45,0.0009696637386769,0.000396,0.0003507626064345,0.000396,0.0007467626064345,0.000492624,Tier 2,75%,566.08,2331.04,,25507.58,42.6,0.0,2897.12,2328.87,20504.49,34.24,0.0,OK
Nippon Life India Asset Management Limited,Financial Services,Pune,Maharashtra,2348.317570930812,0.42,0.0011797441546504,0.000297,0.0002109989513712,0.000297,0.0005079989513712,0.0006974503185664,Tier 2,75%,72.32,1836.54,680.5,6205.71,38.53,,2589.36,1102.64,2642.62,16.41,,OK
Nuvoco Vistas Corporation Limited,Cement Manufacturing,Ahmedabad,Gujarat,10733.0,0.51,0.0777832037429109,0.0033,0.003696024774889,0.0033,0.006996024774889,0.0354189,Tier 2,75%,8931380.0,159751.0,,2727486.0,307060.743,0.0,9091131.0,847026.09,254121.49,28609.03,0.0,OK
Oberoi Realty Limited,Real Estate & Construction,Mumbai,Maharashtra,4819.0,0.55,0.07,0.0035,0.0079892093795393,0.0035,0.0114892093795393,0.0168665,Tier 2,75%,2806.81,24092.36,,121369.0,345999.033,0.0,26899.17,5581.9,25185.52,71798.93,0.0,OK
Oil India Limited,Oil & Gas,Delhi,Delhi,32044.0,0.62,0.0971185610539406,0.0154274999999999,0.0018790883739059,0.0154274999999999,0.0173065883739058,0.4943588099999967,Tier 2,75%,1245928.0,22477.0,16880000.0,2901555.79,8729.22,4.2,18148405.0,566358.91,90549.11,272.41,4.2,OK
Olectra Greentech Limited,Information Technology,Bangalore,Karnataka,1154.0,0.48,0.0009696637386769,0.000396,0.0004033263384444,0.000396,0.0007993263384444,0.0004569839999999,Tier 2,75%,17.98,3595.0,,15010.0,756.77,0.0,3612.98,3130.83,13006.93,655.78,0.0,OK
One 97 Communications Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,9978.0,0.52,0.0374641669027132,0.005225,0.0019524320294057,0.005225,0.0071774320294057,0.0521350499999999,Tier 2,75%,182.08,1817.46,34289.52,37318.31,327.16,0.0,36289.06,3636.91,3740.06,32.79,0.0,OK
Oracle Financial Services Software Limited,Information Technology,Kolkata,West Bengal,6373.0,0.58,0.0009696637386769,0.000396,8.824807287503561e-05,0.000396,0.000484248072875,0.002523708,Tier 2,75%,373.63,6819.0,,35464.0,112.3,0.0,7192.63,1128.61,5564.73,17.62,0.0,OK
PATANJALI FOODS LIMITED,Pharmaceuticals & Healthcare,Hyderabad,Telangana,31721.0,0.45,0.0144770016599194,0.003465,0.0002053734354832,0.003465,0.0036703734354832,0.109913265,Tier 2,75%,512498.0,81766.0,,3041377.0,64670.0,0.0,594264.0,18734.09,95878.98,2038.71,0.0,OK
PB FINTECH LIMITED,Information Technology,Pune,Maharashtra,3503.0,0.42,0.0009696637386769,0.000396,0.000116259997215,0.000396,0.000512259997215,0.001387188,Tier 2,75%,1954.0,8945.0,,10343.0,12.34,0.37,10899.0,3111.33,2952.61,3.52,0.37,OK
PI INDUSTRIES LIMITED,Chemicals & Fertilizers,Ahmedabad,Gujarat,7665.0,0.51,0.0374641669027132,0.005225,0.00249272343384,0.005225,0.00771772343384,0.040049625,Tier 2,75%,37199.79,113143.76,0.0,880411.2,118030.56,0.0,150343.55,19614.29,114861.21,15398.64,0.0,OK
PNB Housing Finance Limited,Financial Services,Mumbai,Maharashtra,7034.0,0.55,0.0011797441546504,0.000297,9.22461309436622e-05,0.000297,0.0003892461309436,0.0020890979999999,Tier 2,75%,6.97,4656.17,530.75,27464.22,3.81,,5193.89,738.4,3904.5,0.54,,OK
PNC Infratech Limited,Information Technology,Delhi,Delhi,8650.0,0.62,0.0009696637386769,0.000396,6.950190959302636e-05,0.000396,0.000465501909593,0.0034254,Tier 2,75%,214342.13,4945.07,,3732778.0,2089.13,0.0,219287.2,25351.12,431535.03,241.52,0.0,OK
POLY MEDICURE LIMITED,Pharmaceuticals & Healthcare,Bangalore,Karnataka,1368.0,0.48,0.0144770016599194,0.003465,0.0050796497052348,0.003465,0.0085446497052348,0.00474012,Tier 2,75%,3602.58,40088.73,,76120.91,2227.45,0.0,43691.310000000005,31938.09,55643.94,1628.25,0.0,OK
PTC Industries Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,2245.0,0.52,0.0374641669027132,0.005225,0.0086776689485126,0.005225,0.0139026689485126,0.011730125,Tier 2,75%,1305.67,9267.06,,7980.0,4436.64,0.0,10572.73,4709.46,3554.57,1976.23,0.0,OK
PUNJAB NATIONAL BANK,Financial Services,Kolkata,West Bengal,120534.0,0.58,0.0011797441546504,0.000297,5.676834832472432e-06,0.000297,0.0003026768348324,0.035798598,Tier 2,75%,10621.0,174100.0,67800402.6,1233678.0,24.74,,67985123.6,564032.75,10235.1,0.21,,OK
PVR INOX LIMITED,Chemicals & Fertilizers,Hyderabad,Telangana,6107.0,0.45,0.0374641669027132,0.005225,0.0027605821362732,0.005225,0.0079855821362732,0.0319090749999999,Tier 2,75%,11705.0,220755.0,,1008998.0,66.3552,0.0,232460.0,38064.52,165219.91,10.87,0.0,OK
Page Industries Limited,Chemicals & Fertilizers,Pune,Maharashtra,4582.0,0.42,0.0374641669027132,0.005225,0.0034340790264381,0.005225,0.0086590790264381,0.0239409499999999,Tier 2,75%,993.0,11945.0,518189.68,175627.81,6204.84,0.0,531127.6799999999,115916.12,38329.95,1354.18,0.0,OK
Persistent Systems Limited,Information Technology,Ahmedabad,Gujarat,9822.0,0.51,0.0009696637386769,0.000396,5.034906401193433e-05,0.000396,0.0004463490640119,0.003889512,Tier 2,75%,274.51,4541.04,3105.59,87333.81,122.19,0.0,7921.14,806.47,8891.65,12.44,0.0,OK
Petronet LNG Limited,Oil & Gas,Mumbai,Maharashtra,52729.0,0.55,0.0971185610539406,0.0154274999999999,0.0010130138743322,0.0154274999999999,0.0164405138743321,0.8134766474999947,Tier 2,75%,242656.83,177244.17,90552625.27,12693.42,15.93,0.0,90972526.27,1725284.5,240.73,0.3,0.0,OK
Pfizer Limited,Pharmaceuticals & Healthcare,Delhi,Delhi,2633.0,0.62,0.0144770016599194,0.003465,0.0034089407630649,0.003465,0.0068739407630649,0.009123345,Tier 2,75%,56.0,1619.0,,35255.0,143.2,0.0,1675.0,636.16,13389.67,54.39,0.0,OK
Pidilite Industries Limited,Chemicals & Fertilizers,Bangalore,Karnataka,12393.0,0.48,0.0374641669027132,0.005225,0.0014510449538693,0.005225,0.0066760449538693,0.0647534249999999,Tier 2,75%,8690.0,38535.0,,959185.0,21756.68,0.0,47225.0,3810.62,77397.32,1755.56,0.0,OK
Piramal Enterprises Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,7873.0,0.52,0.0374641669027132,0.005225,0.0024744527866646,0.005225,0.0076994527866646,0.041136425,Tier 2,75%,91.96,5843.39,,175365.88,161.8,,5935.35,753.89,22274.34,20.55,,OK
Piramal Pharma Limited,Pharmaceuticals & Healthcare,Kolkata,West Bengal,8172.0,0.58,0.0144770016599194,0.003465,0.0010274915519766,0.003465,0.0044924915519766,0.02831598,Tier 2,75%,32279.0,64667.0,,586366.0,21736.85,,96946.0,11863.19,71753.06,2659.92,,OK
Polycab India Limited,Pharmaceuticals & Healthcare,Hyderabad,Telangana,18039.0,0.45,0.0144770016599194,0.003465,0.0003611425659384,0.003465,0.0038261425659384,0.062505135,Tier 2,75%,29061.0,155118.0,5352123.0,296168.0,25005.0,0.0,5536302.0,306907.37,16418.21,1386.16,0.0,OK
Poonawalla Fincorp Limited,Chemicals & Fertilizers,Pune,Maharashtra,3168.0,0.42,0.0374641669027132,0.005225,0.0049668403090718,0.005225,0.0101918403090718,0.0165528,Tier 2,75%,347.1,2545.49,250144.89,297348.3,25.269,,253037.48,79872.94,93859.94,7.98,,OK
Power Finance Corporation Limited,Financial Services,Ahmedabad,Gujarat,91151.0,0.51,0.0011797441546504,0.000297,6.600799978845037e-06,0.000297,0.0003036007999788,0.027071847,Tier 2,75%,2.78,1182.41,,30772.28,0.38,,1185.19,13.0,337.6,0.0,,OK
Power Grid Corporation of India Limited,Power Generation,Mumbai,Maharashtra,46913.0,0.55,0.1562256571307733,0.0054449999999999,0.0018315629233245,0.0054449999999999,0.0072765629233244,0.2554412849999953,Tier 2,75%,49785.0,267643.0,,3017030.0,9332.967,,317428.0,6766.31,64311.17,198.94,,OK
Power Mech Projects Limited,Power Generation,Delhi,Delhi,4435.0,0.62,0.1562256571307733,0.0054449999999999,0.021839888933727,0.0054449999999999,0.0272848889337269,0.0241485749999995,Tier 2,75%,,,,10501.13,0.0,,,,2367.79,0.0,,PARTIAL ENV DATA
Praj Industries Limited,Chemicals & Fertilizers,Bangalore,Karnataka,3466.0,0.48,0.0374641669027132,0.005225,0.0051883439449804,0.005225,0.0104133439449804,0.0181098499999999,Tier 2,75%,1610.0,5986.0,,76531.0,292.5811,0.0,7596.0,2191.58,22080.5,84.41,0.0,OK
Prestige Estates Projects Limited,Real Estate & Construction,Chennai,Tamil Nadu,7735.0,0.52,0.07,0.0035,0.0047058823529411,0.0035,0.0082058823529411,0.0270725,Tier 2,75%,6941.54,60270.9,,584959.0,1725.32,0.0,67212.44,8689.39,75624.95,223.05,0.0,OK
Prism Johnson Limited,Cement Manufacturing,Kolkata,West Bengal,7654.0,0.58,0.0777832037429109,0.0033,0.0058942067116394,0.0033,0.0091942067116394,0.0252581999999999,Tier 2,75%,3828849.0,263658.0,,1627069.0,66545.45,0.0,4092507.0,534688.6595244316,49255.29135092762,8694.14685131957,0.0,OK
Procter  Gamble Health Limited,Pharmaceuticals & Healthcare,Hyderabad,Telangana,1133.0,0.45,0.0144770016599194,0.003465,0.0057499123980262,0.003465,0.0092149123980262,0.003925845,Tier 2,75%,263.0,4273.0,,57909.0,196.15,0.0,4536.0,4003.53,51111.21,173.12,0.0,OK
Punjab  Sind Bank,Financial Services,Pune,Maharashtra,10883.0,0.42,0.0011797441546504,0.000297,4.552904024195241e-05,0.000297,0.0003425290402419,0.003232251,Tier 2,75%,4724.06,27316.1,,87168.27,4867.252,0.0,32040.16,2944.06,8009.58,447.23,0.0,OK
Quess Corp Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,19100.0,0.51,0.0374641669027132,0.005225,0.0010003521005436,0.005225,0.0062253521005436,0.0997975,Tier 2,75%,389.46,795.22,,41982.0,3.528,,1184.68,62.03,2198.01,0.18,,OK
R R Kabel Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,6604.0,0.55,0.0374641669027132,0.005225,0.0031201229249685,0.005225,0.0083451229249685,0.0345059,Tier 2,75%,1103.9,53950.29,319162.17,50202.51,2857.8411,0.0,374216.36,56665.11,7601.83,432.74,0.0,OK
RATTANINDIA ENTERPRISES LIMITED,Chemicals & Fertilizers,Bangalore,Karnataka,6036.0,0.48,0.0374641669027132,0.005225,0.0029792578053847,0.005225,0.0082042578053847,0.0315381,Tier 2,75%,,,,16.59,0.0,,,,2.75,0.0,,PARTIAL ENV DATA
RBL Bank Limited,Financial Services,Chennai,Tamil Nadu,15705.0,0.52,0.0011797441546504,0.000297,3.906188859714792e-05,0.000297,0.0003360618885971,0.004664385,Tier 2,75%,120.0,9282.0,,176529.0,0.0,,9402.0,598.66,11240.31,0.0,,OK
REC Limited,Chemicals & Fertilizers,Kolkata,West Bengal,3185.0,0.58,0.0374641669027132,0.005225,0.0068223600639163,0.005225,0.0120473600639163,0.0166416249999999,Tier 2,75%,306.46,1876.53,10752.0,27565.48,42.18,0.0,12934.99,4061.22,8654.78,13.24,0.0,OK
RELIANCE POWER LIMITED,Oil & Gas,Hyderabad,Telangana,7906.0,0.45,0.0971185610539406,0.0154274999999999,0.0055278715499966,0.0154274999999999,0.0209553715499965,0.1219698149999992,Tier 2,75%,32965431.0,0.0,,74005015.0,103671661.37,0.0,32965431.0,4169.0,9360614.09,13113035.84,0.0,OUTLIER - VERIFY
RHI Magnesita India Ltd,Chemicals & Fertilizers,Pune,Maharashtra,3794.0,0.42,0.0374641669027132,0.005225,0.0041473247493778,0.005225,0.0093723247493778,0.0198236499999999,Tier 2,75%,31613.36,23535.93,,71197.11,2249.982,0.0,55149.29,14535.92,18765.71,593.04,0.0,OK
RITES Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,2539.0,0.51,0.0374641669027132,0.005225,0.0075252954393004,0.005225,0.0127502954393004,0.013266275,Tier 2,75%,230.26,2615.0,,22527.0,3.46,0.0,2845.26,1120.62,8872.39,1.36,0.0,OK
