Company_Name,Sector,City,State,Revenue_Cr,Base_MSA_Loss,V7_Direct_EIF,V7_Scope3_Factor,MSA_Intensity_Direct,MSA_Intensity_Scope3,MSA_Intensity_V7_Total,Scope3_Biodiversity_MSA,Data_Tier,Confidence,Scope1_GHG_tCO2e,Scope2_GHG_tCO2e,Scope3_GHG_tCO2e,Water_Consumption_KL,Waste_Generated_MT,Hazardous_Air_Pollutants,Total_GHG_Emissions_tCO2e,GHG_Emissions_Normalized,Water_Consumption_Normalized,Waste_Generated_Normalized,Pollution_Index,Data_Quality_Flag,Land_Owned_ha,Land_Leased_ha,Total_Land_ha,Land_Degraded_Reported_ha,Land_Degraded_HA_Calculated,Land_Degradation_Pct,Land_Restored_ha,Land_Data_Quality,Renewable_Energy_Pct,Land_Degradation_Ratio,Land_Restoration_Ratio,Net_Land_Impact,Distance_To_Protected_Area_km,Land_Degraded_HA_Reported,Land_Intensity,PA_Proximity_Score,Renewable_Energy_GJ,Total_Energy_GJ,Water_Intensity,Water_Stress_Category,Water_Stress_Score,Water_Recycling_Pct,Water_Discharge_ML,Waste_Recycled_Pct,Plastic_Waste_MT,E_Waste_MT,Scope3_OLD
Techno Electric  Engineering Company Limited,Power Generation,Hyderabad,Telangana,2577.2984,0.45,0.1562256571307733,0.0054449999999999,0.0435573393487286,0.0054449999999999,0.0490023393487285,14.033389787999742,Tier 2,75%,1788.0,1005.0,15400.0,33127.0,227.83,,18193.0,7058.942030150642,12853.38166507999,88.39876670858136,,OK,15.0,450.0,465.0,,,,,,100.0,0.4750537634408602,,,0.0,220.9,180.42148320892915,0.0,12400.0,12400.0,12853.38166507999,Extremely High (4-5),4.807971780200722,5.0,0.0,78.0,4.2,1.4,0.0087882299999998
Tejas Networks Limited,Chemicals & Fertilizers,Pune,Maharashtra,2663.25,0.42,0.0374641669027132,0.005225,0.0063678470656169,0.005225,0.0115928470656169,13.91548125,Tier 2,75%,582.92,9028.21,15420.0,29189.0,1736.612,0.0,25031.129999999997,9398.715854688819,10959.91739416127,652.0649582277293,0.0,OK,15.0,45.0,60.0,,,,,,22.0,0.225,,,0.0,13.5,22.528865108420163,0.0,9350.0,42500.0,10959.91739416127,Extremely High (4-5),4.545776686685227,14.0,0.0,92.0,12.5,145.0,0.0129109749999999
The Ramco Cements Limited,Cement Manufacturing,Ahmedabad,Gujarat,13826.404321426002,0.51,0.0777832037429109,0.0033,0.004235924603191,0.0033,0.007535924603191,45.62713426070581,Tier 2,75%,10283160.03,244925.03,674000.0,2130043.0,100582.44,12400.0,11202085.059999999,810195.102036815,154056.1776209012,7274.663582934071,0.0,OK,4850.0,1150.0,6000.0,,,,120.0,,28.4,0.0241666666666666,0.02,,0.0,145.0,433.95230318139454,0.0,8079800.0,28450000.0,154056.1776209012,High (3-4),3.1382705775821207,14.8,0.0,99.5,42500.0,4.2,0.0309044999999999
Thermax Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,6254.07,0.55,0.0374641669027132,0.005225,0.0022101567946468,0.005225,0.0074351567946468,32.67751575,Tier 2,75%,7384.0,12059.0,42000.0,772484.0,17716.04,0.0,61443.0,9824.48229712811,123517.00572587132,2832.721731608377,0.0,OK,185.0,45.0,230.0,0.0,143.8,62.52173913043478,0.0,MSA_PROXY_HIGH,24.0,0.6252173913043478,0.0,0.6252173913043478,0.0,143.8,36.776051435305334,0.0,202944.0,845600.0,123517.00572587132,Extremely High (4-5),4.75113287560451,22.5,0.0,88.0,84.0,2.8,0.048712675
Thomas Cook  India  Limited,Chemicals & Fertilizers,Delhi,Delhi,2073.7053965,0.62,0.0374641669027132,0.005225,0.0031321175134415,0.005225,0.0083571175134415,10.8351106967125,Tier 2,75%,13.32,23303.94,84500.0,48865.0,42.0,,107817.26,51992.56373734377,23564.09935686831,20.253600183944933,,OK,,15.0,15.0,,,,,,,0.1733333333333333,,,0.0,2.6,7.233428637123191,0.0,0.0,14500.0,23564.09935686831,Low-Medium (1-2),1.3716477591331362,0.0,0.0,95.0,1.2,18.4,0.0387485999999999
Timken India Limited,Chemicals & Fertilizers,Bangalore,Karnataka,3147.81,0.48,0.0374641669027132,0.005225,0.006188162461563,0.005225,0.011413162461563,16.447307249999998,Tier 2,75%,4482.77,32755.41,32400.0,175510.0,5524.47416,0.0,69638.18,22122.739301292007,55756.22416854893,1755.0214784246825,0.0,OK,85.0,12.0,97.0,0.0,50.9,52.47422680412372,0.0,MSA_PROXY_HIGH,12.5,0.5247422680412371,0.0,0.5247422680412371,0.0,50.9,30.81507460742548,0.0,53200.0,425600.0,55756.22416854893,Low-Medium (1-2),1.502494864317303,14.5,1200.0,92.0,42.0,1.2,0.01518385
Titan Company Limited,Pharmaceuticals & Healthcare,Chennai,Tamil Nadu,54842.417968,0.52,0.0144770016599194,0.003465,0.0001473659240301,0.003465,0.0036123659240301,190.02897825912,Tier 2,75%,3952.0,26326.0,124500.0,312275.0,3022.0,0.0,154778.0,2822.231508652872,5694.041429431672,55.103332638675894,0.0,OK,85.0,15.0,100.0,,,,,,29.51,0.525,,,0.0,52.5,1.8234061098172039,0.0,249536.0,845600.0,5694.041429431672,High (3-4),3.333290051739627,82.0,0.0,95.0,1450.0,5.8,0.17700606
Torrent Pharmaceuticals Limited,Pharmaceuticals & Healthcare,Kolkata,West Bengal,9682.4391385,0.58,0.0144770016599194,0.003465,0.0007830514746575,0.003465,0.0042480514746575,33.5496516149025,Tier 2,75%,8937.0,78592.0,88400.0,1.1,4967.69,0.0,175929.0,18169.905070764522,0.11360773708621645,513.0618358598423,0.0,OK,645.0,45.0,690.0,,,,,,18.2,0.525072463768116,,,0.0,362.3,71.26303508135395,0.0,124500.0,1245000.0,0.1136077370862164,Extremely High (4-5),4.992918278302652,42.0,0.0,84.5,1245.0,12.5,0.037155195
Torrent Power Limited,Power Generation,Hyderabad,Telangana,29165.264233936,0.45,0.1562256571307733,0.0054449999999999,0.0025862320460893,0.0054449999999999,0.0080312320460892,158.8048637537786,Tier 2,75%,4.86,1.32,115400.0,15387629.0,436133.52,4120.0,115406.18,3956.9735790603995,527601.2202932598,14953.868290091663,0.0,OK,1250.0,450.0,1700.0,,,,,,2.4,0.525,,,0.0,892.5,58.288516996253406,0.0,53880.0,2245000.0,527601.2202932598,Extremely High (4-5),5.0,14.5,124500.0,99.5,14.5,8.4,0.1480114349999972
Triveni Engineering  Industries Limited,Chemicals & Fertilizers,Pune,Maharashtra,6655.3984151,0.42,0.0374641669027132,0.005225,0.0027436704619249,0.005225,0.0079686704619249,34.7744567188975,Tier 2,75%,42858.87,2132.98,44287.57,1461879.14,1843.41,452.0,89279.42000000001,13414.586840877888,219653.13702080367,276.97966147565364,0.0,OK,850.0,45.0,895.0,,,,12.0,,92.4,0.6250279329608939,0.0134078212290502,,0.0,559.4,134.47729860460237,0.0,17047800.0,18450000.0,219653.13702080367,Extremely High (4-5),4.957327062266828,22.5,0.0,98.0,42.0,1.4,0.029965375
Triveni Turbine Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,1795.2,0.51,0.0374641669027132,0.005225,0.0116009259990186,0.005225,0.0168259259990186,9.37992,Tier 2,75%,4142.84,3353.61,8900.0,88662.28,375.62,0.0,16396.45,9133.494875222816,49388.52495543672,209.23573975044562,0.0,OK,45.0,12.0,57.0,,,,,,12.5,0.624561403508772,,,0.0,35.6,31.751336898395724,0.0,17812.0,142500.0,49388.52495543672,Extremely High (4-5),4.704085603036913,14.0,1240.0,91.0,12.4,0.8,0.008605575
Tube Investments of India Limited,Financial Services,Mumbai,Maharashtra,7892.512806091,0.55,0.0011797441546504,0.000297,3.810319367301192e-05,0.000297,0.000335103193673,2.344076303409027,Tier 2,75%,49159.0,48916.0,2.13,552057.0,125274.06,0.0,98077.13,12426.60384716887,69946.92483412295,15872.519066845287,0.0,OK,450.0,85.0,535.0,,,,,,15.2,0.5250467289719626,,,0.0,280.9,67.78576267714345,0.0,124500.0,1245000.0,69946.92483412295,Extremely High (4-5),4.962230817614144,18.5,0.0,92.0,84.0,4.2,0.005057613
UNION BANK OF INDIA,Financial Services,Delhi,Delhi,127538.89,0.62,0.0011797441546504,0.000297,6.634208374223359e-06,0.000297,0.0003036342083742,37.87905033,Tier 2,75%,11161.31,166961.24,32464378.0,862050.4,18.09,,32642500.55,255941.5449671861,6759.11794433839,0.14183908923780034,,OK,55.0,0.0,55.0,0.0,12.4,22.545454545454547,0.0,MSA_PROXY_HIGH,0.5,0.2254545454545454,0.0,0.2254545454545454,0.0,12.4,0.4312410120552249,0.0,0.0,1186000.0,6759.11794433839,Low-Medium (1-2),1.8228312153423785,0.0,412000.0,92.0,4.2,1480.0,0.032745141
UNITED BREWERIES LIMITED,Pharmaceuticals & Healthcare,Bangalore,Karnataka,22505.635970154,0.48,0.0144770016599194,0.003465,0.0003783806586856,0.003465,0.0038433806586856,77.9820286365836,Tier 2,75%,5389.81,32450.0,45600.0,4286977.0,286111.45,0.0,83439.81,3707.507315529953,190484.59708871163,12712.88002611562,0.0,OK,420.0,85.0,505.0,,,,,,18.2,0.524950495049505,,,0.0,265.1,22.43882379816812,0.0,370800.0,1854000.0,190484.59708871163,Extremely High (4-5),4.475580806897368,22.0,124500.0,95.0,4150.0,1.4,0.063634725
UPL LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,12672.0,0.52,0.0374641669027132,0.005225,0.0004520248454547,0.005225,0.0056770248454546,66.21119999999999,Tier 2,75%,657111.0,160730.0,3528091.0,4157572.0,183595.8,210.0,4345932.0,342955.49242424243,328091.2247474748,14488.304924242422,0.0,OK,1850.0,240.0,2090.0,0.0,1306.3,62.5023923444976,45.0,MSA_PROXY_HIGH,10.5,0.625023923444976,0.0215311004784689,0.6034928229665072,0.0,1306.3,164.93055555555554,0.0,1545000.0,15450000.0,328091.2247474748,Extremely High (4-5),4.032532041233725,48.0,0.0,82.0,4150.0,12.8,0.2251870499999999
UTI Asset Management Company Limited,Financial Services,Kolkata,West Bengal,1456.444608894,0.58,0.0011797441546504,0.000297,0.0003992133078746,0.000297,0.0006962133078745,0.432564048841518,Tier 2,75%,21.41,1865.46,1200.0,45736.82,150.94,,3086.87,2119.4558180582767,31403.06175785963,103.63593581126393,,OK,,8.0,8.0,,,,,,,0.225,,,0.0,1.8,5.492828186631188,0.0,0.0,8500.0,31403.06175785963,Low-Medium (1-2),1.8228312153423785,0.0,0.0,98.0,0.6,24.5,0.000509058
Ujjivan Small Finance Bank Limited,Financial Services,Hyderabad,Telangana,7200.5870179,0.45,0.0011797441546504,0.000297,0.0001027254004629,0.000297,0.0003997254004629,2.1385743443163,Tier 2,75%,600.52,13270.24,17907.95,0.0,61.93,,31778.71,4413.349900640188,0.0,8.60068767255332,,OK,,12.0,12.0,,,,,,1.2,0.225,,,0.0,2.7,1.666530793971255,0.0,0.0,28450.0,0.0,Extremely High (4-5),4.450608464368671,0.0,0.0,92.0,1.2,45.2,0.001534896
UltraTech Cement Limited,Cement Manufacturing,Pune,Maharashtra,70857.0,0.42,0.0777832037429109,0.0033,0.0004607229871385,0.0033,0.0037607229871385,233.8281,Tier 2,75%,81107852.0,1884213.56,8250585.0,31459067.0,2923264.0,115000.0,91242650.56,1287701.2935913177,443979.66326545016,41255.82511255063,0.0,OK,12500.0,3400.0,15900.0,,,,285.0,,2.46,0.020125786163522,0.0179245283018867,,0.0,320.0,224.39561370083408,0.0,27664000.0,145600000.0,443979.66326545016,Medium-High (2-3),2.725198127760862,14.8,0.0,99.5,145800.0,18.4,0.2339964
United Spirits Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,26780.0,0.51,0.0374641669027132,0.005225,0.0007343656361128,0.005225,0.0059593656361128,139.9255,Tier 2,75%,2386.0,9857.0,1291031.0,678414.0,64777.0,0.0,1303274.0,48665.94473487677,25332.860343539956,2418.857356235997,0.0,OK,450.0,85.0,535.0,,,,,,98.0,0.5250467289719626,,,0.0,280.9,19.977595220313667,0.0,185400.0,1854000.0,25332.86034353996,Extremely High (4-5),4.50949845984174,22.5,0.0,95.0,41500.0,2.1,0.1359440499999999
Uno Minda Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,12469.978075606,0.55,0.0374641669027132,0.005225,0.0044302927964937,0.005225,0.0096552927964937,65.15563544504136,Tier 2,75%,73662.0,119525.0,154000.0,859533.0,16810.602,0.0,347187.0,27841.829223354736,68928.1885492192,1348.0859307110738,0.0,OK,450.0,115.0,565.0,0.0,296.6,52.495575221238944,0.0,MSA_PROXY_HIGH,12.5,0.5249557522123894,0.0,0.5249557522123894,0.0,296.6,45.308820639008445,0.0,105700.0,845600.0,68928.1885492192,Extremely High (4-5),4.637188725493489,18.0,0.0,92.0,845.0,5.4,0.024301475
Usha Martin Limited,Steel & Iron,Delhi,Delhi,2171.0616956,0.62,0.0840934065650114,0.0096249999999999,0.0161317797247237,0.0096249999999999,0.0257567797247236,20.89646882014978,Tier 2,75%,187661.95,21105.98,243007.19,1080418.0,114803.54,450.0,451775.12,208089.48954126626,497645.0011483497,52878.98553627819,0.0,OK,315.0,45.0,360.0,0.0,261.0,72.5,12.0,MSA_PROXY_HIGH,1.2,0.725,0.0333333333333333,0.6916666666666667,0.0,261.0,165.81748953960957,0.0,149400.0,12450000.0,497645.0011483497,Medium-High (2-3),2.7895779478505105,72.0,0.0,98.0,14.2,1.4,0.0311079999999996
V-GUARD INDUSTRIES LIMITED,Pharmaceuticals & Healthcare,Bangalore,Karnataka,5308.866960836,0.48,0.0144770016599194,0.003465,0.001431889717033,0.003465,0.004896889717033,18.39522401929674,Tier 2,75%,2433.6,12707.89,18500.0,96114.46,3864.65,0.0,33641.49,6336.849321743484,18104.51471265813,727.9613575758968,0.0,OK,115.0,22.0,137.0,,,,,,8.2,0.5248175182481752,,,0.0,71.9,25.805883065192933,0.0,14250.0,142500.0,18104.51471265813,High (3-4),3.955889722089636,12.0,4200.0,82.0,2150.0,112.5,0.016815645
VALOR ESTATE LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,1609.4119,0.52,0.0374641669027132,0.005225,0.0142407651969377,0.005225,0.0194657651969376,8.4091771775,Tier 2,75%,1552.0,3240.0,24155.946878227285,288502.71,1006.17,0.0,28947.946878227285,17986.661387446733,179259.7097113548,625.1786755149504,0.0,OK,850.0,,850.0,,,,,,,0.4750588235294117,,,0.0,403.8,528.1432304557957,0.0,0.0,4500.0,179259.7097113548,Medium-High (2-3),2.2740146715516203,82.0,0.0,62.0,2.4,0.6,0.0071477999999999
VIP INDUSTRIES LIMITED,Pharmaceuticals & Healthcare,Kolkata,West Bengal,2657.521564,0.58,0.0144770016599194,0.003465,0.0037401607851907,0.003465,0.0072051607851907,9.208312219260002,Tier 2,75%,129.0,12012.0,12400.0,150824.0,356.54,0.0,24541.0,9234.544070100346,56753.63167062527,134.16259902830274,0.0,OK,115.0,850.0,965.0,,,,,,8.4,0.2249740932642487,,,0.0,217.1,363.12028962335825,0.0,10458.0,124500.0,56753.63167062527,Medium-High (2-3),2.097318207306509,14.0,0.0,95.0,845.0,1.2,0.007778925
Varroc Engineering Limited,Chemicals & Fertilizers,Hyderabad,Telangana,77305.0,0.45,0.0374641669027132,0.005225,0.002247550340784,0.005225,0.007472550340784,403.918625,Tier 2,75%,2157.0,100639.0,89000.0,443989.0,12375.16,0.0,191796.0,2481.0296876010607,5743.341310393895,160.0822715218938,0.0,OK,215.0,45.0,260.0,,,,,,10.2,0.525,,,0.0,136.5,3.3633012094948582,0.0,86251.0,845600.0,5743.341310393895,Extremely High (4-5),4.2938113898725545,22.5,0.0,92.0,145.0,5.8,0.039192725
Vedant Fashions Limited,Textiles & Apparel,Pune,Maharashtra,1386.4825398,0.42,0.04,0.006,0.0122807017543859,0.006,0.0182807017543859,8.3188952388,Tier 2,75%,7.58,906.29,15420.0,581.8,106.214,,16333.87,11780.797472109645,419.6230268315709,76.6068067581445,,OK,,1150.0,1150.0,,,,,,,0.4750434782608695,,,0.0,546.3,829.4370588798669,0.0,0.0,18500.0,419.6230268315709,Low-Medium (1-2),1.1458977903983436,0.0,0.0,84.0,124.0,2.1,0.008208
Vedanta Limited,Steel & Iron,Ahmedabad,Gujarat,152968.0,0.51,0.0840934065650114,0.0096249999999999,0.0003025817689426,0.0096249999999999,0.0099275817689425,1472.3169999999843,Tier 2,75%,63324730.0,3594210.0,34900000.0,216673207.0,142858732.0,169.0,101818940.0,665622.4831337273,1416461.0049160607,933912.5307253805,169.0,OK,24500.0,3200.0,27700.0,,,,890.0,,1.24,0.0523465703971119,0.0321299638989169,,0.0,1450.0,181.08362533340306,0.0,5245000.0,524500000.0,1416461.0049160607,Medium-High (2-3),2.82340943179556,32.4,1245000.0,94.0,1845.0,112.4,1.3642378749999855
Vinati Organics Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,2248.1,0.55,0.0374641669027132,0.005225,0.0110306701266018,0.005225,0.0162556701266018,11.746322499999998,Tier 2,75%,294797.0,23356.0,15400.0,902313.0,6290.19,14.0,333553.0,148371.0689026289,401366.9320759753,2798.0027578844356,0.0,OK,115.0,12.0,127.0,,,,,,10.0,0.6251968503937009,,,0.0,79.4,56.49214892575953,0.0,84560.0,845600.0,401366.9320759753,Extremely High (4-5),4.991906603774459,100.0,0.0,42.0,124.0,0.8,0.0097603
Vodafone Idea Limited,Information Technology,Delhi,Delhi,43157.2244213,0.62,0.0009696637386769,0.000396,1.409560193148292e-05,0.000396,0.0004100956019314,17.0902608708348,Tier 2,75%,8537.88,336218.27,324500.0,170370.0,4287.49,,669256.15,15507.395551362022,3947.6588748352146,99.34582349748919,,OK,12.0,14500.0,14512.0,,,,,,3.2,0.0003,,,0.0,4.353599999999999,336.25888120918376,0.0,1454400.0,45450000.0,3947.658874835215,Extremely High (4-5),4.995278852201768,0.0,0.0,98.0,145.0,2450.0,0.016889796
Voltamp Transformers Limited,Chemicals & Fertilizers,Bangalore,Karnataka,1934.2303241,0.48,0.0374641669027132,0.005225,0.0092982420441066,0.005225,0.0145232420441065,10.1063534434225,Tier 2,75%,1258.36,3036.8,29031.20385726981,24672.0,1176.28,0.0,33326.36385726981,17229.78046721329,12755.46127707408,608.1385372485693,0.0,OK,45.0,12.0,57.0,,,,,,10.2,0.5245614035087719,,,0.0,29.9,29.46908612164489,0.0,14250.0,142500.0,12755.46127707408,Extremely High (4-5),5.0,14.5,0.0,92.0,12.0,1.4,0.01010515
Voltas Limited,Pharmaceuticals & Healthcare,Chennai,Tamil Nadu,11295.579845646002,0.52,0.0144770016599194,0.003465,0.0006031600723626,0.003465,0.0040681600723626,39.1391841651634,Tier 2,75%,2341.43,15722.03,35553619.89,169667.59,6299.93,0.0,35571683.35,3149168.421283966,15020.706534636212,557.7340947599404,0.0,OK,120.0,45.0,165.0,0.0,86.6,52.48484848484848,0.0,MSA_PROXY_HIGH,6.8,0.5248484848484848,0.0,0.5248484848484848,0.0,86.6,14.607483834802954,0.0,7643.0,112400.0,15020.706534636212,Medium-High (2-3),2.097318207306509,14.0,1200.0,84.0,2150.0,45.8,0.043246665
Waaree Renewable Technologies Limited,Information Technology,Kolkata,West Bengal,1597.4614,0.58,0.0009696637386769,0.000396,0.0003520499746832,0.000396,0.0007480499746832,0.6325947143999999,Tier 2,75%,313.4,213.8,32400.0,80066.0,66.22,,32927.2,20612.20383791433,50120.772871256864,41.45327079577635,,OK,,1250.0,1250.0,,,,,,100.0,0.27504,,,0.0,343.8,782.4915206088862,0.0,12500.0,12500.0,50120.772871256864,Medium-High (2-3),2.278735819349852,0.0,0.0,78.0,12.5,2.8,0.0006326157747907
Welspun Corp Limited,Textiles & Apparel,Hyderabad,Telangana,9081.78,0.45,0.04,0.006,0.0010396211158599,0.006,0.0070396211158599,54.490680000000005,Tier 2,75%,1702995.0,265425.0,1245000.0,1616271.0,336069.0,0.0,3213420.0,353831.5176099839,177968.52599380296,37004.75017012084,0.0,OK,1140.0,110.0,1250.0,,,,22.0,,12.4,0.4750399999999999,0.0176,,0.0,593.8,137.63821629680527,0.0,303800.0,2450000.0,177968.52599380296,Extremely High (4-5),4.988669245284243,18.5,0.0,94.5,412.0,2.1,0.103884
Welspun Living Limited,Textiles & Apparel,Pune,Maharashtra,8772.259319778,0.42,0.04,0.006,0.0017099236641221,0.006,0.0077099236641221,52.633555918668,Tier 2,75%,256451.0,465706.0,154300.0,5036970.0,31516.725,18.0,876457.0,99912.345047066,574193.011901006,3592.7716966759244,0.0,OK,620.0,45.0,665.0,,,,15.0,,61.0,0.4750375939849623,0.0225563909774436,,0.0,315.9,75.80715249726899,0.0,1245000.0,12450000.0,574193.011901006,Extremely High (4-5),4.710489218098871,,,99.0,484.0,,0.05895
Whirlpool of India Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,7420.8,0.51,0.0374641669027132,0.005225,0.0027978803807854,0.005225,0.0080228803807854,38.77368,Tier 2,75%,2215.0,19496.0,8884423.0,179931.0,14770.52,0.0,8906134.0,1200158.2039672274,24246.846701164293,1990.4215178956447,0.0,OK,185.0,12.0,197.0,,,,,,7.5,0.5248730964467005,,,0.0,103.4,26.547003018542476,0.0,14250.0,142500.0,24246.846701164293,Extremely High (4-5),4.652568932803411,14.0,4500.0,88.0,14580.0,112.4,0.035681525
Wipro Limited,Information Technology,Mumbai,Maharashtra,89088.4,0.55,0.0009696637386769,0.000396,5.941567026206495e-06,0.000396,0.0004019415670262,35.27900639999999,Tier 2,75%,8046.0,23416.0,188224.0,1308480.44,13540.0,0.0,219686.0,2465.9327140233745,14687.438993179809,151.98387219884967,0.0,OK,245.0,35.0,280.0,0.0,63.0,22.5,18.0,MSA_PROXY_HIGH,72.56,0.225,0.0642857142857142,0.1607142857142857,0.0,63.0,3.142945658469565,0.0,815937.0,1124500.0,14687.438993179809,Extremely High (4-5),4.629067512871011,45.2,0.0,94.0,45.2,2845.0,0.0355449599999999
Wockhardt Limited,Chemicals & Fertilizers,Delhi,Delhi,2693.0,0.62,0.0374641669027132,0.005225,0.0082956369570293,0.005225,0.0135206369570292,14.070925,Tier 2,75%,8738.84,61310.66,9019.11,761994.8,5580.841,12.0,79068.61,29360.790939472707,282953.88043074636,2072.3509097660603,0.0,OK,315.0,45.0,360.0,0.0,189.0,52.5,0.0,MSA_PROXY_HIGH,14.5,0.525,0.0,0.525,0.0,189.0,133.67991088005942,0.0,122525.0,845000.0,282953.8804307464,Extremely High (4-5),4.6187244401795,100.0,0.0,82.0,185.0,2.1,0.0146299999999999
YES Bank Limited,Financial Services,Bangalore,Karnataka,36751.7730547,0.48,0.0011797441546504,0.000297,1.731734538936367e-05,0.000297,0.0003143173453893,10.9152765972459,Tier 2,75%,4585.69,29408.03,2053009.91,317867.2,483.86923,0.0,2087003.63,56786.47467956932,8649.030334588158,13.165874453997814,0.0,OK,5.0,0.0,5.0,0.0,1.1,22.000000000000004,0.0,MSA_PROXY_HIGH,1.8,0.22,0.0,0.22,0.0,1.1,0.1360478579511846,0.0,5620.0,112400.0,8649.030334588158,Low-Medium (1-2),1.6740104458720415,0.0,124500.0,92.0,1.4,124.0,0.0097119
ZENSAR TECHNOLOGIES LIMITED,Information Technology,Chennai,Tamil Nadu,5280.6,0.52,0.0009696637386769,0.000396,0.0001031135264032,0.000396,0.0004991135264031,2.0911176,Tier 2,75%,469.12,1388.81,6043.51,21020.44,151.12,0.0,7901.4400000000005,1496.314812710677,3980.691588077112,28.617960080293905,0.0,OK,85.0,15.0,100.0,,,,,,35.0,0.225,,,0.0,22.5,18.93724198007802,0.0,21350.0,85400.0,3980.691588077112,Extremely High (4-5),4.632364690764643,38.0,0.0,95.0,0.8,45.2,0.00193644
ZF Commercial Vehicle Control Systems India Limited,Chemicals & Fertilizers,Kolkata,West Bengal,3804.1,0.58,0.0374641669027132,0.005225,0.0058727612982631,0.005225,0.0110977612982631,19.8764225,Tier 2,75%,1763.0,5891.92,123475.0,85869.0,5727.513,0.0,131129.92,34470.68163297495,22572.750453458113,1505.615782971005,0.0,OK,85.0,12.0,97.0,,,,,,18.4,0.5247422680412371,,,0.0,50.9,25.49880392208407,0.0,26680.0,145000.0,22572.750453458117,Extremely High (4-5),4.95278852201768,18.2,0.0,94.0,415.0,12.5,0.0193325
Zee Entertainment Enterprises Limited,Chemicals & Fertilizers,Hyderabad,Telangana,11533.4,0.45,0.0374641669027132,0.005225,0.0019318064748734,0.005225,0.0071568064748733,60.26201499999999,Tier 2,75%,6065.1,8340.66,55102.88,146855.3,3.62,0.0,69508.64,6026.725857075971,12733.044895694244,0.3138710180866007,0.0,OK,15.0,450.0,465.0,,,,,,,0.1750537634408602,,,0.0,81.4,40.31768602493627,0.0,21280.0,425600.0,12733.044895694244,Medium-High (2-3),2.278735819349852,0.0,0.0,98.0,0.4,112.4,0.0455985749999999
Zen Technologies Limited,Information Technology,Pune,Maharashtra,930.66717227,0.42,0.0009696637386769,0.000396,0.0009471134191727,0.000396,0.0013431134191727,0.36854420021892,Tier 2,75%,39.39,552.92,768.89,6594.96,5.0,,1361.1999999999998,1462.606655266332,7086.2712218742645,5.372489917963311,,OK,22.0,12.0,34.0,,,,,,,0.526470588235294,,,0.0,17.9,36.53293144215052,0.0,0.0,3250.0,7086.2712218742645,Extremely High (4-5),5.0,0.0,0.0,92.0,1.2,8.4,0.0001702799999999
Zydus Lifesciences Limited,Pharmaceuticals & Healthcare,Ahmedabad,Gujarat,22573.8,0.51,0.0144770016599194,0.003465,0.0003777188748431,0.003465,0.0038427188748431,78.218217,Tier 2,75%,56459.38,205171.57,66915.74,2487607.56,32105.23,0.0,328546.69,14554.336886124624,110198.88366158999,1422.2341829909008,0.0,OK,455.0,25.0,480.0,,,,,,11.2,0.525,,,0.0,252.0,21.26358876219334,0.0,425600.0,4256000.0,110198.88366159,Extremely High (4-5),4.992918278302652,42.0,0.0,84.5,2845.0,18.4,0.067730355
Zydus Wellness Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,2708.9,0.55,0.0374641669027132,0.005225,0.0088510703593179,0.005225,0.0140760703593178,14.1540025,Tier 2,75%,11343.0,10289.0,31614.0,418060.0,1711.9,0.0,53246.0,19655.948909151317,154328.32515043006,631.953929639337,0.0,OK,85.0,15.0,100.0,,,,,,8.2,0.525,,,0.0,52.5,36.91535309535236,0.0,42560.0,425600.0,154328.32515043006,Extremely High (4-5),4.996459139151326,14.0,12450.0,78.0,14580.0,1.4,0.0121637999999999
eClerx Services Limited,Information Technology,Delhi,Delhi,2484.363239358,0.62,0.0009696637386769,0.000396,0.0002072359593173,0.000396,0.0006032359593173,0.983807842785768,Tier 2,75%,549.0,3970.0,14173.0,86722.0,99.28,,18692.0,7523.859516143186,34907.13379836129,39.96195017990025,,OK,,15.0,15.0,,,,,,,0.2266666666666666,,,0.0,3.4,6.037764430887426,0.0,29060.83,45407.55,34907.13379836129,Medium-High (2-3),2.811657900764125,38.0,0.0,98.0,0.4,24.5,0.0011487959999999
Kalyani Steels,Steel & Iron,Unknown,Unknown,456.0,0.52,0.0840934065650114,0.0096249999999999,0.0958959899425568,0.0096249999999999,0.1055209899425567,4.388999999999954,Tier 3,LOW,324500.0,84500.0,89000.0,1452000.0,112000.0,,498000.0,1092105.2631578948,3184210.5263157897,245614.0350877193,,OK,315.0,45.0,360.0,,,,8.0,,1.65,0.0333333333333333,0.0222222222222222,,0.0,12.0,789.4736842105264,0.0,205425.0,12450000.0,3184.2105263157896,Extremely High (4-5),5.0,74.0,0.0,99.5,12.5,1.4,0.0043889999999999
