Company_Name,Facility_ID,Facility_Type,Address,City,State,Country,Source,Estimated,Data_Tier,City_State_Key,Latitude,Longitude,Geocoded_Address,Geocoding_Method,Geocoding_Status,Water_Stress_Score,Basin_Match,Basin_State,Basin_ID,Master_Company_Name
Tata Consultancy Services Limited,EST_1,Office,"Estimated facility - 9th Floor, Nirmal Building, Nariman Point, Mumbai 400 021, Maharashtra, India",Chakan,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",18.7623111,73.8625448,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,5.0,Within,Maharashtra,3377,Tata Consultancy Services Limited
Tata Consultancy Services Limited,EST_2,Data Center,"Estimated facility - 9th Floor, Nirmal Building, Nariman Point, Mumbai 400 021, Maharashtra, India",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,Tata Consultancy Services Limited
HDFC Bank Limited,EST_1,Branch,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Chakan,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",18.7623111,73.8625448,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,5.0,Within,Maharashtra,3377,HDFC Bank Limited
HDFC Bank Limited,EST_2,Office,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,HDFC Bank Limited
HDFC Bank Limited,EST_3,Data Center,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,HDFC Bank Limited
HDFC Bank Limited,EST_4,Branch,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,HDFC Bank Limited
HDFC Bank Limited,EST_5,Office,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Nashik,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",20.0112475,73.7902364,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,5.0,Within,Maharashtra,3370,HDFC Bank Limited
HDFC Bank Limited,EST_6,Data Center,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,HDFC Bank Limited
HDFC Bank Limited,EST_7,Branch,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,HDFC Bank Limited
HDFC Bank Limited,EST_8,Office,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,HDFC Bank Limited
HDFC Bank Limited,EST_9,Data Center,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,HDFC Bank Limited
HDFC Bank Limited,EST_10,Branch,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,HDFC Bank Limited
HDFC Bank Limited,EST_11,Office,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,HDFC Bank Limited
HDFC Bank Limited,EST_12,Data Center,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,HDFC Bank Limited
HDFC Bank Limited,EST_13,Branch,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,HDFC Bank Limited
HDFC Bank Limited,EST_14,Office,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,HDFC Bank Limited
HDFC Bank Limited,EST_15,Data Center,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,HDFC Bank Limited
HDFC Bank Limited,EST_16,Branch,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,HDFC Bank Limited
HDFC Bank Limited,EST_17,Office,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,HDFC Bank Limited
HDFC Bank Limited,EST_18,Data Center,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,HDFC Bank Limited
HDFC Bank Limited,EST_19,Branch,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,HDFC Bank Limited
HDFC Bank Limited,EST_20,Office,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,HDFC Bank Limited
HDFC Bank Limited,EST_21,Data Center,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,HDFC Bank Limited
HDFC Bank Limited,EST_22,Branch,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,HDFC Bank Limited
ICICI Bank Limited,EST_1,Branch,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Chakan,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Vadodara, Gujarat, India",18.7623111,73.8625448,"Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India",City_Level,Success,5.0,Within,Maharashtra,3377,ICICI Bank Limited
ICICI Bank Limited,EST_2,Office,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,True,Tier_3,"Vadodara, Gujarat, India",22.2973142,73.1942567,"Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India",City_Level,Success,5.0,Within,Gujarat,3371,ICICI Bank Limited
ICICI Bank Limited,EST_3,Data Center,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,True,Tier_3,"Vadodara, Gujarat, India",22.2973142,73.1942567,"Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India",City_Level,Success,5.0,Within,Gujarat,3371,ICICI Bank Limited
ICICI Bank Limited,EST_4,Branch,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,True,Tier_3,"Vadodara, Gujarat, India",22.2973142,73.1942567,"Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India",City_Level,Success,5.0,Within,Gujarat,3371,ICICI Bank Limited
ICICI Bank Limited,EST_5,Office,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Nashik,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Vadodara, Gujarat, India",20.0112475,73.7902364,"Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India",City_Level,Success,5.0,Within,Maharashtra,3370,ICICI Bank Limited
ICICI Bank Limited,EST_6,Data Center,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,True,Tier_3,"Vadodara, Gujarat, India",22.2973142,73.1942567,"Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India",City_Level,Success,5.0,Within,Gujarat,3371,ICICI Bank Limited
ICICI Bank Limited,EST_7,Branch,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,True,Tier_3,"Vadodara, Gujarat, India",22.2973142,73.1942567,"Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India",City_Level,Success,5.0,Within,Gujarat,3371,ICICI Bank Limited
ICICI Bank Limited,EST_8,Office,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,True,Tier_3,"Vadodara, Gujarat, India",22.2973142,73.1942567,"Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India",City_Level,Success,5.0,Within,Gujarat,3371,ICICI Bank Limited
ICICI Bank Limited,EST_9,Data Center,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,True,Tier_3,"Vadodara, Gujarat, India",22.2973142,73.1942567,"Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India",City_Level,Success,5.0,Within,Gujarat,3371,ICICI Bank Limited
ICICI Bank Limited,EST_10,Branch,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,True,Tier_3,"Vadodara, Gujarat, India",22.2973142,73.1942567,"Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India",City_Level,Success,5.0,Within,Gujarat,3371,ICICI Bank Limited
ICICI Bank Limited,EST_11,Office,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,True,Tier_3,"Vadodara, Gujarat, India",22.2973142,73.1942567,"Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India",City_Level,Success,5.0,Within,Gujarat,3371,ICICI Bank Limited
ICICI Bank Limited,EST_12,Data Center,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,True,Tier_3,"Vadodara, Gujarat, India",22.2973142,73.1942567,"Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India",City_Level,Success,5.0,Within,Gujarat,3371,ICICI Bank Limited
ICICI Bank Limited,EST_13,Branch,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,True,Tier_3,"Vadodara, Gujarat, India",22.2973142,73.1942567,"Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India",City_Level,Success,5.0,Within,Gujarat,3371,ICICI Bank Limited
ICICI Bank Limited,EST_14,Office,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,True,Tier_3,"Vadodara, Gujarat, India",22.2973142,73.1942567,"Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India",City_Level,Success,5.0,Within,Gujarat,3371,ICICI Bank Limited
ICICI Bank Limited,EST_15,Data Center,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,True,Tier_3,"Vadodara, Gujarat, India",22.2973142,73.1942567,"Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India",City_Level,Success,5.0,Within,Gujarat,3371,ICICI Bank Limited
ICICI Bank Limited,EST_16,Branch,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,True,Tier_3,"Vadodara, Gujarat, India",22.2973142,73.1942567,"Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India",City_Level,Success,5.0,Within,Gujarat,3371,ICICI Bank Limited
ICICI Bank Limited,EST_17,Office,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,True,Tier_3,"Vadodara, Gujarat, India",22.2973142,73.1942567,"Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India",City_Level,Success,5.0,Within,Gujarat,3371,ICICI Bank Limited
ICICI Bank Limited,EST_18,Data Center,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,True,Tier_3,"Vadodara, Gujarat, India",22.2973142,73.1942567,"Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India",City_Level,Success,5.0,Within,Gujarat,3371,ICICI Bank Limited
ICICI Bank Limited,EST_19,Branch,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,True,Tier_3,"Vadodara, Gujarat, India",22.2973142,73.1942567,"Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India",City_Level,Success,5.0,Within,Gujarat,3371,ICICI Bank Limited
ICICI Bank Limited,EST_20,Office,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,True,Tier_3,"Vadodara, Gujarat, India",22.2973142,73.1942567,"Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India",City_Level,Success,5.0,Within,Gujarat,3371,ICICI Bank Limited
ICICI Bank Limited,EST_21,Data Center,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,True,Tier_3,"Vadodara, Gujarat, India",22.2973142,73.1942567,"Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India",City_Level,Success,5.0,Within,Gujarat,3371,ICICI Bank Limited
ICICI Bank Limited,EST_22,Branch,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,True,Tier_3,"Vadodara, Gujarat, India",22.2973142,73.1942567,"Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India",City_Level,Success,5.0,Within,Gujarat,3371,ICICI Bank Limited
Bharti Airtel Limited,EST_1,Office,"Estimated facility - Airtel Centre, Plot No. 16, Udyog Vihar, Phase-IV, Gurugram, Haryana- 122 015, India",Chakan,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Gurugram, Haryana, India",18.7623111,73.8625448,"Gurugram, Haryana, India",City_Level,Success,5.0,Within,Maharashtra,3377,Bharti Airtel Limited
Bharti Airtel Limited,EST_2,Tower,"Estimated facility - Airtel Centre, Plot No. 16, Udyog Vihar, Phase-IV, Gurugram, Haryana- 122 015, India",Gurugram,Haryana,India,Imputation_Estimated,True,Tier_3,"Gurugram, Haryana, India",28.4646148,77.0299194,"Gurugram, Haryana, India",City_Level,Success,5.0,Within,Haryana,1648,Bharti Airtel Limited
Bharti Airtel Limited,EST_3,Data Center,"Estimated facility - Airtel Centre, Plot No. 16, Udyog Vihar, Phase-IV, Gurugram, Haryana- 122 015, India",Gurugram,Haryana,India,Imputation_Estimated,True,Tier_3,"Gurugram, Haryana, India",28.4646148,77.0299194,"Gurugram, Haryana, India",City_Level,Success,5.0,Within,Haryana,1648,Bharti Airtel Limited
Bharti Airtel Limited,EST_4,Store,"Estimated facility - Airtel Centre, Plot No. 16, Udyog Vihar, Phase-IV, Gurugram, Haryana- 122 015, India",Gurugram,Haryana,India,Imputation_Estimated,True,Tier_3,"Gurugram, Haryana, India",28.4646148,77.0299194,"Gurugram, Haryana, India",City_Level,Success,5.0,Within,Haryana,1648,Bharti Airtel Limited
Bharti Airtel Limited,EST_5,Office,"Estimated facility - Airtel Centre, Plot No. 16, Udyog Vihar, Phase-IV, Gurugram, Haryana- 122 015, India",Nashik,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Gurugram, Haryana, India",20.0112475,73.7902364,"Gurugram, Haryana, India",City_Level,Success,5.0,Within,Maharashtra,3370,Bharti Airtel Limited
Bharti Airtel Limited,EST_6,Tower,"Estimated facility - Airtel Centre, Plot No. 16, Udyog Vihar, Phase-IV, Gurugram, Haryana- 122 015, India",Gurugram,Haryana,India,Imputation_Estimated,True,Tier_3,"Gurugram, Haryana, India",28.4646148,77.0299194,"Gurugram, Haryana, India",City_Level,Success,5.0,Within,Haryana,1648,Bharti Airtel Limited
Bharti Airtel Limited,EST_7,Data Center,"Estimated facility - Airtel Centre, Plot No. 16, Udyog Vihar, Phase-IV, Gurugram, Haryana- 122 015, India",Gurugram,Haryana,India,Imputation_Estimated,True,Tier_3,"Gurugram, Haryana, India",28.4646148,77.0299194,"Gurugram, Haryana, India",City_Level,Success,5.0,Within,Haryana,1648,Bharti Airtel Limited
Bharti Airtel Limited,EST_8,Store,"Estimated facility - Airtel Centre, Plot No. 16, Udyog Vihar, Phase-IV, Gurugram, Haryana- 122 015, India",Gurugram,Haryana,India,Imputation_Estimated,True,Tier_3,"Gurugram, Haryana, India",28.4646148,77.0299194,"Gurugram, Haryana, India",City_Level,Success,5.0,Within,Haryana,1648,Bharti Airtel Limited
Bharti Airtel Limited,EST_9,Office,"Estimated facility - Airtel Centre, Plot No. 16, Udyog Vihar, Phase-IV, Gurugram, Haryana- 122 015, India",Gurugram,Haryana,India,Imputation_Estimated,True,Tier_3,"Gurugram, Haryana, India",28.4646148,77.0299194,"Gurugram, Haryana, India",City_Level,Success,5.0,Within,Haryana,1648,Bharti Airtel Limited
Bharti Airtel Limited,EST_10,Tower,"Estimated facility - Airtel Centre, Plot No. 16, Udyog Vihar, Phase-IV, Gurugram, Haryana- 122 015, India",Gurugram,Haryana,India,Imputation_Estimated,True,Tier_3,"Gurugram, Haryana, India",28.4646148,77.0299194,"Gurugram, Haryana, India",City_Level,Success,5.0,Within,Haryana,1648,Bharti Airtel Limited
STATE BANK OF INDIA,EST_1,Branch,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Chakan,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",18.7623111,73.8625448,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,5.0,Within,Maharashtra,3377,STATE BANK OF INDIA
STATE BANK OF INDIA,EST_2,Office,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,STATE BANK OF INDIA
STATE BANK OF INDIA,EST_3,Data Center,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,STATE BANK OF INDIA
STATE BANK OF INDIA,EST_4,Branch,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,STATE BANK OF INDIA
STATE BANK OF INDIA,EST_5,Office,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Nashik,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",20.0112475,73.7902364,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,5.0,Within,Maharashtra,3370,STATE BANK OF INDIA
STATE BANK OF INDIA,EST_6,Data Center,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,STATE BANK OF INDIA
STATE BANK OF INDIA,EST_7,Branch,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,STATE BANK OF INDIA
STATE BANK OF INDIA,EST_8,Office,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,STATE BANK OF INDIA
STATE BANK OF INDIA,EST_9,Data Center,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,STATE BANK OF INDIA
STATE BANK OF INDIA,EST_10,Branch,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,STATE BANK OF INDIA
STATE BANK OF INDIA,EST_11,Office,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,STATE BANK OF INDIA
STATE BANK OF INDIA,EST_12,Data Center,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,STATE BANK OF INDIA
