Master_DB_Name,Variant_Source,Variant_Name,Match_Confidence,Date_Added
MedPlus Health Services Limited,MASTER_DB,MedPlus Health Services Limited,CANONICAL,2026-01-14
Metro Brands Limited,MASTER_DB,Metro Brands Limited,CANONICAL,2026-01-14
Metropolis Healthcare Limited,MASTER_DB,Metropolis Healthcare Limited,CANONICAL,2026-01-14
Mishra Dhatu Nigam Limited,MASTER_DB,Mishra Dhatu Nigam Limited,CANONICAL,2026-01-14
Motherson Sumi Wiring India Limited,MASTER_DB,Motherson Sumi Wiring India Limited,CANONICAL,2026-01-14
Motilal Oswal Financial Services Limited,MASTER_DB,Motilal Oswal Financial Services Limited,CANONICAL,2026-01-14
Mphasis Limited,MASTER_DB,Mphasis Limited,CANONICAL,2026-01-14
NATCO Pharma Limited,MASTER_DB,NATCO Pharma Limited,CANONICAL,2026-01-14
NAVA LIMITED,MASTER_DB,NAVA LIMITED,CANONICAL,2026-01-14
NBCC India Limited,MASTER_DB,NBCC India Limited,CANONICAL,2026-01-14
NCC LIMITED,MASTER_DB,NCC LIMITED,CANONICAL,2026-01-14
NETWEB TECHNOLOGIES INDIA LIMITED,MASTER_DB,NETWEB TECHNOLOGIES INDIA LIMITED,CANONICAL,2026-01-14
NHPC Limited,MASTER_DB,NHPC Limited,CANONICAL,2026-01-14
NLC India Limited,MASTER_DB,NLC India Limited,CANONICAL,2026-01-14
NMDC Limited,MASTER_DB,NMDC Limited,CANONICAL,2026-01-14
NMDC Steel Limited,MASTER_DB,NMDC Steel Limited,CANONICAL,2026-01-14
NTPC LIMITED,MASTER_DB,NTPC LIMITED,CANONICAL,2026-01-14
NUVAMA WEALTH MANAGEMENT LIMITED,MASTER_DB,NUVAMA WEALTH MANAGEMENT LIMITED,CANONICAL,2026-01-14
Narayana Hrudayalaya Ltd,MASTER_DB,Narayana Hrudayalaya Ltd,CANONICAL,2026-01-14
Navin Fluorine International Limited,MASTER_DB,Navin Fluorine International Limited,CANONICAL,2026-01-14
Nestle India Limited,MASTER_DB,Nestle India Limited,CANONICAL,2026-01-14
Neuland Laboratories Limited,MASTER_DB,Neuland Laboratories Limited,CANONICAL,2026-01-14
Newgen Software Technologies Limited,MASTER_DB,Newgen Software Technologies Limited,CANONICAL,2026-01-14
Nippon Life India Asset Management Limited,MASTER_DB,Nippon Life India Asset Management Limited,CANONICAL,2026-01-14
Nuvoco Vistas Corporation Limited,MASTER_DB,Nuvoco Vistas Corporation Limited,CANONICAL,2026-01-14
Oberoi Realty Limited,MASTER_DB,Oberoi Realty Limited,CANONICAL,2026-01-14
Oil India Limited,MASTER_DB,Oil India Limited,CANONICAL,2026-01-14
Olectra Greentech Limited,MASTER_DB,Olectra Greentech Limited,CANONICAL,2026-01-14
One 97 Communications Limited,MASTER_DB,One 97 Communications Limited,CANONICAL,2026-01-14
Oracle Financial Services Software Limited,MASTER_DB,Oracle Financial Services Software Limited,CANONICAL,2026-01-14
PATANJALI FOODS LIMITED,MASTER_DB,PATANJALI FOODS LIMITED,CANONICAL,2026-01-14
PB FINTECH LIMITED,MASTER_DB,PB FINTECH LIMITED,CANONICAL,2026-01-14
PI INDUSTRIES LIMITED,MASTER_DB,PI INDUSTRIES LIMITED,CANONICAL,2026-01-14
PNB Housing Finance Limited,MASTER_DB,PNB Housing Finance Limited,CANONICAL,2026-01-14
PNC Infratech Limited,MASTER_DB,PNC Infratech Limited,CANONICAL,2026-01-14
POLY MEDICURE LIMITED,MASTER_DB,POLY MEDICURE LIMITED,CANONICAL,2026-01-14
PTC Industries Limited,MASTER_DB,PTC Industries Limited,CANONICAL,2026-01-14
PUNJAB NATIONAL BANK,MASTER_DB,PUNJAB NATIONAL BANK,CANONICAL,2026-01-14
PVR INOX LIMITED,MASTER_DB,PVR INOX LIMITED,CANONICAL,2026-01-14
Page Industries Limited,MASTER_DB,Page Industries Limited,CANONICAL,2026-01-14
Persistent Systems Limited,MASTER_DB,Persistent Systems Limited,CANONICAL,2026-01-14
Petronet LNG Limited,MASTER_DB,Petronet LNG Limited,CANONICAL,2026-01-14
Pfizer Limited,MASTER_DB,Pfizer Limited,CANONICAL,2026-01-14
Pidilite Industries Limited,MASTER_DB,Pidilite Industries Limited,CANONICAL,2026-01-14
Piramal Enterprises Limited,MASTER_DB,Piramal Enterprises Limited,CANONICAL,2026-01-14
Piramal Pharma Limited,MASTER_DB,Piramal Pharma Limited,CANONICAL,2026-01-14
Polycab India Limited,MASTER_DB,Polycab India Limited,CANONICAL,2026-01-14
Poonawalla Fincorp Limited,MASTER_DB,Poonawalla Fincorp Limited,CANONICAL,2026-01-14
Power Finance Corporation Limited,MASTER_DB,Power Finance Corporation Limited,CANONICAL,2026-01-14
Power Grid Corporation of India Limited,MASTER_DB,Power Grid Corporation of India Limited,CANONICAL,2026-01-14
Power Mech Projects Limited,MASTER_DB,Power Mech Projects Limited,CANONICAL,2026-01-14
Praj Industries Limited,MASTER_DB,Praj Industries Limited,CANONICAL,2026-01-14
Prestige Estates Projects Limited,MASTER_DB,Prestige Estates Projects Limited,CANONICAL,2026-01-14
Prism Johnson Limited,MASTER_DB,Prism Johnson Limited,CANONICAL,2026-01-14
Procter  Gamble Health Limited,MASTER_DB,Procter  Gamble Health Limited,CANONICAL,2026-01-14
Punjab  Sind Bank,MASTER_DB,Punjab  Sind Bank,CANONICAL,2026-01-14
Quess Corp Limited,MASTER_DB,Quess Corp Limited,CANONICAL,2026-01-14
R R Kabel Limited,MASTER_DB,R R Kabel Limited,CANONICAL,2026-01-14
RATTANINDIA ENTERPRISES LIMITED,MASTER_DB,RATTANINDIA ENTERPRISES LIMITED,CANONICAL,2026-01-14
RBL Bank Limited,MASTER_DB,RBL Bank Limited,CANONICAL,2026-01-14
REC Limited,MASTER_DB,REC Limited,CANONICAL,2026-01-14
RELIANCE POWER LIMITED,MASTER_DB,RELIANCE POWER LIMITED,CANONICAL,2026-01-14
RHI Magnesita India Ltd,MASTER_DB,RHI Magnesita India Ltd,CANONICAL,2026-01-14
RITES Limited,MASTER_DB,RITES Limited,CANONICAL,2026-01-14
Radico Khaitan Limited,MASTER_DB,Radico Khaitan Limited,CANONICAL,2026-01-14
Rail Vikas Nigam Limited,MASTER_DB,Rail Vikas Nigam Limited,CANONICAL,2026-01-14
Railtel Corporation of India Limited,MASTER_DB,Railtel Corporation of India Limited,CANONICAL,2026-01-14
Ramkrishna Forgings Limited,MASTER_DB,Ramkrishna Forgings Limited,CANONICAL,2026-01-14
RateGain Travel Technologies Limited,MASTER_DB,RateGain Travel Technologies Limited,CANONICAL,2026-01-14
Ratnamani Metals  Tubes Limited,MASTER_DB,Ratnamani Metals  Tubes Limited,CANONICAL,2026-01-14
Raymond Limited,MASTER_DB,Raymond Limited,CANONICAL,2026-01-14
Redington Limited,MASTER_DB,Redington Limited,CANONICAL,2026-01-14
Redtape Limited,MASTER_DB,Redtape Limited,CANONICAL,2026-01-14
Relaxo Footwears Limited,MASTER_DB,Relaxo Footwears Limited,CANONICAL,2026-01-14
Reliance Industries Limited,MASTER_DB,Reliance Industries Limited,CANONICAL,2026-01-14
Reliance Infrastructure Limited,MASTER_DB,Reliance Infrastructure Limited,CANONICAL,2026-01-14
Responsive Industries Limited,MASTER_DB,Responsive Industries Limited,CANONICAL,2026-01-14
Route Mobile Limited,MASTER_DB,Route Mobile Limited,CANONICAL,2026-01-14
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,MASTER_DB,SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,CANONICAL,2026-01-14
SAPPHIRE FOODS INDIA LIMITED,MASTER_DB,SAPPHIRE FOODS INDIA LIMITED,CANONICAL,2026-01-14
SARDA ENERGY  MINERALS LIMITED,MASTER_DB,SARDA ENERGY  MINERALS LIMITED,CANONICAL,2026-01-14
SAREGAMA India Limited,MASTER_DB,SAREGAMA India Limited,CANONICAL,2026-01-14
SBFC Finance Limited,MASTER_DB,SBFC Finance Limited,CANONICAL,2026-01-14
SBI Cards and Payment Services Limited,MASTER_DB,SBI Cards and Payment Services Limited,CANONICAL,2026-01-14
SBI Life Insurance Company Limited,MASTER_DB,SBI Life Insurance Company Limited,CANONICAL,2026-01-14
SHIPPING CORPORATION OF INDIA LIMITED,MASTER_DB,SHIPPING CORPORATION OF INDIA LIMITED,CANONICAL,2026-01-14
SJVN Limited,MASTER_DB,SJVN Limited,CANONICAL,2026-01-14
SKF INDIA LIMITED,MASTER_DB,SKF INDIA LIMITED,CANONICAL,2026-01-14
SRF LIMITED,MASTER_DB,SRF LIMITED,CANONICAL,2026-01-14
STATE BANK OF INDIA,MASTER_DB,STATE BANK OF INDIA,CANONICAL,2026-01-14
SUMITOMO CHEMICAL INDIA LIMITED,MASTER_DB,SUMITOMO CHEMICAL INDIA LIMITED,CANONICAL,2026-01-14
SUNDARAM FINANCE LIMITED,MASTER_DB,SUNDARAM FINANCE LIMITED,CANONICAL,2026-01-14
SUPREME PETROCHEM LIMITED,MASTER_DB,SUPREME PETROCHEM LIMITED,CANONICAL,2026-01-14
SUZLON ENERGY LIMITED,MASTER_DB,SUZLON ENERGY LIMITED,CANONICAL,2026-01-14
Safari Industries India Limited,MASTER_DB,Safari Industries India Limited,CANONICAL,2026-01-14
Sandur Manganese  Iron Ores Limited,MASTER_DB,Sandur Manganese  Iron Ores Limited,CANONICAL,2026-01-14
Schneider Electric Infrastructure Limited,MASTER_DB,Schneider Electric Infrastructure Limited,CANONICAL,2026-01-14
Sheela Foam Limited,MASTER_DB,Sheela Foam Limited,CANONICAL,2026-01-14
Shoppers Stop Limited,MASTER_DB,Shoppers Stop Limited,CANONICAL,2026-01-14
Shree Renuka Sugars Limited,MASTER_DB,Shree Renuka Sugars Limited,CANONICAL,2026-01-14
Shriram Finance Limited,MASTER_DB,Shriram Finance Limited,CANONICAL,2026-01-14
Shyam Metalics and Energy Limited,MASTER_DB,Shyam Metalics and Energy Limited,CANONICAL,2026-01-14
Signatureglobal India Limited,MASTER_DB,Signatureglobal India Limited,CANONICAL,2026-01-14
Sobha Limited,MASTER_DB,Sobha Limited,CANONICAL,2026-01-14
Solar Industries India Limited,MASTER_DB,Solar Industries India Limited,CANONICAL,2026-01-14
Sona BLW Precision Forgings Limited,MASTER_DB,Sona BLW Precision Forgings Limited,CANONICAL,2026-01-14
Sonata Software Limited,MASTER_DB,Sonata Software Limited,CANONICAL,2026-01-14
Star Cement Limited,MASTER_DB,Star Cement Limited,CANONICAL,2026-01-14
Star Health and Allied Insurance Company Limited,MASTER_DB,Star Health and Allied Insurance Company Limited,CANONICAL,2026-01-14
Steel Authority of India Limited,MASTER_DB,Steel Authority of India Limited,CANONICAL,2026-01-14
Sterling and Wilson Renewable Energy Limited,MASTER_DB,Sterling and Wilson Renewable Energy Limited,CANONICAL,2026-01-14
Sun Pharma Advanced Research Company Limited,MASTER_DB,Sun Pharma Advanced Research Company Limited,CANONICAL,2026-01-14
Sun Pharmaceutical Industries Limited,MASTER_DB,Sun Pharmaceutical Industries Limited,CANONICAL,2026-01-14
Sun TV Network Limited,MASTER_DB,Sun TV Network Limited,CANONICAL,2026-01-14
Sundram Fasteners Limited,MASTER_DB,Sundram Fasteners Limited,CANONICAL,2026-01-14
Supreme Industries Limited,MASTER_DB,Supreme Industries Limited,CANONICAL,2026-01-14
Syngene International Limited,MASTER_DB,Syngene International Limited,CANONICAL,2026-01-14
Syrma SGS Technology Limited,MASTER_DB,Syrma SGS Technology Limited,CANONICAL,2026-01-14
TATA CHEMICALS LIMITED,MASTER_DB,TATA CHEMICALS LIMITED,CANONICAL,2026-01-14
TATA COMMUNICATIONS LIMITED,MASTER_DB,TATA COMMUNICATIONS LIMITED,CANONICAL,2026-01-14
TBO Tek Limited,MASTER_DB,TBO Tek Limited,CANONICAL,2026-01-14
TEGA INDUSTRIES LIMITED,MASTER_DB,TEGA INDUSTRIES LIMITED,CANONICAL,2026-01-14
THE NEW INDIA ASSURANCE COMPANY LIMITED,MASTER_DB,THE NEW INDIA ASSURANCE COMPANY LIMITED,CANONICAL,2026-01-14
THE PHOENIX MILLS LIMITED,MASTER_DB,THE PHOENIX MILLS LIMITED,CANONICAL,2026-01-14
TITAGARH RAIL SYSTEMS LIMITED,MASTER_DB,TITAGARH RAIL SYSTEMS LIMITED,CANONICAL,2026-01-14
TRIDENT LIMITED,MASTER_DB,TRIDENT LIMITED,CANONICAL,2026-01-14
TTK PRESTIGE LIMITED,MASTER_DB,TTK PRESTIGE LIMITED,CANONICAL,2026-01-14
TVS Motor Company Limited,MASTER_DB,TVS Motor Company Limited,CANONICAL,2026-01-14
TVS Supply Chain Solutions Limited,MASTER_DB,TVS Supply Chain Solutions Limited,CANONICAL,2026-01-14
Tamilnad Mercantile Bank Limited,MASTER_DB,Tamilnad Mercantile Bank Limited,CANONICAL,2026-01-14
Tanla Platforms Limited,MASTER_DB,Tanla Platforms Limited,CANONICAL,2026-01-14
Tata Consultancy Services Limited,MASTER_DB,Tata Consultancy Services Limited,CANONICAL,2026-01-14
Tata Consumer Products Limited,MASTER_DB,Tata Consumer Products Limited,CANONICAL,2026-01-14
Tata Elxsi Limited,MASTER_DB,Tata Elxsi Limited,CANONICAL,2026-01-14
Tata Investment Corporation Limited,MASTER_DB,Tata Investment Corporation Limited,CANONICAL,2026-01-14
Tata Motors Limited,MASTER_DB,Tata Motors Limited,CANONICAL,2026-01-14
Tata Steel Limited,MASTER_DB,Tata Steel Limited,CANONICAL,2026-01-14
Tata Technologies Limited,MASTER_DB,Tata Technologies Limited,CANONICAL,2026-01-14
Tata Teleservices Maharashtra Limited,MASTER_DB,Tata Teleservices Maharashtra Limited,CANONICAL,2026-01-14
Tech Mahindra Limited,MASTER_DB,Tech Mahindra Limited,CANONICAL,2026-01-14
Techno Electric  Engineering Company Limited,MASTER_DB,Techno Electric  Engineering Company Limited,CANONICAL,2026-01-14
Tejas Networks Limited,MASTER_DB,Tejas Networks Limited,CANONICAL,2026-01-14
The Ramco Cements Limited,MASTER_DB,The Ramco Cements Limited,CANONICAL,2026-01-14
Thermax Limited,MASTER_DB,Thermax Limited,CANONICAL,2026-01-14
Thomas Cook  India  Limited,MASTER_DB,Thomas Cook  India  Limited,CANONICAL,2026-01-14
Timken India Limited,MASTER_DB,Timken India Limited,CANONICAL,2026-01-14
Titan Company Limited,MASTER_DB,Titan Company Limited,CANONICAL,2026-01-14
Torrent Pharmaceuticals Limited,MASTER_DB,Torrent Pharmaceuticals Limited,CANONICAL,2026-01-14
Torrent Power Limited,MASTER_DB,Torrent Power Limited,CANONICAL,2026-01-14
Triveni Engineering  Industries Limited,MASTER_DB,Triveni Engineering  Industries Limited,CANONICAL,2026-01-14
Triveni Turbine Limited,MASTER_DB,Triveni Turbine Limited,CANONICAL,2026-01-14
Tube Investments of India Limited,MASTER_DB,Tube Investments of India Limited,CANONICAL,2026-01-14
UNION BANK OF INDIA,MASTER_DB,UNION BANK OF INDIA,CANONICAL,2026-01-14
UNITED BREWERIES LIMITED,MASTER_DB,UNITED BREWERIES LIMITED,CANONICAL,2026-01-14
UPL LIMITED,MASTER_DB,UPL LIMITED,CANONICAL,2026-01-14
UTI Asset Management Company Limited,MASTER_DB,UTI Asset Management Company Limited,CANONICAL,2026-01-14
Ujjivan Small Finance Bank Limited,MASTER_DB,Ujjivan Small Finance Bank Limited,CANONICAL,2026-01-14
UltraTech Cement Limited,MASTER_DB,UltraTech Cement Limited,CANONICAL,2026-01-14
United Spirits Limited,MASTER_DB,United Spirits Limited,CANONICAL,2026-01-14
Uno Minda Limited,MASTER_DB,Uno Minda Limited,CANONICAL,2026-01-14
Usha Martin Limited,MASTER_DB,Usha Martin Limited,CANONICAL,2026-01-14
V-GUARD INDUSTRIES LIMITED,MASTER_DB,V-GUARD INDUSTRIES LIMITED,CANONICAL,2026-01-14
VALOR ESTATE LIMITED,MASTER_DB,VALOR ESTATE LIMITED,CANONICAL,2026-01-14
VIP INDUSTRIES LIMITED,MASTER_DB,VIP INDUSTRIES LIMITED,CANONICAL,2026-01-14
Varroc Engineering Limited,MASTER_DB,Varroc Engineering Limited,CANONICAL,2026-01-14
Vedant Fashions Limited,MASTER_DB,Vedant Fashions Limited,CANONICAL,2026-01-14
Vedanta Limited,MASTER_DB,Vedanta Limited,CANONICAL,2026-01-14
Vinati Organics Limited,MASTER_DB,Vinati Organics Limited,CANONICAL,2026-01-14
Vodafone Idea Limited,MASTER_DB,Vodafone Idea Limited,CANONICAL,2026-01-14
Voltamp Transformers Limited,MASTER_DB,Voltamp Transformers Limited,CANONICAL,2026-01-14
Voltas Limited,MASTER_DB,Voltas Limited,CANONICAL,2026-01-14
Waaree Renewable Technologies Limited,MASTER_DB,Waaree Renewable Technologies Limited,CANONICAL,2026-01-14
Welspun Corp Limited,MASTER_DB,Welspun Corp Limited,CANONICAL,2026-01-14
Welspun Living Limited,MASTER_DB,Welspun Living Limited,CANONICAL,2026-01-14
Whirlpool of India Limited,MASTER_DB,Whirlpool of India Limited,CANONICAL,2026-01-14
Wipro Limited,MASTER_DB,Wipro Limited,CANONICAL,2026-01-14
Wockhardt Limited,MASTER_DB,Wockhardt Limited,CANONICAL,2026-01-14
YES Bank Limited,MASTER_DB,YES Bank Limited,CANONICAL,2026-01-14
ZENSAR TECHNOLOGIES LIMITED,MASTER_DB,ZENSAR TECHNOLOGIES LIMITED,CANONICAL,2026-01-14
ZF Commercial Vehicle Control Systems India Limited,MASTER_DB,ZF Commercial Vehicle Control Systems India Limited,CANONICAL,2026-01-14
Zee Entertainment Enterprises Limited,MASTER_DB,Zee Entertainment Enterprises Limited,CANONICAL,2026-01-14
Zen Technologies Limited,MASTER_DB,Zen Technologies Limited,CANONICAL,2026-01-14
Zydus Lifesciences Limited,MASTER_DB,Zydus Lifesciences Limited,CANONICAL,2026-01-14
Zydus Wellness Limited,MASTER_DB,Zydus Wellness Limited,CANONICAL,2026-01-14
eClerx Services Limited,MASTER_DB,eClerx Services Limited,CANONICAL,2026-01-14
Kalyani Steels,MASTER_DB,Kalyani Steels,CANONICAL,2026-01-14
Sunflag Iron and Steel,MASTER_DB,Sunflag Iron and Steel,CANONICAL,2026-01-14
Electrosteel Castings,MASTER_DB,Electrosteel Castings,CANONICAL,2026-01-14
Essar Steel India (AM/NS India),MASTER_DB,Essar Steel India (AM/NS India),CANONICAL,2026-01-14
KIOCL (Kudremukh Iron Ore Company),MASTER_DB,KIOCL (Kudremukh Iron Ore Company),CANONICAL,2026-01-14
Rashtriya Ispat Nigam Limited (RINL) - Vizag Steel,MASTER_DB,Rashtriya Ispat Nigam Limited (RINL) - Vizag Steel,CANONICAL,2026-01-14
Mrs. Bectors Food Specialities,MASTER_DB,Mrs. Bectors Food Specialities,CANONICAL,2026-01-14
Bikaji Foods,MASTER_DB,Bikaji Foods,CANONICAL,2026-01-14
Varun Beverages (PepsiCo franchise),MASTER_DB,Varun Beverages (PepsiCo franchise),CANONICAL,2026-01-14
Heritage Foods,MASTER_DB,Heritage Foods,CANONICAL,2026-01-14
Vardhman Textiles,MASTER_DB,Vardhman Textiles,CANONICAL,2026-01-14
Himadri Speciality Chemical Limited,MASTER_DB,Himadri Speciality Chemical Limited,CANONICAL,2026-01-14
SARDA ENERGY & MINERALS LIMITED,MASTER_DB,SARDA ENERGY & MINERALS LIMITED,CANONICAL,2026-01-14
Tata Power,MASTER_DB,Tata Power,CANONICAL,2026-01-14
JSW Energy,MASTER_DB,JSW Energy,CANONICAL,2026-01-14
Prism Johnson (Cement),MASTER_DB,Prism Johnson (Cement),CANONICAL,2026-01-14
Mangalam Cement,MASTER_DB,Mangalam Cement,CANONICAL,2026-01-14
Sanghi Industries,MASTER_DB,Sanghi Industries,CANONICAL,2026-01-14
LT Technology Services Limited,MASTER_DB,LT Technology Services Limited,CANONICAL,2026-01-14
Larsen & Toubro Limited,MASTER_DB,Larsen & Toubro Limited,CANONICAL,2026-01-14
LTIMindtree Limited,MASTER_DB,LTIMindtree Limited,CANONICAL,2026-01-14
APL Apollo Tubes,MASTER_DB,APL Apollo Tubes,CANONICAL,2026-01-14
IndiGo (InterGlobe Aviation),MASTER_DB,IndiGo (InterGlobe Aviation),CANONICAL,2026-01-14
"GMR Airports (Delhi, Hyderabad)",MASTER_DB,"GMR Airports (Delhi, Hyderabad)",CANONICAL,2026-01-14
"Adani Airports (Mumbai, Ahmedabad, 6 others)",MASTER_DB,"Adani Airports (Mumbai, Ahmedabad, 6 others)",CANONICAL,2026-01-14
GVK Mumbai Airport,MASTER_DB,GVK Mumbai Airport,CANONICAL,2026-01-14
Bangalore International Airport Ltd (BIAL),MASTER_DB,Bangalore International Airport Ltd (BIAL),CANONICAL,2026-01-14
Sanofi India Limited,MASTER_DB,Sanofi India Limited,CANONICAL,2026-01-14
DIVI'S LABORATORIES LIMITED,MASTER_DB,DIVI'S LABORATORIES LIMITED,CANONICAL,2026-01-14
JK Tyre & Industries Limited,MASTER_DB,JK Tyre & Industries Limited,CANONICAL,2026-01-14
Schaeffler India Limited,MASTER_DB,Schaeffler India Limited,CANONICAL,2026-01-14
Jindal Saw Limited,MASTER_DB,Jindal Saw Limited,CANONICAL,2026-01-14
Narayana Hrudayalaya Ltd.,MASTER_DB,Narayana Hrudayalaya Ltd.,CANONICAL,2026-01-14
Minda Corporation Limited,MASTER_DB,Minda Corporation Limited,CANONICAL,2026-01-14
West Coast Paper Mills Limited,MASTER_DB,West Coast Paper Mills Limited,CANONICAL,2026-01-14
Bharat Heavy Electricals Limited (BHEL),MASTER_DB,Bharat Heavy Electricals Limited (BHEL),CANONICAL,2026-01-14
Emami Paper Mills Limited,MASTER_DB,Emami Paper Mills Limited,CANONICAL,2026-01-14
Seshasayee Paper and Boards Limited,MASTER_DB,Seshasayee Paper and Boards Limited,CANONICAL,2026-01-14
Mahindra Holidays & Resorts India Limited,MASTER_DB,Mahindra Holidays & Resorts India Limited,CANONICAL,2026-01-14
Punjab & Sind Bank,MASTER_DB,Punjab & Sind Bank,CANONICAL,2026-01-14
Andhra Paper Limited (formerly Andhra Pradesh Paper Mills),MASTER_DB,Andhra Paper Limited (formerly Andhra Pradesh Paper Mills),CANONICAL,2026-01-14
Damodar Valley Corporation (DVC),MASTER_DB,Damodar Valley Corporation (DVC),CANONICAL,2026-01-14
West Coast Paper Mills,MASTER_DB,West Coast Paper Mills,CANONICAL,2026-01-14
Welspun Living Limited (formerly Welspun India),MASTER_DB,Welspun Living Limited (formerly Welspun India),CANONICAL,2026-01-14
CCL Products (India) Limited,MASTER_DB,CCL Products (India) Limited,CANONICAL,2026-01-14
ITC Limited (Paperboards Division),MASTER_DB,ITC Limited (Paperboards Division),CANONICAL,2026-01-14
Nestle India,MASTER_DB,Nestle India,CANONICAL,2026-01-14
JK Paper,MASTER_DB,JK Paper,CANONICAL,2026-01-14
K.P.R. MILL LIMITED,MASTER_DB,K.P.R. MILL LIMITED,CANONICAL,2026-01-14
Mother Dairy,MASTER_DB,Mother Dairy,CANONICAL,2026-01-14
Haldiram Snacks Food Private Limited,MASTER_DB,Haldiram Snacks Food Private Limited,CANONICAL,2026-01-14
Cochin International Airport (CIAL),MASTER_DB,Cochin International Airport (CIAL),CANONICAL,2026-01-14
L&T Finance Limited,MASTER_DB,L&T Finance Limited,CANONICAL,2026-01-14
IndiaMART InterMESH Limited,MASTER_DB,IndiaMART InterMESH Limited,CANONICAL,2026-01-14
GAIL (India) Limited,MASTER_DB,GAIL (India) Limited,CANONICAL,2026-01-14
Sagar Cements,MASTER_DB,Sagar Cements,CANONICAL,2026-01-14
Siemens Limited,MASTER_DB,Siemens Limited,CANONICAL,2026-01-14
Vedanta,MASTER_DB,Vedanta,CANONICAL,2026-01-14
360 ONE WAM LIMITED,C3.1_RENEWABLE_ENERGY,360 ONE WAM (REC-based),RESEARCHED,2026-01-14
3M INDIA LIMITED,C3.1_RENEWABLE_ENERGY,3M India Limited,RESEARCHED,2026-01-14
ADANI POWER LIMITED,C3.1_RENEWABLE_ENERGY,Adani Power Limited,RESEARCHED,2026-01-14
AIA ENGINEERING LIMITED,C3.1_RENEWABLE_ENERGY,AIA Engineering,FIXED,2026-01-14
ALEMBIC PHARMACEUTICALS LIMITED,C3.1_RENEWABLE_ENERGY,Alembic Pharmaceuticals,FIXED,2026-01-14
ALKYL AMINES CHEMICALS LIMITED,C3.1_RENEWABLE_ENERGY,Alkyl Amines,RESEARCHED,2026-01-14
ALOK INDUSTRIES LIMITED,C3.1_RENEWABLE_ENERGY,Alok Industries,HIGH,2026-01-14
APAR Industries Limited,C3.1_RENEWABLE_ENERGY,Apar Industries Limited,EXACT,2026-01-14
APL Apollo Tubes Limited,C3.1_RENEWABLE_ENERGY,APL Apollo Tubes,HIGH,2026-01-14
ARVIND LIMITED,C3.1_RENEWABLE_ENERGY,Arvind Limited,HIGH,2026-01-14
AU Small Finance Bank Limited,C3.1_RENEWABLE_ENERGY,AU Small Finance Bank,EXACT,2026-01-14
AUROBINDO PHARMA LIMITED,C3.1_RENEWABLE_ENERGY,Aurobindo Pharma,EXACT,2026-01-14
Adani Energy Solutions Limited,C3.1_RENEWABLE_ENERGY,Adani Energy Solutions,EXACT,2026-01-14
Adani Enterprises Limited,C3.1_RENEWABLE_ENERGY,Adani Enterprises,EXACT,2026-01-14
Adani Ports and Special Economic Zone Limited,C3.1_RENEWABLE_ENERGY,Adani Ports (APSEZ),HIGH,2026-01-14
Adani Total Gas Limited,C3.1_RENEWABLE_ENERGY,Adani Total Gas,EXACT,2026-01-14
Aditya Birla Capital Limited,C3.1_RENEWABLE_ENERGY,Aditya Birla Capital,RESEARCHED,2026-01-14
Aditya Birla Fashion and Retail Limited,C3.1_RENEWABLE_ENERGY,Aditya Birla Fashion,HIGH,2026-01-14
Aditya Birla Sun Life AMC Limited,C3.1_RENEWABLE_ENERGY,ABSL AMC (REC-based),RESEARCHED,2026-01-14
Aether Industries Limited,C3.1_RENEWABLE_ENERGY,Aether Industries,RESEARCHED,2026-01-14
Akzo Nobel India Limited,C3.1_RENEWABLE_ENERGY,Akzo Nobel India,EXACT,2026-01-14
Alkem Laboratories Limited,C3.1_RENEWABLE_ENERGY,Alkem Laboratories,EXACT,2026-01-14
Amara Raja Energy  Mobility Limited,C3.1_RENEWABLE_ENERGY,Amara Raja Energy & Mobility,EXACT,2026-01-14
Amber Enterprises India Limited,C3.1_RENEWABLE_ENERGY,Amber Enterprises,EXACT,2026-01-14
Ambuja Cements Limited,C3.1_RENEWABLE_ENERGY,Ambuja Cements,HIGH,2026-01-14
Anand Rathi Wealth Limited,C3.1_RENEWABLE_ENERGY,Anand Rathi,RESEARCHED,2026-01-14
Anant Raj Limited,C3.1_RENEWABLE_ENERGY,Anant Raj,RESEARCHED,2026-01-14
Anupam Rasayan India Limited,C3.1_RENEWABLE_ENERGY,Anupam Rasayan,RESEARCHED,2026-01-14
Apollo Tyres Limited,C3.1_RENEWABLE_ENERGY,Apollo Tyres,EXACT,2026-01-14
Aptus Value Housing Finance India Limited,C3.1_RENEWABLE_ENERGY,Aptus Value,RESEARCHED,2026-01-14
Asahi India Glass Limited,C3.1_RENEWABLE_ENERGY,Asahi India Glass,RESEARCHED,2026-01-14
Ashok Leyland Limited,C3.1_RENEWABLE_ENERGY,Ashok Leyland,RESEARCHED,2026-01-14
Aster DM Healthcare Limited,C3.1_RENEWABLE_ENERGY,Aster DM Healthcare,EXACT,2026-01-14
AstraZeneca Pharma India Limited,C3.1_RENEWABLE_ENERGY,AstraZeneca India,RESEARCHED,2026-01-14
Avenue Supermarts Limited,C3.1_RENEWABLE_ENERGY,Avenue Supermarts,EXACT,2026-01-14
BAJAJ ELECTRICALS LIMITED,C3.1_RENEWABLE_ENERGY,Bajaj Electricals,EXACT,2026-01-14
