Company_Name,Facility_ID,Facility_Type,Latitude,Longitude,City,State,Facility_Name
Tata Teleservices Maharashtra Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
TBO Tek Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
TBO Tek Limited,2,Corporate Office,28.4646148,77.0299194,Gurgaon,Haryana,Corporate Office
Techno Electric  Engineering Company Limited,1,Registered Office,28.5706333,77.3272147,Noida,Uttar Pradesh,Registered Office
Techno Electric  Engineering Company Limited,2,Corporate Office,22.5726459,88.3638953,Kolkata,West Bengal,Corporate Office
Tech Mahindra Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Tech Mahindra Limited,2,Corporate Office,18.5213738,73.8545071,Pune,Maharashtra,Corporate Office
TEGA INDUSTRIES LIMITED,1,Registered Office,22.5726459,88.3638953,Kolkata,West Bengal,Registered Office
Tejas Networks Limited,1,Registered Office,12.9767936,77.590082,Bengaluru,Karnataka,Registered Office
Tejas Networks Limited,2,Plant,12.9767936,77.590082,Bengaluru,Karnataka,Plant
Thermax Limited,1,Registered Office,18.5213738,73.8545071,Pune,Maharashtra,Registered Office
Thermax Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
THE NEW INDIA ASSURANCE COMPANY LIMITED,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
THE PHOENIX MILLS LIMITED,1,Registered Office,19.0051138,72.8309291,Mumbai,Maharashtra,Registered Office
THE PHOENIX MILLS LIMITED,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
The Ramco Cements Limited,1,Registered Office,22.3511148,78.6677428,,,Registered Office
The Ramco Cements Limited,2,Corporate Office,13.0836939,80.270186,Chennai,Tamil Nadu,Corporate Office
Thomas Cook  India  Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Timken India Limited,1,Registered Office,16.3113039,75.9164329,Hosur,Karnataka,Registered Office
TITAGARH RAIL SYSTEMS LIMITED,1,Registered Office,22.5726459,88.3638953,Kolkata,West Bengal,Registered Office
TITAGARH RAIL SYSTEMS LIMITED,2,Corporate Office,22.5726459,88.3638953,Kolkata,West Bengal,Corporate Office
Titan Company Limited,1,Registered Office,12.7183361,77.8229481,Hosur,Tamil Nadu,Registered Office
Titan Company Limited,2,Corporate Office,16.3113039,75.9164329,Hosur,Karnataka,Corporate Office
Titan Company Limited,3,Plant,16.3113039,75.9164329,Hosur,Karnataka,Plant
Torrent Pharmaceuticals Limited,1,Registered Office,23.0215374,72.5800568,Ahmedabad,Gujarat,Registered Office
Torrent Pharmaceuticals Limited,2,Plant,22.3511148,78.6677428,,,Plant
Torrent Power Limited,1,Registered Office,23.0215374,72.5800568,Ahmedabad,Gujarat,Registered Office
TRIDENT LIMITED,1,Registered Office,30.9293211,75.5004841,,Punjab,Registered Office
TRIDENT LIMITED,3,Facility,30.9293211,75.5004841,,Punjab,Facility
Triveni Engineering  Industries Limited,1,Registered Office,28.5706333,77.3272147,Noida,Uttar Pradesh,Registered Office
Triveni Engineering  Industries Limited,2,Corporate Office,28.5706333,77.3272147,Noida,Uttar Pradesh,Corporate Office
Triveni Turbine Limited,1,Registered Office,28.5706333,77.3272147,Noida,Uttar Pradesh,Registered Office
Triveni Turbine Limited,2,Corporate Office,28.5706333,77.3272147,Noida,Uttar Pradesh,Corporate Office
Triveni Turbine Limited,3,Plant,17.360589,78.4740613,Hyderabad,Telangana,Plant
TTK PRESTIGE LIMITED,1,Registered Office,12.7183361,77.8229481,Hosur,Tamil Nadu,Registered Office
TTK PRESTIGE LIMITED,2,Corporate Office,12.9767936,77.590082,Bengaluru,Karnataka,Corporate Office
Tube Investments of India Limited,1,Registered Office,13.0836939,80.270186,Chennai,Tamil Nadu,Registered Office
TVS Holdings Limited,1,Registered Office,13.0836939,80.270186,Chennai,Tamil Nadu,Registered Office
TVS Motor Company Limited,1,Registered Office,13.0836939,80.270186,Chennai,Tamil Nadu,Registered Office
TVS Supply Chain Solutions Limited,1,Registered Office,9.9261153,78.1140983,Madurai,Tamil Nadu,Registered Office
TVS Supply Chain Solutions Limited,2,Corporate Office,13.0836939,80.270186,Chennai,Tamil Nadu,Corporate Office
UCO BANK,2,Corporate Office,22.5726459,88.3638953,Kolkata,West Bengal,Corporate Office
Ujjivan Small Finance Bank Limited,1,Registered Office,12.9767936,77.590082,Bengaluru,Karnataka,Registered Office
UltraTech Cement Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
UltraTech Cement Limited,2,Plant,22.3850051,71.745261,,Gujarat,Plant
UNION BANK OF INDIA,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
UNION BANK OF INDIA,2,Facility,27.1303344,80.859666,,Uttar Pradesh,Facility
UNITED BREWERIES LIMITED,1,Registered Office,12.9767936,77.590082,Bengaluru,Karnataka,Registered Office
United Spirits Limited,1,Registered Office,12.9767936,77.590082,Bengaluru,Karnataka,Registered Office
United Spirits Limited,2,Plant,12.9767936,77.590082,Bangalore,Karnataka,Plant
Uno Minda Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
Uno Minda Limited,2,Corporate Office,28.3247096,76.9263787,Manesar,Haryana,Corporate Office
UPL LIMITED,1,Registered Office,20.3735482,72.9084376,Vapi,Gujarat,Registered Office
UPL LIMITED,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
UPL LIMITED,3,Plant,21.6293206,72.9945103,Ankleshwar,Gujarat,Plant
Usha Martin Limited,1,Registered Office,22.545567,88.3502993,Kolkata,West Bengal,Registered Office
Usha Martin Limited,2,Corporate Office,22.5726459,88.3638953,Kolkata,West Bengal,Corporate Office
UTI Asset Management Company Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
V-GUARD INDUSTRIES LIMITED,1,Registered Office,10.3528744,76.5120396,,Kerala,Registered Office
VALOR ESTATE LIMITED,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Varroc Engineering Limited,1,Registered Office,24.8033201,84.4110198,Aurangabad,,Registered Office
Varroc Engineering Limited,2,Facility,18.5213738,73.8545071,Pune,Maharashtra,Facility
Varun Beverages Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
Varun Beverages Limited,2,Corporate Office,28.4646148,77.0299194,Gurugram,Haryana,Corporate Office
Varun Beverages Limited,3,Plant,22.3511148,78.6677428,,,Plant
Vedanta Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Vedanta Limited,2,Corporate Office,28.6138954,77.2090057,Delhi,Delhi,Corporate Office
Vedant Fashions Limited,1,Registered Office,22.5726459,88.3638953,Kolkata,West Bengal,Registered Office
Vesuvius India Limited,1,Registered Office,22.5726459,88.3638953,Kolkata,West Bengal,Registered Office
Vinati Organics Limited,1,Registered Office,19.5670323,76.4164557,,Maharashtra,Registered Office
Vinati Organics Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
VIP INDUSTRIES LIMITED,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Vodafone Idea Limited,1,Registered Office,23.2232877,72.6492267,Gandhinagar,Gujarat,Registered Office
Vodafone Idea Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Voltas Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Waaree Renewable Technologies Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Welspun Corp Limited,1,Registered Office,22.3850051,71.745261,,Gujarat,Registered Office
Welspun Corp Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Welspun Living Limited,1,Registered Office,22.3850051,71.745261,,Gujarat,Registered Office
Welspun Living Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Welspun Living Limited,3,Facility,17.360589,78.4740613,Hyderabad,Telangana,Facility
Westlife Foodworld Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Whirlpool of India Limited,1,Registered Office,18.5213738,73.8545071,Pune,Maharashtra,Registered Office
Whirlpool of India Limited,2,Corporate Office,28.4507064,77.0738281,Gurugram,Haryana,Corporate Office
Wipro Limited,1,Registered Office,12.9767936,77.590082,Bengaluru,Karnataka,Registered Office
Wipro Limited,2,Plant,12.3051828,76.6553609,Mysore,Karnataka,Plant
Wockhardt Limited,1,Registered Office,19.5670323,76.4164557,,Maharashtra,Registered Office
Wockhardt Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Wockhardt Limited,3,Plant,22.3511148,78.6677428,,,Plant
YES Bank Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Zee Entertainment Enterprises Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
ZENSAR TECHNOLOGIES LIMITED,1,Registered Office,18.5213738,73.8545071,Pune,Maharashtra,Registered Office
ZENSAR TECHNOLOGIES LIMITED,2,Plant,12.9767936,77.590082,Bangalore,Karnataka,Plant
Zen Technologies Limited,1,Registered Office,17.360589,78.4740613,Hyderabad,Telangana,Registered Office
ZF Commercial Vehicle Control Systems India Limited,1,Registered Office,13.0836939,80.270186,Chennai,Tamil Nadu,Registered Office
Zydus Lifesciences Limited,1,Registered Office,23.2232877,72.6492267,Gandhinagar,Gujarat,Registered Office
Zydus Lifesciences Limited,2,Plant,22.2973142,73.1942567,Vadodara,Gujarat,Plant
Zydus Wellness Limited,1,Registered Office,23.2232877,72.6492267,Gandhinagar,Gujarat,Registered Office
Reliance Industries Limited,EST_1,Refinery,19.054999,72.8692035,Mumbai,Maharashtra,Refinery
Reliance Industries Limited,EST_2,Terminal,19.054999,72.8692035,Mumbai,Maharashtra,Terminal
Reliance Industries Limited,EST_3,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
Reliance Industries Limited,EST_4,Warehouse,19.054999,72.8692035,Mumbai,Maharashtra,Warehouse
Tata Consultancy Services Limited,EST_1,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
Tata Consultancy Services Limited,EST_2,Data Center,19.054999,72.8692035,Mumbai,Maharashtra,Data Center
HDFC Bank Limited,EST_1,Branch,19.054999,72.8692035,Mumbai,Maharashtra,Branch
HDFC Bank Limited,EST_2,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
HDFC Bank Limited,EST_3,Data Center,19.054999,72.8692035,Mumbai,Maharashtra,Data Center
HDFC Bank Limited,EST_4,Branch,19.054999,72.8692035,Mumbai,Maharashtra,Branch
HDFC Bank Limited,EST_5,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
HDFC Bank Limited,EST_6,Data Center,19.054999,72.8692035,Mumbai,Maharashtra,Data Center
HDFC Bank Limited,EST_7,Branch,19.054999,72.8692035,Mumbai,Maharashtra,Branch
HDFC Bank Limited,EST_8,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
HDFC Bank Limited,EST_9,Data Center,19.054999,72.8692035,Mumbai,Maharashtra,Data Center
HDFC Bank Limited,EST_10,Branch,19.054999,72.8692035,Mumbai,Maharashtra,Branch
HDFC Bank Limited,EST_11,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
HDFC Bank Limited,EST_12,Data Center,19.054999,72.8692035,Mumbai,Maharashtra,Data Center
HDFC Bank Limited,EST_13,Branch,19.054999,72.8692035,Mumbai,Maharashtra,Branch
HDFC Bank Limited,EST_14,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
HDFC Bank Limited,EST_15,Data Center,19.054999,72.8692035,Mumbai,Maharashtra,Data Center
HDFC Bank Limited,EST_16,Branch,19.054999,72.8692035,Mumbai,Maharashtra,Branch
HDFC Bank Limited,EST_17,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
HDFC Bank Limited,EST_18,Data Center,19.054999,72.8692035,Mumbai,Maharashtra,Data Center
HDFC Bank Limited,EST_19,Branch,19.054999,72.8692035,Mumbai,Maharashtra,Branch
HDFC Bank Limited,EST_20,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
HDFC Bank Limited,EST_21,Data Center,19.054999,72.8692035,Mumbai,Maharashtra,Data Center
HDFC Bank Limited,EST_22,Branch,19.054999,72.8692035,Mumbai,Maharashtra,Branch
ICICI Bank Limited,EST_1,Branch,22.2973142,73.1942567,Vadodara,Gujarat,Branch
ICICI Bank Limited,EST_2,Office,22.2973142,73.1942567,Vadodara,Gujarat,Office
ICICI Bank Limited,EST_3,Data Center,22.2973142,73.1942567,Vadodara,Gujarat,Data Center
ICICI Bank Limited,EST_4,Branch,22.2973142,73.1942567,Vadodara,Gujarat,Branch
ICICI Bank Limited,EST_5,Office,22.2973142,73.1942567,Vadodara,Gujarat,Office
ICICI Bank Limited,EST_6,Data Center,22.2973142,73.1942567,Vadodara,Gujarat,Data Center
ICICI Bank Limited,EST_7,Branch,22.2973142,73.1942567,Vadodara,Gujarat,Branch
ICICI Bank Limited,EST_8,Office,22.2973142,73.1942567,Vadodara,Gujarat,Office
ICICI Bank Limited,EST_9,Data Center,22.2973142,73.1942567,Vadodara,Gujarat,Data Center
ICICI Bank Limited,EST_10,Branch,22.2973142,73.1942567,Vadodara,Gujarat,Branch
ICICI Bank Limited,EST_11,Office,22.2973142,73.1942567,Vadodara,Gujarat,Office
ICICI Bank Limited,EST_12,Data Center,22.2973142,73.1942567,Vadodara,Gujarat,Data Center
ICICI Bank Limited,EST_13,Branch,22.2973142,73.1942567,Vadodara,Gujarat,Branch
ICICI Bank Limited,EST_14,Office,22.2973142,73.1942567,Vadodara,Gujarat,Office
ICICI Bank Limited,EST_15,Data Center,22.2973142,73.1942567,Vadodara,Gujarat,Data Center
ICICI Bank Limited,EST_16,Branch,22.2973142,73.1942567,Vadodara,Gujarat,Branch
ICICI Bank Limited,EST_17,Office,22.2973142,73.1942567,Vadodara,Gujarat,Office
ICICI Bank Limited,EST_18,Data Center,22.2973142,73.1942567,Vadodara,Gujarat,Data Center
ICICI Bank Limited,EST_19,Branch,22.2973142,73.1942567,Vadodara,Gujarat,Branch
ICICI Bank Limited,EST_20,Office,22.2973142,73.1942567,Vadodara,Gujarat,Office
ICICI Bank Limited,EST_21,Data Center,22.2973142,73.1942567,Vadodara,Gujarat,Data Center
ICICI Bank Limited,EST_22,Branch,22.2973142,73.1942567,Vadodara,Gujarat,Branch
Bharti Airtel Limited,EST_1,Office,28.4646148,77.0299194,Gurugram,Haryana,Office
Bharti Airtel Limited,EST_2,Tower,28.4646148,77.0299194,Gurugram,Haryana,Tower
Bharti Airtel Limited,EST_3,Data Center,28.4646148,77.0299194,Gurugram,Haryana,Data Center
Bharti Airtel Limited,EST_4,Store,28.4646148,77.0299194,Gurugram,Haryana,Store
Bharti Airtel Limited,EST_5,Office,28.4646148,77.0299194,Gurugram,Haryana,Office
Bharti Airtel Limited,EST_6,Tower,28.4646148,77.0299194,Gurugram,Haryana,Tower
Bharti Airtel Limited,EST_7,Data Center,28.4646148,77.0299194,Gurugram,Haryana,Data Center
Bharti Airtel Limited,EST_8,Store,28.4646148,77.0299194,Gurugram,Haryana,Store
Bharti Airtel Limited,EST_9,Office,28.4646148,77.0299194,Gurugram,Haryana,Office
Bharti Airtel Limited,EST_10,Tower,28.4646148,77.0299194,Gurugram,Haryana,Tower
STATE BANK OF INDIA,EST_1,Branch,19.054999,72.8692035,Mumbai,Maharashtra,Branch
STATE BANK OF INDIA,EST_2,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
STATE BANK OF INDIA,EST_3,Data Center,19.054999,72.8692035,Mumbai,Maharashtra,Data Center
STATE BANK OF INDIA,EST_4,Branch,19.054999,72.8692035,Mumbai,Maharashtra,Branch
STATE BANK OF INDIA,EST_5,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
STATE BANK OF INDIA,EST_6,Data Center,19.054999,72.8692035,Mumbai,Maharashtra,Data Center
STATE BANK OF INDIA,EST_7,Branch,19.054999,72.8692035,Mumbai,Maharashtra,Branch
STATE BANK OF INDIA,EST_8,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
STATE BANK OF INDIA,EST_9,Data Center,19.054999,72.8692035,Mumbai,Maharashtra,Data Center
STATE BANK OF INDIA,EST_10,Branch,19.054999,72.8692035,Mumbai,Maharashtra,Branch
STATE BANK OF INDIA,EST_11,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
STATE BANK OF INDIA,EST_12,Data Center,19.054999,72.8692035,Mumbai,Maharashtra,Data Center
STATE BANK OF INDIA,EST_13,Branch,19.054999,72.8692035,Mumbai,Maharashtra,Branch
STATE BANK OF INDIA,EST_14,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
STATE BANK OF INDIA,EST_15,Data Center,19.054999,72.8692035,Mumbai,Maharashtra,Data Center
STATE BANK OF INDIA,EST_16,Branch,19.054999,72.8692035,Mumbai,Maharashtra,Branch
STATE BANK OF INDIA,EST_17,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
STATE BANK OF INDIA,EST_18,Data Center,19.054999,72.8692035,Mumbai,Maharashtra,Data Center
STATE BANK OF INDIA,EST_19,Branch,19.054999,72.8692035,Mumbai,Maharashtra,Branch
STATE BANK OF INDIA,EST_20,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
STATE BANK OF INDIA,EST_21,Data Center,19.054999,72.8692035,Mumbai,Maharashtra,Data Center
STATE BANK OF INDIA,EST_22,Branch,19.054999,72.8692035,Mumbai,Maharashtra,Branch
STATE BANK OF INDIA,EST_23,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
Infosys Limited,EST_1,Office,16.3113039,75.9164329,Hosur,Karnataka,Office
Infosys Limited,EST_2,Data Center,16.3113039,75.9164329,Hosur,Karnataka,Data Center
Infosys Limited,EST_3,Development Center,16.3113039,75.9164329,Hosur,Karnataka,Development Center
Life Insurance Corporation of India,EST_1,Branch,19.054999,72.8692035,Mumbai,Maharashtra,Branch
Life Insurance Corporation of India,EST_2,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
Life Insurance Corporation of India,EST_3,Data Center,19.054999,72.8692035,Mumbai,Maharashtra,Data Center
Life Insurance Corporation of India,EST_4,Branch,19.054999,72.8692035,Mumbai,Maharashtra,Branch
Life Insurance Corporation of India,EST_5,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
Life Insurance Corporation of India,EST_6,Data Center,19.054999,72.8692035,Mumbai,Maharashtra,Data Center
Life Insurance Corporation of India,EST_7,Branch,19.054999,72.8692035,Mumbai,Maharashtra,Branch
Life Insurance Corporation of India,EST_8,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
Life Insurance Corporation of India,EST_9,Data Center,19.054999,72.8692035,Mumbai,Maharashtra,Data Center
Life Insurance Corporation of India,EST_10,Branch,19.054999,72.8692035,Mumbai,Maharashtra,Branch
Life Insurance Corporation of India,EST_11,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
Life Insurance Corporation of India,EST_12,Data Center,19.054999,72.8692035,Mumbai,Maharashtra,Data Center
Life Insurance Corporation of India,EST_13,Branch,19.054999,72.8692035,Mumbai,Maharashtra,Branch
Life Insurance Corporation of India,EST_14,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
Life Insurance Corporation of India,EST_15,Data Center,19.054999,72.8692035,Mumbai,Maharashtra,Data Center
Life Insurance Corporation of India,EST_16,Branch,19.054999,72.8692035,Mumbai,Maharashtra,Branch
Life Insurance Corporation of India,EST_17,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
Life Insurance Corporation of India,EST_18,Data Center,19.054999,72.8692035,Mumbai,Maharashtra,Data Center
Life Insurance Corporation of India,EST_19,Branch,19.054999,72.8692035,Mumbai,Maharashtra,Branch
Life Insurance Corporation of India,EST_20,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
Life Insurance Corporation of India,EST_21,Data Center,19.054999,72.8692035,Mumbai,Maharashtra,Data Center
Life Insurance Corporation of India,EST_22,Branch,19.054999,72.8692035,Mumbai,Maharashtra,Branch
Life Insurance Corporation of India,EST_23,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
Hindustan Unilever Limited,EST_1,Factory,19.054999,72.8692035,Mumbai,Maharashtra,Factory
Hindustan Unilever Limited,EST_2,Warehouse,19.054999,72.8692035,Mumbai,Maharashtra,Warehouse
Hindustan Unilever Limited,EST_3,Distribution Center,19.054999,72.8692035,Mumbai,Maharashtra,Distribution Center
Hindustan Unilever Limited,EST_4,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
Hindustan Unilever Limited,EST_5,Factory,19.054999,72.8692035,Mumbai,Maharashtra,Factory
Hindustan Unilever Limited,EST_6,Warehouse,19.054999,72.8692035,Mumbai,Maharashtra,Warehouse
Hindustan Unilever Limited,EST_7,Distribution Center,19.054999,72.8692035,Mumbai,Maharashtra,Distribution Center
Hindustan Unilever Limited,EST_8,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
Hindustan Unilever Limited,EST_9,Factory,19.054999,72.8692035,Mumbai,Maharashtra,Factory
Hindustan Unilever Limited,EST_10,Warehouse,19.054999,72.8692035,Mumbai,Maharashtra,Warehouse
Hindustan Unilever Limited,EST_11,Distribution Center,19.054999,72.8692035,Mumbai,Maharashtra,Distribution Center
Hindustan Unilever Limited,EST_12,Office,19.054999,72.8692035,Mumbai,Maharashtra,Office
Hindustan Unilever Limited,EST_13,Factory,19.054999,72.8692035,Mumbai,Maharashtra,Factory
ITC Limited,EST_1,Factory,22.5726459,88.3638953,Kolkata,West Bengal,Factory
ITC Limited,EST_2,Warehouse,22.5726459,88.3638953,Kolkata,West Bengal,Warehouse
ITC Limited,EST_3,Distribution Center,22.5726459,88.3638953,Kolkata,West Bengal,Distribution Center
ITC Limited,EST_4,Office,22.5726459,88.3638953,Kolkata,West Bengal,Office
